# composition,1.0CsCl
# source,Numbers, 2026
# temperature_K,935
# raw_file,1.00CsCl_Numbers_2026_935.0_AP.csv
# savgol,False
# grid_points,2000
r (A),Cl-Cl,Cs-Cl,Cs-Cs
0.6916133066533267,0.0,0.0,0.0
0.6968528014007004,0.0,0.0,0.0
0.7020922961480741,0.0,0.0,0.0
0.7073317908954477,0.0,0.0,0.0
0.7125712856428215,0.0,0.0,0.0
0.7178107803901952,0.0,0.0,0.0
0.7230502751375688,0.0,0.0,0.0
0.7282897698849425,0.0,0.0,0.0
0.7335292646323162,0.0,0.0,0.0
0.7387687593796899,0.0,0.0,0.0
0.7440082541270636,0.0,0.0,0.0
0.7492477488744372,0.0,0.0,0.0
0.754487243621811,0.0,0.0,0.0
0.7597267383691846,0.0,0.0,0.0
0.7649662331165583,0.0,0.0,0.0
0.770205727863932,0.0,0.0,0.0
0.7754452226113057,0.0,0.0,0.0
0.7806847173586794,0.0,0.0,0.0
0.7859242121060531,0.0,0.0,0.0
0.7911637068534267,0.0,0.0,0.0
0.7964032016008005,0.0,0.0,0.0
0.8016426963481741,0.0,0.0,0.0
0.8068821910955478,0.0,0.0,0.0
0.8121216858429215,0.0,0.0,0.0
0.8173611805902952,0.0,0.0,0.0
0.8226006753376689,0.0,0.0,0.0
0.8278401700850426,0.0,0.0,0.0
0.8330796648324162,0.0,0.0,0.0
0.83831915957979,0.0,0.0,0.0
0.8435586543271636,0.0,0.0,0.0
0.8487981490745373,0.0,0.0,0.0
0.854037643821911,0.0,0.0,0.0
0.8592771385692847,0.0,0.0,0.0
0.8645166333166584,0.0,0.0,0.0
0.869756128064032,0.0,0.0,0.0
0.8749956228114057,0.0,0.0,0.0
0.8802351175587795,0.0,0.0,0.0
0.8854746123061531,0.0,0.0,0.0
0.8907141070535268,0.0,0.0,0.0
0.8959536018009006,0.0,0.0,0.0
0.9011930965482742,0.0,0.0,0.0
0.9064325912956479,0.0,0.0,0.0
0.9116720860430215,0.0,0.0,0.0
0.9169115807903953,0.0,0.0,0.0
0.922151075537769,0.0,0.0,0.0
0.9273905702851426,0.0,0.0,0.0
0.9326300650325163,0.0,0.0,0.0
0.93786955977989,0.0,0.0,0.0
0.9431090545272637,0.0,0.0,0.0
0.9483485492746374,0.0,0.0,0.0
0.953588044022011,0.0,0.0,0.0
0.9588275387693848,0.0,0.0,0.0
0.9640670335167585,0.0,0.0,0.0
0.9693065282641321,0.0,0.0,0.0
0.9745460230115058,0.0,0.0,0.0
0.9797855177588795,0.0,0.0,0.0
0.9850250125062532,0.0,0.0,0.0
0.9902645072536269,0.0,0.0,0.0
0.9955040020010005,0.0,0.0,0.0
1.0007434967483742,0.0,0.0,0.0
1.0059829914957479,0.0,0.0,0.0
1.0112224862431216,0.0,0.0,0.0
1.0164619809904953,0.0,0.0,0.0
1.021701475737869,0.0,0.0,0.0
1.0269409704852426,0.0,0.0,0.0
1.0321804652326163,0.0,0.0,0.0
1.03741995997999,0.0,0.0,0.0
1.0426594547273638,0.0,0.0,0.0
1.0478989494747375,0.0,0.0,0.0
1.0531384442221112,0.0,0.0,0.0
1.0583779389694847,0.0,0.0,0.0
1.0636174337168585,0.0,0.0,0.0
1.0688569284642322,0.0,0.0,0.0
1.074096423211606,0.0,0.0,0.0
1.0793359179589797,0.0,0.0,0.0
1.0845754127063532,0.0,0.0,0.0
1.0898149074537269,0.0,0.0,0.0
1.0950544022011006,0.0,0.0,0.0
1.1002938969484743,0.0,0.0,0.0
1.105533391695848,0.0,0.0,0.0
1.1107728864432216,0.0,0.0,0.0
1.1160123811905953,0.0,0.0,0.0
1.121251875937969,0.0,0.0,0.0
1.1264913706853428,0.0,0.0,0.0
1.1317308654327165,0.0,0.0,0.0
1.13697036018009,0.0,0.0,0.0
1.1422098549274637,0.0,0.0,0.0
1.1474493496748375,0.0,0.0,0.0
1.1526888444222112,0.0,0.0,0.0
1.157928339169585,0.0,0.0,0.0
1.1631678339169587,0.0,0.0,0.0
1.1684073286643322,0.0,0.0,0.0
1.173646823411706,0.0,0.0,0.0
1.1788863181590796,0.0,0.0,0.0
1.1841258129064534,0.0,0.0,0.0
1.189365307653827,0.0,0.0,0.0
1.1946048024012006,0.0,0.0,0.0
1.1998442971485743,0.0,0.0,0.0
1.205083791895948,0.0,0.0,0.0
1.2103232866433218,0.0,0.0,0.0
1.2155627813906955,0.0,0.0,0.0
1.220802276138069,0.0,0.0,0.0
1.2260417708854427,0.0,0.0,0.0
1.2312812656328165,0.0,0.0,0.0
1.2365207603801902,0.0,0.0,0.0
1.241760255127564,0.0,0.0,0.0
1.2469997498749374,0.0,0.0,0.0
1.2522392446223112,0.0,0.0,0.0
1.257478739369685,0.0,0.0,0.0
1.2627182341170586,0.0,0.0,0.0
1.2679577288644324,0.0,0.0,0.0
1.2731972236118059,0.0,0.0,0.0
1.2784367183591796,0.0,0.0,0.0
1.2836762131065533,0.0,0.0,0.0
1.288915707853927,0.0,0.0,0.0
1.2941552026013008,0.0,0.0,0.0
1.2993946973486745,0.0,0.0,0.0
1.304634192096048,0.0,0.0,0.0
1.3098736868434218,0.0,0.0,0.0
1.3151131815907955,0.0,0.0,0.0
1.3203526763381692,0.0,0.0,0.0
1.325592171085543,0.0,0.0,0.0
1.3308316658329165,0.0,0.0,0.0
1.3360711605802902,0.0,0.0,0.0
1.341310655327664,0.0,0.0,0.0
1.3465501500750376,0.0,0.0,0.0
1.3517896448224114,0.0,0.0,0.0
1.3570291395697849,0.0,0.0,0.0
1.3622686343171586,0.0,0.0,0.0
1.3675081290645323,0.0,0.0,0.0
1.372747623811906,0.0,0.0,0.0
1.3779871185592798,0.0,0.0,0.0
1.3832266133066533,0.0,0.0,0.0
1.388466108054027,0.0,0.0,0.0
1.3937056028014008,0.0,0.0,0.0
1.3989450975487745,0.0,0.0,0.0
1.4041845922961482,0.0,0.0,0.0
1.409424087043522,0.0,0.0,0.0
1.4146635817908955,0.0,0.0,0.0
1.4199030765382692,0.0,0.0,0.0
1.425142571285643,0.0,0.0,0.0
1.4303820660330167,0.0,0.0,0.0
1.4356215607803904,0.0,0.0,0.0
1.440861055527764,0.0,0.0,0.0
1.4461005502751376,0.0,0.0,0.0
1.4513400450225113,0.0,0.0,0.0
1.456579539769885,0.0,0.0,0.0
1.4618190345172588,0.0,0.0,0.0
1.4670585292646323,0.0,0.0,0.0
1.472298024012006,0.0,0.0,0.0
1.4775375187593798,0.0,0.0,0.0
1.4827770135067535,0.0,0.0,0.0
1.4880165082541272,0.0,0.0,0.0
1.4932560030015007,0.0,0.0,0.0
1.4984954977488745,0.0,0.0,0.0
1.5037349924962482,0.0,0.0,0.0
1.508974487243622,0.0,0.0,0.0
1.5142139819909957,0.0,0.0,0.0
1.5194534767383692,0.0,0.0,0.0
1.524692971485743,0.0,0.0,0.0
1.5299324662331166,0.0,0.0,0.0
1.5351719609804904,0.0,0.0,0.0
1.540411455727864,0.0,0.0,0.0
1.5456509504752378,0.0,0.0,0.0
1.5508904452226113,0.0,0.0,0.0
1.556129939969985,0.0,0.0,0.0
1.5613694347173588,0.0,0.0,0.0
1.5666089294647325,0.0,0.0,0.0
1.5718484242121062,0.0,0.0,0.0
1.5770879189594798,0.0,0.0,0.0
1.5823274137068535,0.0,0.0,0.0
1.5875669084542272,0.0,0.0,0.0
1.592806403201601,0.0,0.0,0.0
1.5980458979489747,0.0,0.0,0.0
1.6032853926963482,0.0,0.0,0.0
1.608524887443722,0.0,0.0,0.0
1.6137643821910956,0.0,0.0,0.0
1.6190038769384694,0.0,0.0,0.0
1.624243371685843,0.0,0.0,0.0
1.6294828664332166,0.0,0.0,0.0
1.6347223611805903,0.0,0.0,0.0
1.639961855927964,0.0,0.0,0.0
1.6452013506753378,0.0,0.0,0.0
1.6504408454227115,0.0,0.0,0.0
1.6556803401700853,0.0,0.0,0.0
1.6609198349174588,0.0,0.0,0.0
1.6661593296648325,0.0,0.0,0.0
1.6713988244122062,0.0,0.0,0.0
1.67663831915958,0.0,0.0,0.0
1.6818778139069537,0.0,0.0,0.0
1.6871173086543272,0.0,0.0,0.0
1.692356803401701,0.0,0.0,0.0
1.6975962981490746,0.0,0.0,0.0
1.7028357928964484,0.0,0.0,0.0
1.708075287643822,0.0,0.0,0.0
1.7133147823911956,0.0,0.0,0.0
1.7185542771385693,0.0,0.0,0.0
1.723793771885943,0.0,0.0,0.0
1.7290332666333168,0.0,0.0,0.0
1.7342727613806905,0.0,0.0,0.0
1.739512256128064,0.0,0.0,0.0
1.7447517508754378,0.0,0.0,0.0
1.7499912456228115,0.0,0.0,0.0
1.7552307403701852,0.0,0.0,0.0
1.760470235117559,0.0,0.0,0.0
1.7657097298649325,0.0,0.0,0.0
1.7709492246123062,0.0,0.0,0.0
1.77618871935968,0.0,0.0,0.0
1.7814282141070537,0.0,0.0,0.0
1.7866677088544274,0.0,0.0,0.0
1.7919072036018011,0.0,0.0,0.0
1.7971466983491746,0.0,0.0,0.0
1.8023861930965484,0.0,0.0,0.0
1.807625687843922,0.0,0.0,0.0
1.8128651825912958,0.0,0.0,0.0
1.8181046773386695,0.0,0.0,0.0
1.823344172086043,0.0,0.0,0.0
1.8285836668334168,0.0,0.0,0.0
1.8338231615807905,0.0,0.0,0.0
1.8390626563281642,0.0,0.0,0.0
1.844302151075538,0.0,0.0,0.0
1.8495416458229115,0.0,0.0,0.0
1.8547811405702852,0.0,0.0,0.0
1.860020635317659,0.0,0.0,0.0
1.8652601300650327,0.0,0.0,0.0
1.8704996248124064,0.0,0.0,0.0
1.87573911955978,0.0,0.0,0.0
1.8809786143071536,0.0,0.0,0.0
1.8862181090545274,0.0,0.0,0.0
1.891457603801901,0.0,0.0,0.0
1.8966970985492748,0.0,0.0,0.0
1.9019365932966485,0.0,0.0,0.0
1.907176088044022,0.0,0.0,0.0
1.9124155827913958,0.0,0.0,0.0
1.9176550775387695,0.0,0.0,0.0
1.9228945722861432,0.0,0.0,0.0
1.928134067033517,0.0,0.0,0.0
1.9333735617808905,0.0,0.0,0.0
1.9386130565282642,0.0,0.0,0.0
1.943852551275638,0.0,0.0,0.0
1.9490920460230117,0.0,0.0,0.0
1.9543315407703854,0.0,0.0,0.0
1.959571035517759,0.0,0.0,0.0
1.9648105302651326,0.0,0.0,0.0
1.9700500250125064,0.0,0.0,0.0
1.97528951975988,0.0,0.0,0.0
1.9805290145072538,0.0,0.0,0.0
1.9857685092546273,0.0,0.0,0.0
1.991008004002001,0.0,0.0,0.0
1.9962474987493748,0.0,0.0,0.0
2.0014869934967483,0.0,0.0,0.0
2.006726488244122,0.0,0.0,0.0
2.0119659829914958,0.0,0.0,0.0
2.0172054777388695,0.0,0.0,0.0
2.022444972486243,0.0,0.0,0.0
2.027684467233617,0.0,0.0,0.0
2.0329239619809907,0.0,0.0,0.0
2.0381634567283644,0.0,0.0,0.0
2.043402951475738,0.0,0.0,0.0
2.048642446223112,0.0,0.0,0.0
2.053881940970485,0.0,0.0,0.0
2.059121435717859,0.0,0.0,0.0
2.0643609304652326,0.0,0.0,0.0
2.0696004252126063,0.0,0.0,0.0
2.07483991995998,0.0,0.0,0.0
2.080079414707354,0.0,0.0,0.0
2.0853189094547275,0.0,0.0,0.0
2.0905584042021013,0.0,0.0,0.0
2.095797898949475,0.0,0.0,0.0
2.1010373936968487,0.0,0.0,0.0
2.1062768884442225,0.0,0.0,0.0
2.1115163831915957,0.0,0.0,0.0
2.1167558779389695,0.0,0.0,0.0
2.121995372686343,0.0,0.0,0.0
2.127234867433717,0.0,0.0,0.0
2.1324743621810907,0.0,0.0,0.0
2.1377138569284644,0.0,0.0,0.0
2.142953351675838,0.0,0.0,0.0
2.148192846423212,0.0,0.0,0.0
2.1534323411705856,0.0,0.0,0.0
2.1586718359179593,0.0,0.0,0.0
2.1639113306653326,0.0,0.0,0.0
2.1691508254127063,0.0,0.0,0.0
2.17439032016008,0.0,0.0,0.0
2.1796298149074538,0.0,0.0,0.0
2.1848693096548275,0.0,0.0,0.0
2.1901088044022012,0.0,0.0,0.0
2.195348299149575,0.0,0.0,0.0
2.2005877938969487,0.0,0.0,0.0
2.2058272886443224,0.0,0.0,0.0
2.211066783391696,0.0,0.0,0.0
2.21630627813907,0.0,0.0,0.0
2.221545772886443,0.0,0.0,0.0
2.226785267633817,0.0,0.0,0.0
2.2320247623811906,0.0,0.0,0.0
2.2372642571285644,0.0,0.0,0.0
2.242503751875938,0.0,0.0,0.0
2.247743246623312,0.0,0.0,0.0
2.2529827413706855,0.0,0.0,0.0
2.2582222361180593,0.0,0.0,0.0
2.263461730865433,0.0,0.0,0.0
2.2687012256128067,0.0,0.0,0.0
2.27394072036018,0.0,0.0,0.0
2.2791802151075538,0.0,0.0,0.0
2.2844197098549275,0.0,0.0,0.0
2.289659204602301,0.0,0.0,0.0
2.294898699349675,0.0,0.0,0.0
2.3001381940970487,0.0,0.0,0.0
2.3053776888444224,0.0,0.0,0.0
2.310617183591796,0.0,0.0,0.0
2.31585667833917,0.0,0.0,0.0
2.3210961730865436,0.0,0.0,0.0
2.3263356678339173,0.0,0.0,0.0
2.3315751625812906,0.0,0.0,0.0
2.3368146573286643,0.0,0.0,0.0
2.342054152076038,0.0,0.0,0.0
2.347293646823412,0.0,0.0,0.0
2.3525331415707855,0.0,0.0,0.0
2.3577726363181593,0.0,0.0,0.0
2.363012131065533,0.0,0.0,0.0
2.3682516258129067,0.0,0.0,0.0
2.3734911205602804,0.0,0.0,0.0
2.378730615307654,0.0,0.0,0.0
2.3839701100550275,0.0,0.0,0.0
2.389209604802401,0.0,0.0,0.0
2.394449099549775,0.0,0.0,0.0
2.3996885942971486,0.0,0.0,0.0
2.4049280890445224,0.0,0.0,0.0
2.410167583791896,0.0,0.0,0.0
2.41540707853927,0.0,0.0,0.0
2.4206465732866436,0.0,0.0,0.0
2.4258860680340173,0.0,0.0,0.0
2.431125562781391,0.0,0.0,0.0
2.4363650575287643,0.0,0.0,0.0
2.441604552276138,0.0,0.0,0.0
2.4468440470235118,0.0,0.0,0.0
2.4520835417708855,0.0,0.0,0.0
2.4573230365182592,0.0,0.0,0.0
2.462562531265633,0.0,0.0,0.0
2.4678020260130067,0.0,0.0,0.0
2.4730415207603804,0.0,0.0,0.0
2.478281015507754,0.0,0.0,0.0
2.483520510255128,0.0,0.0,0.0
2.4887600050025016,0.0,0.0,0.0
2.493999499749875,0.0,9.70744122061199e-07,0.0
2.4992389944972486,0.0,2.1356370685342925e-05,0.0
2.5044784892446224,0.0,4.174199724862465e-05,0.0
2.509717983991996,0.0,6.212762381190637e-05,0.0
2.51495747873937,0.0,8.25132503751881e-05,0.0
2.5201969734867435,0.0,0.00010289887693846983,0.0
2.5254364682341173,0.0,0.00012328450350175156,0.0
2.530675962981491,0.0,0.00014367013006503327,0.0
2.5359154577288647,0.0,0.000164055756628315,0.0
2.5411549524762385,0.0,0.00018444138319159673,0.0
2.5463944472236117,0.0,0.00020424252126063035,0.0
2.5516339419709855,0.0,0.00020342715607803903,0.0
2.556873436718359,0.0,0.00020261179089544774,0.0
2.562112931465733,0.0,0.00020179642571285642,0.0
2.5673524262131067,0.0,0.0002009810605302651,0.0
2.5725919209604804,0.0,0.00020016569534767381,0.0
2.577831415707854,0.0,0.0001993503301650825,0.0
2.583070910455228,0.0,0.0001985349649824912,0.0
2.5883104052026016,0.0,0.0001977195997998999,0.0
2.5935498999499753,0.0,0.0001969042346173086,0.0
2.598789394697349,0.0,0.0001965133574287194,0.0
2.6040288894447223,0.0,0.0002521548954477244,0.0
2.609268384192096,0.0,0.0003077964334667341,0.0
2.61450787893947,0.0,0.0003634379714857439,0.0
2.6197473736868435,0.0,0.00041907950950475364,0.0
2.6249868684342172,0.0,0.00047472104752376335,0.0
2.630226363181591,0.0,0.0005303625855427731,0.0
2.6354658579289647,0.0,0.0005860041235617829,0.0
2.6407053526763384,0.0,0.0006416456615807926,0.0
2.645944847423712,0.0,0.0006972871995998023,0.0
2.651184342171086,0.0,0.000752928737618812,0.0
2.656423836918459,0.0,0.0013577811455727708,0.0
2.661663331665833,0.0,0.0019696032346173007,0.0
2.6669028264132066,0.0,0.0025814253236618304,0.0
2.6721423211605804,0.0,0.0031932474127063606,0.0
2.677381815907954,0.0,0.0038050695017508903,0.0
2.682621310655328,0.0,0.0044168915907954204,0.0
2.6878608054027016,0.0,0.005028713679839951,0.0
2.6931003001500753,0.0,0.005640535768884481,0.0
2.698339794897449,0.0,0.00625235785792901,0.0
2.7035792896448227,0.0,0.00686417994697354,0.0
2.7088187843921965,0.0,0.008828242295147759,0.0
2.7140582791395698,0.0,0.010837846413706876,0.0
2.7192977738869435,0.0,0.012847450532266165,0.0
2.724537268634317,0.0,0.014857054650825452,0.0
2.729776763381691,0.0,0.01686665876938474,0.0
2.7350162581290647,0.0,0.01887626288794403,0.0
2.7402557528764384,0.0,0.020885867006503314,0.0
2.745495247623812,0.0,0.022895471125062603,0.0
2.750734742371186,0.0,0.024905075243621892,0.0
2.7559742371185596,0.0,0.026914679362181178,0.0
2.7612137318659333,3.199924112056219e-05,0.03221109114807434,0.0
2.7664532266133066,6.577621785892894e-05,0.03769010335992988,0.0
2.7716927213606803,9.955319459729856e-05,0.04316911557178588,0.0
2.776932216108054,0.00013333017133566817,0.04864812778364187,0.0
2.782171710855428,0.00016710714807403778,0.05412713999549787,0.0
2.7874112056028015,0.0002008841248124074,0.059606152207353866,0.0
2.7926507003501753,0.000234661101550777,0.06508516441920986,0.0
2.797890195097549,0.0002684380782891466,0.07056417663106586,0.0
2.8031296898449227,0.00030221505502751623,0.07604318884292185,0.0
2.8083691845922965,0.00033599203176588584,0.08152220105477785,0.0
2.81360867933967,0.00030712499149574486,0.09251360144322264,0.0
2.818848174087044,0.0002733480147573755,0.10393705387794004,0.0
2.824087668834417,0.00023957103801900906,0.11536050631265649,0.0
2.829327163581791,0.00020579406128063974,0.1267839587473739,0.0
2.8345666583291647,0.00017201708454227043,0.1382074111820913,0.0
2.8398061530765384,0.0001382401078039011,0.14963086361680872,0.0
2.845045647823912,0.00010446313106553178,0.1610543160515261,0.0
2.850285142571286,7.068615432716247e-05,0.17247776848624352,0.0
2.8555246373186596,3.6909177588793126e-05,0.18390122092096092,0.0
2.8607641320660333,3.1322008504237864e-06,0.19532467335567832,0.0
2.866003626813407,5.69519804902485e-05,0.2165114216188106,0.0
2.8712431215607808,0.00011972501975988411,0.23869607580915606,0.0
2.876482616308154,0.00018249805902951442,0.2608807299994996,0.0
2.881722111055528,0.00024527109829915005,0.28306538418984506,0.0
2.8869616058029015,0.0003080441375687856,0.3052500383801905,0.0
2.8922011005502752,0.00037081717683842125,0.327434692570536,0.0
2.897440595297649,0.0004335902161080569,0.34961934676088147,0.0
2.9026800900450227,0.0004963632553776925,0.3718040009512269,0.0
2.9079195847923964,0.0005591362946473281,0.39398865514157233,0.0
2.91315907953977,0.0006219093339169637,0.41617330933191776,0.0
2.918398574287144,0.0006001653601800873,0.4489073105943001,0.0
2.9236380690345176,0.0005676776983491716,0.48298233055227924,0.0
2.9288775637818913,0.000535190036518256,0.5170573505102584,0.0
2.9341170585292646,0.0005027023746873433,0.5511323704682346,0.0
2.9393565532766384,0.00047021471285642764,0.5852073904262137,0.0
2.944596048024012,0.000437727051025512,0.6192824103841928,0.0
2.949835542771386,0.0004052393891945964,0.653357430342172,0.0
2.9550750375187596,0.00037275172736368084,0.6874324503001511,0.0
2.9603145322661333,0.00034026406553276526,0.7215074702581302,0.0
2.965554027013507,0.0003077764037018496,0.7555824902161095,0.0
2.9707935217608807,0.0005561252931465881,0.7979740296103074,0.0
2.9760330165082545,0.000847492498249143,0.8416394867216136,0.0
2.981272511255628,0.001138859703351698,0.8853049438329197,0.0
2.9865120060030015,0.0014302269084542282,0.9289704009442222,0.0
2.991751500750375,0.0017215941135567832,0.9726358580555284,0.0
2.996990995497749,0.002012961318659338,1.0163013151668348,0.0
3.0022304902451227,0.002304328523761893,1.0599667722781407,0.0
3.0074699849924964,0.002595695728864448,1.103632229389447,0.0
3.01270947973987,0.002887062933967003,1.1472976865007531,0.0
3.017948974487244,0.003178430139069558,1.1909631436120593,0.0
3.0231884692346176,0.0033094637723862018,1.2424577326828459,2.393112706353416e-05
3.0284279639819913,0.0034115614652326254,1.2953652716043067,5.218118534267385e-05
3.033667458729365,0.003513659158079049,1.3482728105257678,8.043124362181354e-05
3.0389069534767383,0.003615756850925464,1.4011803494472241,0.00010868130190095082
3.044146448224112,0.003717854543771888,1.4540878883686852,0.00013693136018009053
3.049385942971486,0.0038199522366183115,1.506995427290146,0.00016518141845923021
3.0546254377188595,0.003922049929464735,1.559902966211607,0.0001934314767383699
3.0598649324662333,0.004024147622311159,1.612810505133068,0.0002216815350175096
3.065104427213607,0.004126245315157583,1.665718044054529,0.0002499315932966493
3.0703439219609807,0.004228343008004006,1.71862558297599,0.00027818165157578894
3.0755834167083544,0.004618278537268656,1.769848645399202,0.00028228822311155577
3.080822911455728,0.005068398341420738,1.820719499100053,0.0002813466110555277
3.086062406203102,0.0055185181455728195,1.8715903528009041,0.0002804049989994997
3.0913019009504756,0.005968637949724901,1.9224612065017552,0.00027946338694347165
3.096541395697849,0.006418757753876944,1.9733320602026019,0.0002785217748874437
3.1017808904452226,0.006868877558029026,2.024202913903453,0.0002775801628314157
3.1070203851925964,0.007318997362181107,2.075073767604304,0.00027663855077538765
3.11225987993997,0.007769117166333189,2.125944621305155,0.00027569693871935965
3.117499374687344,0.00821923697048527,2.176815475006006,0.0002747553266633316
3.1227388694347176,0.008669356774637352,2.227686328706857,0.0002738137146073036
3.1279783641820913,0.009095471873436753,2.275472168866937,0.0003368571590795462
3.133217858929465,0.00951584671660834,2.322520288397703,0.00041520137793897626
3.1384573536768388,0.009936221559779928,2.3695684079284685,0.0004935455967984062
3.1436968484242125,0.010356596402951515,2.416616527459234,0.0005718898156578363
3.1489363431715858,0.010776971246123066,2.4636646469899954,0.0006502340345172597
3.1541758379189595,0.011197346089294655,2.510712766520761,0.0007285782533766898
3.1594153326663332,0.011617720932466243,2.5577608860515264,0.0008069224722361198
