# composition,1.0NaCl
# source,Numbers, 2026
# temperature_K,1090
# raw_file,1.00NaCl_Numbers_2026_1090.0_AP.csv
# savgol,False
# grid_points,2000
r (A),Cl-Cl,Na-Cl,Na-Na
0.6916133066533267,0.0,0.0,0.0
0.6968528014007004,0.0,0.0,0.0
0.7020922961480741,0.0,0.0,0.0
0.7073317908954477,0.0,0.0,0.0
0.7125712856428215,0.0,0.0,0.0
0.7178107803901952,0.0,0.0,0.0
0.7230502751375688,0.0,0.0,0.0
0.7282897698849425,0.0,0.0,0.0
0.7335292646323162,0.0,0.0,0.0
0.7387687593796899,0.0,0.0,0.0
0.7440082541270636,0.0,0.0,0.0
0.7492477488744372,0.0,0.0,0.0
0.754487243621811,0.0,0.0,0.0
0.7597267383691846,0.0,0.0,0.0
0.7649662331165583,0.0,0.0,0.0
0.770205727863932,0.0,0.0,0.0
0.7754452226113057,0.0,0.0,0.0
0.7806847173586794,0.0,0.0,0.0
0.7859242121060531,0.0,0.0,0.0
0.7911637068534267,0.0,0.0,0.0
0.7964032016008005,0.0,0.0,0.0
0.8016426963481741,0.0,0.0,0.0
0.8068821910955478,0.0,0.0,0.0
0.8121216858429215,0.0,0.0,0.0
0.8173611805902952,0.0,0.0,0.0
0.8226006753376689,0.0,0.0,0.0
0.8278401700850426,0.0,0.0,0.0
0.8330796648324162,0.0,0.0,0.0
0.83831915957979,0.0,0.0,0.0
0.8435586543271636,0.0,0.0,0.0
0.8487981490745373,0.0,0.0,0.0
0.854037643821911,0.0,0.0,0.0
0.8592771385692847,0.0,0.0,0.0
0.8645166333166584,0.0,0.0,0.0
0.869756128064032,0.0,0.0,0.0
0.8749956228114057,0.0,0.0,0.0
0.8802351175587795,0.0,0.0,0.0
0.8854746123061531,0.0,0.0,0.0
0.8907141070535268,0.0,0.0,0.0
0.8959536018009006,0.0,0.0,0.0
0.9011930965482742,0.0,0.0,0.0
0.9064325912956479,0.0,0.0,0.0
0.9116720860430215,0.0,0.0,0.0
0.9169115807903953,0.0,0.0,0.0
0.922151075537769,0.0,0.0,0.0
0.9273905702851426,0.0,0.0,0.0
0.9326300650325163,0.0,0.0,0.0
0.93786955977989,0.0,0.0,0.0
0.9431090545272637,0.0,0.0,0.0
0.9483485492746374,0.0,0.0,0.0
0.953588044022011,0.0,0.0,0.0
0.9588275387693848,0.0,0.0,0.0
0.9640670335167585,0.0,0.0,0.0
0.9693065282641321,0.0,0.0,0.0
0.9745460230115058,0.0,0.0,0.0
0.9797855177588795,0.0,0.0,0.0
0.9850250125062532,0.0,0.0,0.0
0.9902645072536269,0.0,0.0,0.0
0.9955040020010005,0.0,0.0,0.0
1.0007434967483742,0.0,0.0,0.0
1.0059829914957479,0.0,0.0,0.0
1.0112224862431216,0.0,0.0,0.0
1.0164619809904953,0.0,0.0,0.0
1.021701475737869,0.0,0.0,0.0
1.0269409704852426,0.0,0.0,0.0
1.0321804652326163,0.0,0.0,0.0
1.03741995997999,0.0,0.0,0.0
1.0426594547273638,0.0,0.0,0.0
1.0478989494747375,0.0,0.0,0.0
1.0531384442221112,0.0,0.0,0.0
1.0583779389694847,0.0,0.0,0.0
1.0636174337168585,0.0,0.0,0.0
1.0688569284642322,0.0,0.0,0.0
1.074096423211606,0.0,0.0,0.0
1.0793359179589797,0.0,0.0,0.0
1.0845754127063532,0.0,0.0,0.0
1.0898149074537269,0.0,0.0,0.0
1.0950544022011006,0.0,0.0,0.0
1.1002938969484743,0.0,0.0,0.0
1.105533391695848,0.0,0.0,0.0
1.1107728864432216,0.0,0.0,0.0
1.1160123811905953,0.0,0.0,0.0
1.121251875937969,0.0,0.0,0.0
1.1264913706853428,0.0,0.0,0.0
1.1317308654327165,0.0,0.0,0.0
1.13697036018009,0.0,0.0,0.0
1.1422098549274637,0.0,0.0,0.0
1.1474493496748375,0.0,0.0,0.0
1.1526888444222112,0.0,0.0,0.0
1.157928339169585,0.0,0.0,0.0
1.1631678339169587,0.0,0.0,0.0
1.1684073286643322,0.0,0.0,0.0
1.173646823411706,0.0,0.0,0.0
1.1788863181590796,0.0,0.0,0.0
1.1841258129064534,0.0,0.0,0.0
1.189365307653827,0.0,0.0,0.0
1.1946048024012006,0.0,0.0,0.0
1.1998442971485743,0.0,0.0,0.0
1.205083791895948,0.0,0.0,0.0
1.2103232866433218,0.0,0.0,0.0
1.2155627813906955,0.0,0.0,0.0
1.220802276138069,0.0,0.0,0.0
1.2260417708854427,0.0,0.0,0.0
1.2312812656328165,0.0,0.0,0.0
1.2365207603801902,0.0,0.0,0.0
1.241760255127564,0.0,0.0,0.0
1.2469997498749374,0.0,0.0,0.0
1.2522392446223112,0.0,0.0,0.0
1.257478739369685,0.0,0.0,0.0
1.2627182341170586,0.0,0.0,0.0
1.2679577288644324,0.0,0.0,0.0
1.2731972236118059,0.0,0.0,0.0
1.2784367183591796,0.0,0.0,0.0
1.2836762131065533,0.0,0.0,0.0
1.288915707853927,0.0,0.0,0.0
1.2941552026013008,0.0,0.0,0.0
1.2993946973486745,0.0,0.0,0.0
1.304634192096048,0.0,0.0,0.0
1.3098736868434218,0.0,0.0,0.0
1.3151131815907955,0.0,0.0,0.0
1.3203526763381692,0.0,0.0,0.0
1.325592171085543,0.0,0.0,0.0
1.3308316658329165,0.0,0.0,0.0
1.3360711605802902,0.0,0.0,0.0
1.341310655327664,0.0,0.0,0.0
1.3465501500750376,0.0,0.0,0.0
1.3517896448224114,0.0,0.0,0.0
1.3570291395697849,0.0,0.0,0.0
1.3622686343171586,0.0,0.0,0.0
1.3675081290645323,0.0,0.0,0.0
1.372747623811906,0.0,0.0,0.0
1.3779871185592798,0.0,0.0,0.0
1.3832266133066533,0.0,0.0,0.0
1.388466108054027,0.0,0.0,0.0
1.3937056028014008,0.0,0.0,0.0
1.3989450975487745,0.0,0.0,0.0
1.4041845922961482,0.0,0.0,0.0
1.409424087043522,0.0,0.0,0.0
1.4146635817908955,0.0,0.0,0.0
1.4199030765382692,0.0,0.0,0.0
1.425142571285643,0.0,0.0,0.0
1.4303820660330167,0.0,0.0,0.0
1.4356215607803904,0.0,0.0,0.0
1.440861055527764,0.0,0.0,0.0
1.4461005502751376,0.0,0.0,0.0
1.4513400450225113,0.0,0.0,0.0
1.456579539769885,0.0,0.0,0.0
1.4618190345172588,0.0,0.0,0.0
1.4670585292646323,0.0,0.0,0.0
1.472298024012006,0.0,0.0,0.0
1.4775375187593798,0.0,0.0,0.0
1.4827770135067535,0.0,0.0,0.0
1.4880165082541272,0.0,0.0,0.0
1.4932560030015007,0.0,0.0,0.0
1.4984954977488745,0.0,0.0,0.0
1.5037349924962482,0.0,0.0,0.0
1.508974487243622,0.0,0.0,0.0
1.5142139819909957,0.0,0.0,0.0
1.5194534767383692,0.0,0.0,0.0
1.524692971485743,0.0,0.0,0.0
1.5299324662331166,0.0,0.0,0.0
1.5351719609804904,0.0,0.0,0.0
1.540411455727864,0.0,0.0,0.0
1.5456509504752378,0.0,0.0,0.0
1.5508904452226113,0.0,0.0,0.0
1.556129939969985,0.0,0.0,0.0
1.5613694347173588,0.0,0.0,0.0
1.5666089294647325,0.0,0.0,0.0
1.5718484242121062,0.0,0.0,0.0
1.5770879189594798,0.0,0.0,0.0
1.5823274137068535,0.0,0.0,0.0
1.5875669084542272,0.0,0.0,0.0
1.592806403201601,0.0,0.0,0.0
1.5980458979489747,0.0,0.0,0.0
1.6032853926963482,0.0,1.1685053776888107e-05,0.0
1.608524887443722,0.0,4.1764643821910866e-05,0.0
1.6137643821910956,0.0,7.184423386693363e-05,0.0
1.6190038769384694,0.0,0.0001019238239119564,0.0
1.624243371685843,0.0,0.00013200341395697916,0.0
1.6294828664332166,0.0,0.00016208300400200065,0.0
1.6347223611805903,0.0,0.0001921625940470234,0.0
1.639961855927964,0.0,0.00022224218409204615,0.0
1.6452013506753378,0.0,0.0002523217741370689,0.0
1.6504408454227115,0.0,0.0002824013641820917,0.0
1.6556803401700853,0.0,0.00029031704577288554,0.0
1.6609198349174588,0.0,0.00026023745572786405,0.0
1.6661593296648325,0.0,0.0002301578656828413,0.0
1.6713988244122062,0.0,0.00020007827563781852,0.0
1.67663831915958,0.0,0.00016999868559279576,0.0
1.6818778139069537,0.0,0.000139919095547773,0.0
1.6871173086543272,0.0,0.00010983950550275153,0.0
1.692356803401701,0.0,7.975991545772877e-05,0.0
1.6975962981490746,0.0,4.9680325412705976e-05,0.0
1.7028357928964484,0.0,1.960073536768324e-05,0.0
1.708075287643822,0.0,0.0,0.0
1.7133147823911956,0.0,0.0,0.0
1.7185542771385693,0.0,0.0,0.0
1.723793771885943,0.0,0.0,0.0
1.7290332666333168,0.0,0.0,0.0
1.7342727613806905,0.0,0.0,0.0
1.739512256128064,0.0,0.0,0.0
1.7447517508754378,0.0,0.0,0.0
1.7499912456228115,0.0,0.0,0.0
1.7552307403701852,0.0,0.0,0.0
1.760470235117559,0.0,0.0,0.0
1.7657097298649325,0.0,0.0,0.0
1.7709492246123062,0.0,0.0,0.0
1.77618871935968,0.0,0.0,0.0
1.7814282141070537,0.0,0.0,0.0
1.7866677088544274,0.0,0.0,0.0
1.7919072036018011,0.0,0.0,0.0
1.7971466983491746,0.0,0.0,0.0
1.8023861930965484,0.0,0.0,0.0
1.807625687843922,0.0,0.0,0.0
1.8128651825912958,0.0,7.300902201101162e-06,0.0
1.8181046773386695,0.0,3.098431665832997e-05,0.0
1.823344172086043,0.0,5.466773111555778e-05,0.0
1.8285836668334168,0.0,7.83511455727866e-05,0.0
1.8338231615807905,0.0,0.0001020345600300154,0.0
1.8390626563281642,0.0,0.00012571797448724422,0.0
1.844302151075538,0.0,0.00014940138894447303,0.0
1.8495416458229115,0.0,0.00017308480340170082,0.0
1.8547811405702852,0.0,0.00019676821785892965,0.0
1.860020635317659,0.0,0.00022045163231615845,0.0
1.8652601300650327,0.0,0.00023694009679839918,0.0
1.8704996248124064,0.0,0.00023566016308154073,0.0
1.87573911955978,0.0,0.00023438022936468235,0.0
1.8809786143071536,0.0,0.0002331002956478239,0.0
1.8862181090545274,0.0,0.00023182036193096546,0.0
1.891457603801901,0.0,0.00023054042821410702,0.0
1.8966970985492748,0.0,0.00022926049449724858,0.0
1.9019365932966485,0.0,0.00022798056078039014,0.0
1.907176088044022,0.0,0.00022670062706353175,0.0
1.9124155827913958,0.0,0.0002254206933466733,0.0
1.9176550775387695,0.0,0.00023555154152076133,0.0
1.9228945722861432,0.0,0.0002768220935467747,0.0
1.928134067033517,0.0,0.000318092645572788,0.0
1.9333735617808905,0.0,0.00035936319759879965,0.0
1.9386130565282642,0.0,0.00040063374962481297,0.0
1.943852551275638,0.0,0.0004419043016508263,0.0
1.9490920460230117,0.0,0.0004831748536768397,0.0
1.9543315407703854,0.0,0.0005244454057028529,0.0
1.959571035517759,0.0,0.0005657159577288646,0.0
1.9648105302651326,0.0,0.000606986509754878,0.0
1.9700500250125064,1.0085915957979834e-05,0.0006471995100050032,0.0
1.97528951975988,5.073521360680441e-05,0.0006842078079039529,0.0
1.9805290145072538,9.1384511255629e-05,0.0007212161058029025,0.0
1.9857685092546273,0.00013203380890445185,0.0007582244037018505,0.0
1.991008004002001,0.00017268310655327643,0.0007952327016008001,0.0
1.9962474987493748,0.000213332404202101,0.0008322409994997498,0.0
2.0014869934967483,0.00025398170185092386,0.0008692492973986979,0.0
2.006726488244122,0.00029463099949974847,0.0009062575952976475,0.0
2.0119659829914958,0.00033528029714857303,0.0009432658931965972,0.0
2.0172054777388695,0.0003759295947973976,0.0009802741910955467,0.0
2.022444972486243,0.00039803710755377774,0.0010251459314657315,0.0
2.027684467233617,0.0003573878099049528,0.0010966324002000996,0.0
2.0329239619809907,0.0003167385122561279,0.0011681188689344675,0.0
2.0381634567283644,0.00027608921460730294,0.0012396053376688356,0.0
2.043402951475738,0.00023543991695847805,0.0013110918064032037,0.0
2.048642446223112,0.00019479061930965312,0.0013825782751375718,0.0
2.053881940970485,0.00015414132166083165,0.0014540647438719338,0.0
2.059121435717859,0.00011349202401200672,0.001525551212606302,0.0
2.0643609304652326,7.284272636318183e-05,0.00159703768134067,0.0
2.0696004252126063,3.21934287143569e-05,0.0016685241500750381,0.0
2.07483991995998,0.0,0.0019088738696848586,0.0
2.080079414707354,0.0,0.0027921246408204297,0.0
2.0853189094547275,0.0,0.0036753754119560013,0.0
2.0905584042021013,0.0,0.004558626183091573,0.0
2.095797898949475,0.0,0.005441876954227144,0.0
2.1010373936968487,0.0,0.006325127725362716,0.0
2.1062768884442225,0.0,0.0072083784964982875,0.0
2.1115163831915957,0.0,0.008091629267633783,0.0
2.1167558779389695,0.0,0.008974880038769355,0.0
2.121995372686343,0.0,0.009858130809904926,0.0
2.127234867433717,0.0,0.010963341473486694,1.3152257378687682e-05
2.1324743621810907,0.0,0.013027418872436195,8.312226663331587e-05
2.1377138569284644,0.0,0.015091496271385695,0.00015309227588794407
2.142953351675838,0.0,0.017155573670335197,0.00022306228514257226
2.148192846423212,0.0,0.019219651069284697,0.00029303229439720045
2.1534323411705856,0.0,0.021283728468234196,0.00036300230365182864
2.1586718359179593,0.0,0.0233478058671837,0.0004329723129064568
2.1639113306653326,0.0,0.02541188326613302,0.0005029423221610791
2.1691508254127063,0.0,0.027475960665082524,0.0005729123314157072
2.17439032016008,0.0,0.029540038064032024,0.0006428823406703355
2.1796298149074538,0.0,0.03266495860555291,0.000694955138319159
2.1848693096548275,0.0,0.04104659442071052,0.0006583432456228106
2.1901088044022012,0.0,0.049428230235868134,0.0006217313529264624
2.195348299149575,0.0,0.05780986605102574,0.000585119460230114
2.2005877938969487,0.0,0.06619150186618336,0.0005485075675337657
2.2058272886443224,0.0,0.07457313768134097,0.0005118956748374173
2.211066783391696,0.0,0.08295477349649857,0.0004752837821410691
2.21630627813907,0.0,0.0913364093116562,0.00043867188944472074
2.221545772886443,0.0,0.09971804512681309,0.00040205999674837554
2.226785267633817,0.0,0.10809968094197071,0.00036544810405202724
2.2320247623811906,0.0,0.11842305821610748,0.0003528597481240587
2.2372642571285644,0.0,0.13993613203351646,0.0004787121125562764
2.242503751875938,0.0,0.16144920585092543,0.0006045644769884941
2.247743246623312,0.0,0.1829622796683344,0.0007304168414207118
2.2529827413706855,0.0,0.2044753534857434,0.0008562692058529294
2.2582222361180593,0.0,0.22598842730315236,0.000982121570285147
2.263461730865433,0.0,0.24750150112056135,0.0011079739347173649
2.2687012256128067,0.0,0.2690145749379703,0.0012338262991495826
2.27394072036018,0.0,0.2905276487553775,0.0013596786635817898
2.2791802151075538,0.0,0.3120407225727865,0.0014855310280140074
2.2844197098549275,0.0,0.3354387303799405,0.001590503510255127
2.289659204602301,0.0,0.3716986407053533,0.001553001502251125
2.294898699349675,0.0,0.40795855103076617,0.0015154994942471228
2.3001381940970487,0.0,0.44421846135617904,0.0014779974862431206
2.3053776888444224,0.0,0.4804783716815919,0.0014404954782391184
2.310617183591796,0.0,0.5167382820070048,0.0014029934702351164
2.31585667833917,0.0,0.5529981923324175,0.0013654914622311142
2.3210961730865436,0.0,0.5892581026578304,0.001327989454227112
2.3263356678339173,0.0,0.6255180129832433,0.0012904874462231098
2.3315751625812906,0.0,0.661777923308653,0.0012529854382191108
2.3368146573286643,3.136569284641464e-06,0.6999584820237602,0.0012315010807903918
2.342054152076038,3.224101450725313e-05,0.754040222755877,0.0013426279699849906
2.347293646823412,6.13454597298648e-05,0.8081219634879937,0.0014537548591795893
2.3525331415707855,9.044990495247648e-05,0.8622037042201105,0.001564881748374188
2.3577726363181593,0.00011955435017508815,0.9162854449522273,0.0016760086375687867
2.363012131065533,0.00014865879539769982,0.970367185684344,0.0017871355267633855
2.3682516258129067,0.0001777632406203115,1.0244489264164607,0.0018982624159579842
2.3734911205602804,0.00020686768584292315,1.0785306671485775,0.0020093893051525828
2.378730615307654,0.00023597213106553482,1.1326124078806943,0.002120516194347182
2.3839701100550275,0.00026507657628814404,1.1866941486128064,0.002231643083541771
2.389209604802401,0.0002915193756878439,1.2416864466310662,0.002356596994997502
2.394449099549775,0.0002902810585292646,1.3061485404252136,0.0026253519379689887
2.3996885942971486,0.0002890427413706853,1.370610634219361,0.0028941068809404755
2.4049280890445224,0.00028780442421210605,1.4350727280135083,0.0031628618239119624
2.410167583791896,0.0002865661070535267,1.4995348218076556,0.0034316167668834493
2.41540707853927,0.00028532778989494745,1.563996915601803,0.003700371709854936
2.4206465732866436,0.00028408947273636813,1.6284590093959503,0.003969126652826423
2.4258860680340173,0.00028285115557778886,1.6929211031900977,0.00423788159579791
2.431125562781391,0.00028161283841920953,1.7573831969842448,0.004506636538769397
2.4363650575287643,0.00028037452126063037,1.8218452907783869,0.004775391481740861
2.441604552276138,0.0002791414447223612,1.8864163548234096,0.0050444242653826825
2.4468440470235118,0.0002779805722861431,1.9524887867693834,0.005317285076038014
2.4520835417708855,0.00027681969984992495,2.0185612187153574,0.005590145886693345
2.4573230365182592,0.00027565882741370685,2.084633650661331,0.005863006697348676
2.462562531265633,0.0002744979549774887,2.150706082607305,0.006135867508004007
2.4678020260130067,0.0002733370825412706,2.216778514553279,0.006408728318659338
2.4730415207603804,0.00027217621010505245,2.2828509464992526,0.006681589129314669
2.478281015507754,0.00027101533766883435,2.3489233784452264,0.00695444993997
2.483520510255128,0.0002698544652326162,2.4149958103912,0.007227310750625332
2.4887600050025016,0.0002686935927963981,2.481068242337174,0.0075001715612806625
2.493999499749875,0.00026631632116058007,2.5464623592608806,0.0077768306468234145
2.4992389944972486,0.00023961106553276602,2.59829017573937,0.008129455230115061
2.5044784892446224,0.00021290580990495202,2.6501179922178597,0.008482079813406708
2.509717983991996,0.000186200554277138,2.7019458086963493,0.008834704396698357
2.51495747873937,0.00015949529864932397,2.753773625174839,0.009187328979990004
2.5201969734867435,0.00013279004302150997,2.8056014416533284,0.00953995356328165
2.5254364682341173,0.00010608478739369595,2.8574292581318175,0.009892578146573298
2.530675962981491,7.937953176588193e-05,2.909257074610307,0.010245202729864945
2.5359154577288647,5.26742761380679e-05,2.9610848910887966,0.010597827313156592
2.5411549524762385,2.5969020510253904e-05,3.012912707567286,0.01095045189644824
2.5463944472236117,1.3558889444705085e-06,3.064257819464981,0.011325331537768843
2.5516339419709855,5.05376788394186e-05,3.098576624331165,0.012485207771385667
2.556873436718359,9.97194687343667e-05,3.1328954291973483,0.01364508400500249
2.562112931465733,0.00014890125862931477,3.167214234063532,0.014804960238619312
2.5673524262131067,0.00019808304852426286,3.2015330389297154,0.015964836472236135
2.5725919209604804,0.000247264838419211,3.2358518437958987,0.01712471270585296
2.577831415707854,0.00029644662831415907,3.2701706486620825,0.01828458893946978
2.583070910455228,0.00034562841820910716,3.304489453528266,0.0194444651730866
2.5883104052026016,0.00039481020810405525,3.3388082583944496,0.020604341406703426
2.5935498999499753,0.00044399199799900334,3.373127063260633,0.02176421764032025
2.598789394697349,0.0004931447881440761,3.407305822569536,0.02292482448049036
2.6040288894447223,0.0005384696113056533,3.422998568317659,0.024181871385692857
2.609268384192096,0.0005837944344672342,3.438691314065783,0.025438918290895465
2.61450787893947,0.0006291192576288152,3.4543840598139073,0.02669596519609807
2.6197473736868435,0.0006744440807903962,3.4700768055620315,0.027953012101300675
2.6249868684342172,0.0007197689039519772,3.485769551310155,0.029210059006503284
2.630226363181591,0.0007650937271135581,3.5014622970582794,0.03046710591170589
2.6354658579289647,0.0008104185502751391,3.5171550428064036,0.0317241528169085
2.6407053526763384,0.0008557433734367201,3.5328477885545277,0.0329811997221111
2.645944847423712,0.0009010681965983011,3.548540534302652,0.03423824662731371
2.651184342171086,0.000946393019759882,3.564233280050776,0.03549529353251631
2.656423836918459,0.0009209387683841927,3.5619784294932466,0.03683463233416705
2.661663331665833,0.0008945863054027017,3.5594958175612805,0.038175015449224595
2.6669028264132066,0.0008682338424212106,3.5570132056293144,0.03951539856428214
2.6721423211605804,0.0008418813794397195,3.5545305936973484,0.04085578167933968
2.677381815907954,0.0008155289164582285,3.5520479817653827,0.04219616479439723
2.682621310655328,0.0007891764534767373,3.5495653698334166,0.04353654790945478
2.6878608054027016,0.0007628239904952463,3.5470827579014506,0.04487693102451232
2.6931003001500753,0.0007364715275137552,3.5446001459694845,0.046217314139569865
2.698339794897449,0.0007101190645322641,3.542117534037519,0.04755769725462741
2.7035792896448227,0.0006837666015507731,3.5396349221055528,0.04889808036968496
2.7088187843921965,0.0009342036548274377,3.5273303166643313,0.05100521579639839
2.7140582791395698,0.0011939626348174115,3.514694918695598,0.05313817448749377
2.7192977738869435,0.001453721614807408,3.5020595207268634,0.055271133178589324
2.724537268634317,0.001713480594797404,3.4894241227581286,0.057404091869684884
2.729776763381691,0.0019732395747874,3.4767887247893943,0.059537050560780444
2.7350162581290647,0.002232998554777396,3.46415332682066,0.061670009251876
2.7402557528764384,0.0024927575347673922,3.4515179288519255,0.06380296794297155
2.745495247623812,0.002752516514757388,3.438882530883191,0.06593592663406711
2.750734742371186,0.003012275494747384,3.4262471329144564,0.06806888532516267
2.7559742371185596,0.00327203447473738,3.413611734945722,0.07020184401625823
2.7612137318659333,0.0036331817908954686,3.38986279944322,0.07333861943171605
2.7664532266133066,0.003999961792396193,3.3654964451888447,0.07653116244297144
2.7716927213606803,0.004366741793896948,3.3411300909344672,0.0797237054542271
2.776932216108054,0.004733521795397703,3.3167637366800897,0.08291624846548278
2.782171710855428,0.005100301796898458,3.2923973824257122,0.08610879147673844
2.7874112056028015,0.0054670817983992126,3.2680310281713347,0.0893013344879941
2.7926507003501753,0.0058338617998999675,3.2436646739169572,0.09249387749924977
2.797890195097549,0.0062006418014007225,3.2192983196625797,0.09568642051050544
2.8031296898449227,0.0065674218029014774,3.1949319654082027,0.0988789635217611
2.8083691845922965,0.006934201804402232,3.170565611153825,0.10207150653301678
2.81360867933967,0.007050305972986502,3.144023381574285,0.10547704682791426
2.818848174087044,0.0071467625762881536,3.1173106104152053,0.10889928150450257
2.824087668834417,0.0072432191795897966,3.090597839256128,0.11232151618109058
2.829327163581791,0.007339675782891447,3.063885068097048,0.11574375085767889
