Salt Composition,PDF Source,Melting Temp (K),Min Measured Temp (K),KTM at Melt Temp (W/m-K),"KTM, Mix Data at Melt Temp (W/m-K)",PGM at Melt Temp (W/m-K),"PGM, Mix Data at Melt Temp (W/m-K)",SCM at Melt Temp (W/m-K),"SCM, Mix Data at Melt Temp (W/m-K)",Ideal at Melt Temp (W/m-K),KTM at Min Meas Temp (W/m-K),"KTM, Mix Data at Min Meas Temp (W/m-K)",PGM at Min Meas Temp (W/m-K),"PGM, Mix Data at Min Meas Temp (W/m-K)",SCM at Min Meas Temp (W/m-K),"SCM, Mix Data at Min Meas Temp (W/m-K)",Ideal at Min Meas Temp (W/m-K),TC Experimental (W/m-K),TC Experimental at Min Temp (W/m-K),Exp. Reference,TC MSTDB (W/m-K),MSTDB Reference,GECM c_m (J/kg-K),GECM c' (J/kg-K²),GECM_Mix c_m (J/kg-K),GECM_Mix c' (J/kg-K²),GECM v_m (m/s),GECM v' (m/s/K),GECM_Mix v_m (m/s),GECM_Mix v' (m/s/K)
0.64NaCl-0.36UCl3,"Andersson, 2022",784.15,802.0,0.11344972549514666,0.11450548131969904,0.3033262513678493,0.26636049160567415,0.30420105758759763,0.2671286869521075,,0.11217629998084748,0.11363429921661732,0.30060548666651393,0.264175735820827,0.30147244608146884,0.2649376302357036,,0.23481755332610413,0.23810119189212942,"63NaCl-37UCl3 (Termini, 2024),65.8NaCl-34.2UCl3 (Rose, 2023)",,,,,,,,,,
NaCl,"Lu, 2021",1073.8,1087.31808731808,0.4868128814214467,,0.3101707534064545,,0.49539858968630474,,,0.48256121093218857,,0.3066451024358436,,0.4897674897215766,,,0.4910425958710354,0.48678483778454273,"NaCl (Harada, 1992),NaCl (Nagasaka 1992)",,,,,,,,,,
0.63NaCl-0.37UCl3,"Andersson, 2022",784.15,802.0,0.1147648503590734,0.11504792739260027,0.30241049727157204,0.26527106355929625,0.3029784640199351,0.2657692775590215,,0.11347164639334985,0.11417382363914862,0.29972367650248105,0.26311672756840937,0.3002865970475231,0.2636108954413677,,0.24299184358035594,0.2392625771449527,"63NaCl-37UCl3 (Termini, 2024)",,,,,,,,,,
KCl,"Walz, 2019",1042.7,1052.16387766878,0.37423569928907074,,0.2618683483575507,,0.40726520768166563,,,0.371160019708363,,0.2592678344569153,,0.4032208134642504,,,0.3674982151291514,0.365931545208152,"KCl (Harada, 1992),KCl (Nagasaka, 1992)",,,,,,,,,,
0.658NaCl-0.342UCl3,"Andersson, 2022",784.15,869.15,0.11122798349540805,0.1136955433625893,0.30506451248343225,0.2684169212898314,0.30649744688981095,0.2696777163873645,,0.10507379413863374,0.10939072882657119,0.29123914308763177,0.2572678591180653,0.2926071376315307,0.2584762853751367,,0.2266432630718523,0.2756744229168704,"65.8NaCl-34.2UCl3 (Rose, 2023)",,,,,,,,,,
MgCl2,"Roy, 2021",987.0,986.86210640608,0.4382922031013544,,0.2886105780414558,,0.517711480096,,,0.4382922031013544,,0.2886105780414558,,0.517711480096,,,0.543906857813548,0.5436619718309852,"MgCl2 (Filatov, 2005)",,,,,,,,,,
0.5454LiF-0.3636NaF-0.091UF4,"Grizzi, 2024",923.0,,0.1897450600230591,0.1897450600230591,0.5821484602605648,0.5821484602605648,0.5807189615089813,0.5807189615089813,,,,,,,,,,,,,,,,,,,,,
CaCl2,"Bu, 2021",1045.0,1070.0,0.44873599331705166,,0.3731108996127813,,0.6309252200580301,,,0.44419109262830697,,0.3711639259579812,,0.6276329153226905,,,0.971442614285718,1.175001685714288,"CaCl2 (Janz, 1978)",,,,,,,,,,
SrCl2,"McGreevy, 1987",1146.0,,0.3835117079037486,,0.33599408249358725,,0.5151823112572828,,,,,,,,,,,,,,,,,,,,,,
0.85KCl-0.15UCl3,"Andersson, 2024",873.15,,0.12492606780944676,0.12944969965434805,0.2805879501305135,0.2900961955613033,0.3310318331650161,0.34224946355033087,,,,,,,,,,,,,,,,,,,,,
0.6LiF-0.4NaF,"Grizzi, 2024",930.0,933.1,1.0140564520567226,1.1663014868299586,0.7911222629013577,0.7210339254521472,0.8247705605699552,0.7517012006515512,,1.0127447250831219,1.1646212121188002,0.7896428582151883,0.7198763887049283,0.8232282333096316,0.750494431133547,,0.867137392379166,0.8654494501747503,"0.6LiF-0.4NaF (Ruth, 2023)",,,,,,,,,,
0.75KCl-0.25UCl3,"Andersson, 2024",873.15,,0.1146853763103583,0.12074791748051714,0.27358605458499985,0.2654387097043909,0.28912046275454995,0.280510505914185,,,,,,,,,,,,,,,,,,,,,
0.5LiF-0.5BeF2,"Sun, 2024",654.0,,0.985322437731337,1.042735929809302,0.7027071670073798,0.73244829805017,0.7337402853801392,0.7647948512127314,,,,,,,,,,,,,,,,,,,,,
0.65KCl-0.35UCl3,"Andersson, 2024",873.15,,0.12194948557494778,0.13078221266190232,0.26985069875408574,0.24660634410284515,0.26926830494760345,0.24607411643729585,,,,,,,,,,,,,,,,,,,,,
0.66LiF-0.34BeF2,"Yin, 2025",713.15,742.0,1.002661371716169,1.460407957398056,0.7786966749614952,1.1262574064430007,0.8395872197757529,1.214325622584797,,0.9962403099693294,1.4491395923518684,0.7725160553261031,1.1079629318986446,0.832923303743972,1.194600603185281,,1.1000358441053206,1.1034852938728432,"0.66LiF-0.34BeF2 (Redkin, 2022),0.66LiF-0.34BeF2 (Kato, 1983),0.66LiF-0.34BeF2 (Bobrova, 2023)",,,,,,,,,,
0.5KCl-0.5UCl3,"Andersson, 2024",873.15,,0.14479506547706872,0.15977170812800257,0.26763565239797693,0.2469151868382273,0.2625983670832008,0.2422678902859507,,,,,,,,,,,,,,,,,,,,,
0.625LiF-0.3125BeF2-0.0625ThF4,"Yin, 2025",713.15,742.0,0.2517245896691438,0.2517245896691438,0.648509547887137,0.648509547887137,0.6774153384681358,0.6774153384681358,,0.24924168353532342,0.24924168353532342,0.6438091765447241,0.6438091765447241,0.6725054591082706,0.6725054591082706,,1.1000358441053206,1.1034852938728432,"0.66LiF-0.34BeF2 (Redkin, 2022),0.66LiF-0.34BeF2 (Kato, 1983),0.66LiF-0.34BeF2 (Bobrova, 2023)",,,,,,,,,,
0.78NaF-0.22UF4,"900K-AIMD-Zhang, 2026",900.0,,0.13871666990853673,0.14695911155102503,0.4555946793194659,0.45260669107066015,0.5370240933294703,0.5335020555335266,,,,,,,,,,,,,,,,,,,,,
0.6LiF-0.3BeF2-0.1ThF4,"Yin, 2025",713.15,742.0,0.1618521265743302,0.1618521265743302,0.5990950516566959,0.5990950516566959,0.6137695554749751,0.6137695554749751,,0.1600255584977196,0.1600255584977196,0.5949929291091964,0.5949929291091964,0.6095669536916352,0.6095669536916352,,1.1000358441053206,1.1034852938728432,"0.66LiF-0.34BeF2 (Redkin, 2022),0.66LiF-0.34BeF2 (Kato, 1983),0.66LiF-0.34BeF2 (Bobrova, 2023)",,,,,,,,,,
0.78NaF-0.22UF4,"900K-CMD-Zhang, 2026",900.0,,0.13871666990853673,0.14695911155102503,0.4555946793194659,0.45260669107066015,0.5510360927637862,0.5474221581754687,,,,,,,,,,,,,,,,,,,,,
0.5455LiF-0.2727BeF2-0.1818ThF4,"Yin, 2025",713.15,742.0,0.11031325669361199,0.11031325669361199,0.5285106276185557,0.5285106276185557,0.5247454225213112,0.5247454225213113,,0.10912229569884432,0.10912229569884432,0.5252638412568666,0.5252638412568666,0.5215217668516459,0.5215217668516459,,1.1000358441053206,1.1034852938728432,"0.66LiF-0.34BeF2 (Redkin, 2022),0.66LiF-0.34BeF2 (Kato, 1983),0.66LiF-0.34BeF2 (Bobrova, 2023)",,,,,,,,,,
0.78NaF-0.22UF4,"1000K-CMD-Zhang, 2026",1000.0,,0.13622346444551395,0.14235925359507492,0.43771664947837763,0.43567093471726126,0.5248491132677322,0.5223961757803185,,,,,,,,,,,,,,,,,,,,,
0.5LiCl-0.5KCl,"Jiang, 2016",738.0,,0.43721954149500714,0.4602809141894981,0.3767843088579645,0.3827751812680511,0.352281554272545,0.3578828327612132,,,,,,,,,,,,,,,,,,,,,
0.78NaF-0.22UF4,"1100K-CMD-Zhang, 2026",1100.0,,0.13359119759614288,0.13767445635437733,0.4192206393987886,0.4181574977136231,0.4974791678417939,0.49621756287503344,,,,,,,,,,,,,,,,,,,,,
0.78NaF-0.22UF4,"1200K-CMD-Zhang, 2026",1200.0,,0.13080790112767204,0.1328990175151871,0.4001135879471331,0.4000670215286084,0.46600774905836334,0.4659535136798806,,,,,,,,,,,,,,,,,,,,,
0.637LiCl-0.363KCl,"Jiang, 2016",665.15,761.045324622294,0.4768359179170598,0.5107590657998056,0.4133420704803493,0.4326899591495579,0.4246736673764959,0.4445519701768773,,0.44853370833400447,0.48098636612004775,0.3851719185285836,0.40266146772632033,0.3957312427014392,0.41370026044486197,,0.6250565413644549,0.5834274935842585,"0.582LiCl-0.418KCl (Merritt, 2022)",,,,,,,,,,
0.5NaCl-0.5KCl,"Manga, 2013",930.0,933.497536945812,0.41485046880626714,0.42530953176926817,0.31329500700567714,0.31145037356249505,0.30064090717952596,0.29887077915523247,,0.4140438815525791,0.42448260912365987,0.3125692131649505,0.31072606308942907,0.2999444284172665,0.2981757238468718,,0.4478036572080714,0.44602244689130427,"0.51NaCl-0.49KCl (Ruth, 2024),0.44NaCl-0.56KCl (Birri, 2023),0.44NaCl-0.56KCl (Birri, 2022)",,,,,,,,,,
0.57NaF-0.16KF-0.27UF4,"900K-AIMD-Zhang, 2026",900.0,,0.14497995767239324,0.17152033296366315,0.41308390305922277,0.48823329110241354,0.4257863593104666,0.5032466140004982,,,,,,,,,,,,,,,,,,,,,
0.7LiCl-0.3CaCl2,"Liang, 2024",771.15,,0.41872534571375514,0.41872534571375514,0.41213211347363643,0.41213211347363643,0.47432927628669275,0.47432927628669275,,,,,,,,,,,,,,,,,,,,,
0.57NaF-0.16KF-0.27UF4,"1000K-AIMD-Zhang, 2026",1000.0,,0.14274412078756735,0.16860602631844362,0.3966906476572342,0.47816475666958264,0.4041244882712326,0.4871253928965914,,,,,,,,,,,,,,,,,,,,,
0.4903NaCl-0.5097CaCl2,"Wei, 2022",779.15,822.882352941176,0.40278115588343594,0.4160726530007537,0.3906653158491355,0.4344672342845252,0.45874000891923394,0.5101745531148336,,0.394298040331997,0.40780755633012294,0.3831424242982391,0.42673496439027175,0.44990622921791706,0.5010949102175728,,0.5807362238640497,0.5719415161848511,"0.52NaCl-0.48CaCl2 (Tian, 2021)",,,,,,,,,,
0.57NaF-0.16KF-0.27UF4,"1100K-AIMD-Zhang, 2026",1100.0,,0.14037739033330748,0.16554557882160445,0.3796854701084716,0.4670685861000235,0.38775094970972745,0.4769903040749067,,,,,,,,,,,,,,,,,,,,,
0.718KCl-0.282CaCl2,"Wei, 2022",921.15,,0.3345812714954816,0.3507127815730753,0.31245402733677813,0.32276104306643894,0.4173285236979666,0.4310950662349742,,,,,,,,,,,,,,,,,,,,,
0.57NaF-0.16KF-0.27UF4,"1200K-AIMD-Zhang, 2026",1200.0,,0.13786792526326105,0.16232579991508997,0.3620721477075141,0.45488165696058,0.367699046476435,0.4619508917850819,,,,,,,,,,,,,,,,,,,,,
0.465LiF-0.115NaF-0.42KF,"Frandsen, 2020",735.0,742.4,0.6954625977751683,1.006077083302719,0.6500546866000222,0.8357361202311185,0.633960214119495,0.8150444272623414,,0.6932471590204883,1.0024226581072915,0.6475537588116098,0.832851594666122,0.6315212059115367,0.812231318638538,,0.7937036328163842,0.7927207201058781,"0.465LiF-0.115NaF-0.42KF (Merritt, 2022),0.465LiF-0.115NaF-0.42KF (Gallagher, 2022),0.465LiF-0.115NaF-0.42KF (Rudenko, 2022),0.465LiF-0.115NaF-0.42KF (Robertson, 2022)",,,,,,,,,,
0.63NaCl-0.37UCl3,"AIMD-Zhang, 2026",784.15,,0.1147648503590734,0.11504792739260027,0.30241049727157204,0.26527106355929625,0.30861128715420694,0.27071032622350566,,,,,,,,,,,,,,,,,,,,,
0.345NaF-0.065MgF2-0.59KF,"Solano, 2021",958.0,993.013777267508,0.5719713496256217,0.6001857784163409,0.4860451966846825,0.4965828720323219,0.49188569039185787,0.5025499902323962,,0.5602206429770339,0.5879704421299313,0.47407464738103694,0.48425507326320044,0.4797712986670626,0.490074056204197,,0.7660203847258095,0.7501923076923067,"0.345NaF-0.59KF-0.065MgF2 (Rudenko, 2024)",,,,,,,,,,
0.33NaCl-0.45MgCl2-0.22KCl,"Jiang, 2024",658.15,,0.41559975663886983,0.43605807744864605,0.35068436878095227,0.37157237009742017,0.3330793611967394,0.3529187459955286,,,,,,,,,,,,,,,,,,,,,
0.21NaCl-0.38MgCl2-0.41KCl,"Jiang, 2024",660.15,,0.39371452147509395,0.4157652821440184,0.3497674801017636,0.37739704098006355,0.33941165845412286,0.3662231707117361,,,,,,,,,,,,,,,,,,,,,
0.417NaCl-0.058KCl-0.525CaCl2,"Wei, 2022",769.45,,0.41953086848518517,0.41953086848518517,0.3880289669632623,0.3880289669632623,0.44105133609615715,0.44105133609615715,,,,,,,,,,,,,,,,,,,,,
0.535NaCl-0.315MgCl2-0.15CaCl2,"Wei, 2022",829.0,849.270664505672,0.3928247447673414,0.4063102412805585,0.34861941472984126,0.3629205712651791,0.3201079283430534,0.33323947924931707,,0.3887495036182625,0.4021760725090793,0.34520818206165904,0.3602695426840508,0.3169756798899541,0.33080526236056224,,0.4675492606988933,0.4556438456374395,"0.535NaCl-0.315MgCl2-0.15CaCl2 (Rong, 2015)",,,,,,,,,,
ThF4,"Dai, 2015",1384.0,,0.35954645742190977,0.35954645742190977,0.3497088313625903,0.3497088313625903,0.649845280453879,0.6498452804538791,,,,,,,,,,,,,,,,,,,,,
UF4,"Ocadiz-Flores, 2021",1309.0,,0.2872284311941259,0.2872284311941259,0.2860330899577961,0.2860330899577961,0.540656654388605,0.540656654388605,,,,,,,,,,,,,,,,,,,,,
0.64NaCl-0.36UCl3,"Andersson, 2022",784.15,802.0,0.11344972549514666,0.11450548131969904,0.3033262513678493,0.26636049160567415,0.30420105758759763,0.2671286869521075,,0.11217629998084748,0.1131967709092802,0.30060548666651393,0.264175735820827,0.30147244608146884,0.2649376302357036,,0.23481755332610413,0.23810119189212942,"63NaCl-37UCl3 (Termini, 2024),65.8NaCl-34.2UCl3 (Rose, 2023)",,,,,,,,,,
0.63NaCl-0.37UCl3,"Andersson, 2022",784.15,802.0,0.1147648503590734,0.11504792739260027,0.30241049727157204,0.26527106355929625,0.3029784640199351,0.2657692775590215,,0.11347164639334985,0.11373447206101127,0.29972367650248105,0.26311672756840937,0.3002865970475231,0.2636108954413677,,0.24299184358035594,0.2392625771449527,"63NaCl-37UCl3 (Termini, 2024)",,,,,,,,,,
0.658NaCl-0.342UCl3,"Andersson, 2022",784.15,869.15,0.11122798349540805,0.1136955433625893,0.30506451248343225,0.2684169212898314,0.30649744688981095,0.2696777163873645,,0.10507379413863374,0.10722932350288353,0.29123914308763177,0.2572678591180653,0.2926071376315307,0.2584762853751367,,0.2266432630718523,0.2756744229168704,"65.8NaCl-34.2UCl3 (Rose, 2023)",,,,,,,,,,
0.5454LiF-0.3636NaF-0.091UF4,"Grizzi, 2024",923.0,,0.1897450600230591,0.1897450600230591,0.5821484602605648,0.5821484602605648,0.5807189615089813,0.5807189615089813,,,,,,,,,,,,,,,,,,,,,
0.85KCl-0.15UCl3,"Andersson, 2024",873.15,,0.12492606780944676,0.12944969965434805,0.2805879501305135,0.2900961955613033,0.3310318331650161,0.34224946355033087,,,,,,,,,,,,,,,,,,,,,
0.75KCl-0.25UCl3,"Andersson, 2024",873.15,,0.1146853763103583,0.12074791748051714,0.27358605458499985,0.2654387097043909,0.28912046275454995,0.280510505914185,,,,,,,,,,,,,,,,,,,,,
0.65KCl-0.35UCl3,"Andersson, 2024",873.15,,0.12194948557494778,0.13078221266190232,0.26985069875408574,0.24660634410284515,0.26926830494760345,0.24607411643729585,,,,,,,,,,,,,,,,,,,,,
0.5KCl-0.5UCl3,"Andersson, 2024",873.15,,0.14479506547706872,0.15977170812800257,0.26763565239797693,0.2469151868382273,0.2625983670832008,0.2422678902859507,,,,,,,,,,,,,,,,,,,,,
0.78NaF-0.22UF4,"900K-AIMD-Zhang, 2026",900.0,,0.13871666990853673,0.14695911155102503,0.4555946793194659,0.45260669107066015,0.5370240933294703,0.5335020555335266,,,,,,,,,,,,,,,,,,,,,
0.78NaF-0.22UF4,"900K-CMD-Zhang, 2026",900.0,,0.13871666990853673,0.14695911155102503,0.4555946793194659,0.45260669107066015,0.5510360927637862,0.5474221581754687,,,,,,,,,,,,,,,,,,,,,
0.78NaF-0.22UF4,"1000K-CMD-Zhang, 2026",1000.0,,0.13622346444551395,0.14235925359507492,0.43771664947837763,0.43567093471726126,0.5248491132677322,0.5223961757803185,,,,,,,,,,,,,,,,,,,,,
0.78NaF-0.22UF4,"1100K-CMD-Zhang, 2026",1100.0,,0.13359119759614288,0.13767445635437733,0.4192206393987886,0.4181574977136231,0.4974791678417939,0.49621756287503344,,,,,,,,,,,,,,,,,,,,,
0.78NaF-0.22UF4,"1200K-CMD-Zhang, 2026",1200.0,,0.13080790112767204,0.1328990175151871,0.4001135879471331,0.4000670215286084,0.46600774905836334,0.4659535136798806,,,,,,,,,,,,,,,,,,,,,
0.57NaF-0.16KF-0.27UF4,"900K-AIMD-Zhang, 2026",900.0,,0.14497995767239324,0.17152033296366315,0.41308390305922277,0.48823329110241354,0.4257863593104666,0.5032466140004982,,,,,,,,,,,,,,,,,,,,,
0.57NaF-0.16KF-0.27UF4,"1000K-AIMD-Zhang, 2026",1000.0,,0.14274412078756735,0.16860602631844362,0.3966906476572342,0.47816475666958264,0.4041244882712326,0.4871253928965914,,,,,,,,,,,,,,,,,,,,,
0.57NaF-0.16KF-0.27UF4,"1100K-AIMD-Zhang, 2026",1100.0,,0.14037739033330748,0.16554557882160445,0.3796854701084716,0.4670685861000235,0.38775094970972745,0.4769903040749067,,,,,,,,,,,,,,,,,,,,,
0.57NaF-0.16KF-0.27UF4,"1200K-AIMD-Zhang, 2026",1200.0,,0.13786792526326105,0.16232579991508997,0.3620721477075141,0.45488165696058,0.367699046476435,0.4619508917850819,,,,,,,,,,,,,,,,,,,,,
0.63NaCl-0.37UCl3,"AIMD-Zhang, 2026",784.15,,0.1147648503590734,0.11504792739260027,0.30241049727157204,0.26527106355929625,0.30861128715420694,0.27071032622350566,,,,,,,,,,,,,,,,,,,,,
0.66LiF-0.34BeF2,"Yin, 2025",713.15,742.0,1.002661371716169,1.460407957398056,0.7786966749614952,1.1262574064430007,0.8395872197757529,1.214325622584797,,0.9962403099693294,1.4491395923518684,0.7725160553261031,1.1079629318986446,0.832923303743972,1.194600603185281,,1.1000358441053206,1.1034852938728432,"0.66LiF-0.34BeF2 (Redkin, 2022),0.66LiF-0.34BeF2 (Kato, 1983),0.66LiF-0.34BeF2 (Bobrova, 2023)",,,,,,,,,,
0.66LiF-0.34BeF2,"Yin, 2025",713.15,742.0,1.002661371716169,1.460407957398056,0.7786966749614952,1.1262574064430007,0.8395872197757529,1.214325622584797,,0.9962403099693294,1.4533535712786863,0.7725160553261031,1.1079629318986446,0.832923303743972,1.194600603185281,,1.1000358441053206,1.1034852938728432,"0.66LiF-0.34BeF2 (Redkin, 2022),0.66LiF-0.34BeF2 (Kato, 1983),0.66LiF-0.34BeF2 (Bobrova, 2023)",,,,,,,,,,
0.66LiF-0.34BeF2,"Yin, 2025",713.15,742.0,1.002661371716169,1.460407957398056,0.7786966749614952,1.1262574064430007,0.8395872197757529,1.214325622584797,,0.9962403099693294,1.4533535712786863,0.7725160553261031,1.1079629318986446,0.832923303743972,1.194600603185281,,1.1000358441053206,1.1034852938728432,"0.66LiF-0.34BeF2 (Redkin, 2022),0.66LiF-0.34BeF2 (Kato, 1983),0.66LiF-0.34BeF2 (Bobrova, 2023)",,,,,,,,,,
