Frequency_cm-1,J_L_q1_mag0.303,J_L_q2_mag0.606,J_L_q3_mag0.909,J_L_q4_mag1.212,J_L_q5_mag1.515
0.0,0.08807463190223401,0.07726111309563849,0.03455325948546015,0.028999094531166007,0.025378413563088165
0.4761564650144037,0.24747574198234723,0.18943376920952493,0.15444011825930373,0.05365337548837873,0.04802698937550682
0.9523129300288073,0.6590124531649922,0.26184168420528325,0.4246518055211963,0.08799580600498268,0.14304627076706966
1.4284693950432108,0.6473987651412956,0.26322266443323655,0.47718322832120275,0.138119543865931,0.2175773792863985
1.9046258600576147,0.3539490935242878,0.2955876259767123,0.2743814724561696,0.27126290354898136,0.19946422921592458
2.3807823250720186,1.060708223392264,0.18171626664306664,0.382588097379638,0.22358744183477372,0.14230417495667622
2.8569387900864216,1.6810681565294354,0.33812839032041175,0.35260073655138774,0.3097434597996706,0.1763837905755532
3.3330952551008255,1.2501252669701237,0.5262575262193712,0.33798318082115797,0.3990299498839111,0.17378311367765134
3.8092517201152294,1.9321372504771892,0.40596897033144924,0.32188997445783923,0.4019696831143648,0.12535267599580865
4.285408185129633,1.7417587910134262,0.3305136736584813,0.12493335550692525,0.3881951906594637,0.21867152916386287
4.761564650144037,1.6633649927506486,0.333735893200423,0.2265768441530361,0.3091606610168984,0.3523118874016599
5.23772111515844,1.293576587683303,0.5843983667567546,0.3021104953935582,0.2943268074364204,0.4931309118059179
5.713877580172843,1.3828503757274853,0.7993282615447729,0.3945229384981391,0.4625606401702422,0.43982448306528893
6.1900340451872475,1.2425139056589176,1.1119702237339886,0.4338426011571667,0.368292094682861,0.5805701752145938
6.666190510201651,1.3688500552914544,1.125170626545547,0.6740894076540389,0.3803890628368603,0.3383411102064086
7.142346975216055,2.8267548870676227,0.7238634950531216,0.7566010771408959,0.43609682156472046,0.3256698723193703
7.618503440230459,2.521341032941103,0.8618944776110741,0.34496426716689393,0.4698707416477435,0.2807081369784255
8.094659905244862,1.9724402296048928,0.8575626105011126,0.26693539489666224,0.5181608201979429,0.3859490297265946
8.570816370259266,2.1971413196688085,1.2010715857939958,0.3800409102129687,0.3482435888772531,0.14903060210880875
9.04697283527367,1.8338835341877278,1.3170231269243322,0.8339980523953822,0.5317293476851982,0.3975777986733499
