Cl-Cl		K-Cl		K-K	
1.496250000	0.000000000	1.496250000	0.000000000	1.496250000	0.000000000
1.548750000	0.000000000	1.548750000	0.000000000	1.548750000	0.000000000
1.601250000	0.000000000	1.601250000	0.000000000	1.601250000	0.000000000
1.653750000	0.000000000	1.653750000	0.000000000	1.653750000	0.000000000
1.706250000	0.000000000	1.706250000	0.000000000	1.706250000	0.000000000
1.758750000	0.000000000	1.758750000	0.000000000	1.758750000	0.000000000
1.811250000	0.000000000	1.811250000	0.000000000	1.811250000	0.000000000
1.863750000	0.000000000	1.863750000	0.000000000	1.863750000	0.000000000
1.916250000	0.000000000	1.916250000	0.000000000	1.916250000	0.000000000
1.968750000	0.000000000	1.968750000	0.000000000	1.968750000	0.000000000
2.021250000	0.000000000	2.021250000	0.000000000	2.021250000	0.000000000
2.073750000	0.000000000	2.073750000	0.000000000	2.073750000	0.000000000
2.126250000	0.000000000	2.126250000	0.000000000	2.126250000	0.000000000
2.178750000	0.000000000	2.178750000	0.000000000	2.178750000	0.000000000
2.231250000	0.000000000	2.231250000	0.000000000	2.231250000	0.000000000
2.283750000	0.000000000	2.283750000	0.000000000	2.283750000	0.000000000
2.336250000	0.000000000	2.336250000	0.000627427	2.336250000	0.000000000
2.388750000	0.000000000	2.388750000	0.002600656	2.388750000	0.000000000
2.441250000	0.000000000	2.441250000	0.010726185	2.441250000	0.000000000
2.493750000	0.000000000	2.493750000	0.040933748	2.493750000	0.000000000
2.546250000	0.000000000	2.546250000	0.137157165	2.546250000	0.000000000
2.598750000	0.000000000	2.598750000	0.322671542	2.598750000	0.000000000
2.651250000	0.000000000	2.651250000	0.634817116	2.651250000	0.000327833
2.703750000	0.000000000	2.703750000	1.091669316	2.703750000	0.002206581
2.756250000	0.000000000	2.756250000	1.665950968	2.756250000	0.004549979
2.808750000	0.000292099	2.808750000	2.194186165	2.808750000	0.005841975
2.861250000	0.001407391	2.861250000	2.758461119	2.861250000	0.010133213
2.913750000	0.002985691	2.913750000	3.144402513	2.913750000	0.016557013
2.966250000	0.005761882	2.966250000	3.407603670	2.966250000	0.020166585
3.018750000	0.009356318	3.018750000	3.541520838	3.018750000	0.044252855
3.071250000	0.016368255	3.071250000	3.549762309	3.071250000	0.059609763
3.123750000	0.035896269	3.123750000	3.452154650	3.123750000	0.081947404
3.176250000	0.062586376	3.176250000	3.291682346	3.176250000	0.110325619
3.228750000	0.092619856	3.228750000	3.091556108	3.228750000	0.158050589
3.281250000	0.135482839	3.281250000	2.879124283	3.281250000	0.185566542
3.333750000	0.173547719	3.333750000	2.594107969	3.333750000	0.235958547
3.386250000	0.231914316	3.386250000	2.412055332	3.386250000	0.294414621
3.438750000	0.304786405	3.438750000	2.184414443	3.438750000	0.359156870
3.491250000	0.401940403	3.491250000	1.999335257	3.491250000	0.430488381
3.543750000	0.484254627	3.543750000	1.790277696	3.543750000	0.513431014
3.596250000	0.567149640	3.596250000	1.625674216	3.596250000	0.582473193
3.648750000	0.690976550	3.648750000	1.445469235	3.648750000	0.676263873
3.701250000	0.767396198	3.701250000	1.311843068	3.701250000	0.752929720
3.753750000	0.878714020	3.753750000	1.195039348	3.753750000	0.867920213
3.806250000	0.987299063	3.806250000	1.094694767	3.806250000	0.959940365
3.858750000	1.064463249	3.858750000	0.976101898	3.858750000	1.037379639
3.911250000	1.152069531	3.911250000	0.897988647	3.911250000	1.143181966
3.963750000	1.245252195	3.963750000	0.830619014	3.963750000	1.219877798
4.016250000	1.339058161	4.016250000	0.769980534	4.016250000	1.295341976
4.068750000	1.446570437	4.068750000	0.708037621	4.068750000	1.362911004
4.121250000	1.519441332	4.121250000	0.662691856	4.121250000	1.436678656
4.173750000	1.549716251	4.173750000	0.616178240	4.173750000	1.500770881
4.226250000	1.602927852	4.226250000	0.588757549	4.226250000	1.549772163
4.278750000	1.601595619	4.278750000	0.570158307	4.278750000	1.599833411
4.331250000	1.665329823	4.331250000	0.536339443	4.331250000	1.616439857
4.383750000	1.692833134	4.383750000	0.521906808	4.383750000	1.647385535
4.436250000	1.658389909	4.436250000	0.506552985	4.436250000	1.666000962
4.488750000	1.696223722	4.488750000	0.490524051	4.488750000	1.668774886
4.541250000	1.664159757	4.541250000	0.491702612	4.541250000	1.670864221
4.593750000	1.669365026	4.593750000	0.475767658	4.593750000	1.658554066
4.646250000	1.640712864	4.646250000	0.471898182	4.646250000	1.644449035
4.698750000	1.633374908	4.698750000	0.471287574	4.698750000	1.656128805
4.751250000	1.581247014	4.751250000	0.463711283	4.751250000	1.608707017
4.803750000	1.559855601	4.803750000	0.470945165	4.803750000	1.536987039
4.856250000	1.512045205	4.856250000	0.470789182	4.856250000	1.508918318
4.908750000	1.478727622	4.908750000	0.471195352	4.908750000	1.468972725
4.961250000	1.450031872	4.961250000	0.479409628	4.961250000	1.437392777
5.013750000	1.390305428	5.013750000	0.486860442	5.013750000	1.394614036
5.066250000	1.352662119	5.066250000	0.499104696	5.066250000	1.375556639
5.118750000	1.325937240	5.118750000	0.516279899	5.118750000	1.323122833
5.171250000	1.276832615	5.171250000	0.528816394	5.171250000	1.285019097
5.223750000	1.231619954	5.223750000	0.544721387	5.223750000	1.240909463
5.276250000	1.208473913	5.276250000	0.554233000	5.276250000	1.215013363
5.328750000	1.198250812	5.328750000	0.580391795	5.328750000	1.185428351
5.381250000	1.138935238	5.381250000	0.600974657	5.381250000	1.160421579
5.433750000	1.143569884	5.433750000	0.616056635	5.433750000	1.117813806
5.486250000	1.110457071	5.486250000	0.648203668	5.486250000	1.105403971
5.538750000	1.092134795	5.538750000	0.664216951	5.538750000	1.083421153
5.591250000	1.075038771	5.591250000	0.697336900	5.591250000	1.066414283
5.643750000	1.062004332	5.643750000	0.731874895	5.643750000	1.084577079
5.696250000	1.029521706	5.696250000	0.761086650	5.696250000	1.048981485
5.748750000	1.036185309	5.748750000	0.798267767	5.748750000	1.043297752
5.801250000	1.033538606	5.801250000	0.828930358	5.801250000	1.024020793
5.853750000	1.028600458	5.853750000	0.862267210	5.853750000	1.039965837
5.906250000	1.030676199	5.906250000	0.894947526	5.906250000	1.013896827
5.958750000	1.010647580	5.958750000	0.923614547	5.958750000	1.006818386
6.011250000	1.003338984	6.011250000	0.968144022	6.011250000	1.004614442
6.063750000	0.996882965	6.063750000	1.001095720	6.063750000	0.984787000
6.116250000	0.962902078	6.116250000	1.055970269	6.116250000	0.979719445
6.168750000	0.957482537	6.168750000	1.084870777	6.168750000	0.964931171
6.221250000	0.955323193	6.221250000	1.111941597	6.221250000	0.953417905
6.273750000	0.918148613	6.273750000	1.155098857	6.273750000	0.929799651
6.326250000	0.927386963	6.326250000	1.189317235	6.326250000	0.907233887
6.378750000	0.884885545	6.378750000	1.219591918	6.378750000	0.894457080
6.431250000	0.871556074	6.431250000	1.249993159	6.431250000	0.877796200
6.483750000	0.860130231	6.483750000	1.259485257	6.483750000	0.869777986
6.536250000	0.850521804	6.536250000	1.292961265	6.536250000	0.847824817
6.588750000	0.835853905	6.588750000	1.311829954	6.588750000	0.831023300
6.641250000	0.819138287	6.641250000	1.330848638	6.641250000	0.819033791
6.693750000	0.794150301	6.693750000	1.335302786	6.693750000	0.797030453
6.746250000	0.799357474	6.746250000	1.345527603	6.746250000	0.790192737
6.798750000	0.772552124	6.798750000	1.353327534	6.798750000	0.779382250
6.851250000	0.773914807	6.851250000	1.352243743	6.851250000	0.773080212
6.903750000	0.761125351	6.903750000	1.355586987	6.903750000	0.759674852
6.956250000	0.756061546	6.956250000	1.344992866	6.956250000	0.767205311
7.008750000	0.747169776	7.008750000	1.330960832	7.008750000	0.747826546
7.061250000	0.752831412	7.061250000	1.328895005	7.061250000	0.753986841
7.113750000	0.748272428	7.113750000	1.317992475	7.113750000	0.756605793
7.166250000	0.747804287	7.166250000	1.310199797	7.166250000	0.760862256
7.218750000	0.758105055	7.218750000	1.295527305	7.218750000	0.760139287
7.271250000	0.756916968	7.271250000	1.267624288	7.271250000	0.759967998
7.323750000	0.768488035	7.323750000	1.250026468	7.323750000	0.785845287
7.376250000	0.782364824	7.376250000	1.226735940	7.376250000	0.791555663
7.428750000	0.789092751	7.428750000	1.198557018	7.428750000	0.808092444
7.481250000	0.802184373	7.481250000	1.178204534	7.481250000	0.800413910
7.533750000	0.814145476	7.533750000	1.145851105	7.533750000	0.818124444
7.586250000	0.840995715	7.586250000	1.133339202	7.586250000	0.837552129
7.638750000	0.861030463	7.638750000	1.117422977	7.638750000	0.849577439
7.691250000	0.877442085	7.691250000	1.097395783	7.691250000	0.878221203
7.743750000	0.869965899	7.743750000	1.064424256	7.743750000	0.885952550
7.796250000	0.908296754	7.796250000	1.050005429	7.796250000	0.906249419
7.848750000	0.930302516	7.848750000	1.029482698	7.848750000	0.931013271
7.901250000	0.937175390	7.901250000	1.003815550	7.901250000	0.960430363
7.953750000	0.964841126	7.953750000	0.994018117	7.953750000	0.973729307
8.006250000	0.989581892	8.006250000	0.969804955	8.006250000	0.990229007
8.058750000	1.009907826	8.058750000	0.949440928	8.058750000	1.002704590
8.111250000	1.021500265	8.111250000	0.928410705	8.111250000	1.020904822
8.163750000	1.049066867	8.163750000	0.929388749	8.163750000	1.039869379
8.216250000	1.070932067	8.216250000	0.908806970	8.216250000	1.068371825
8.268750000	1.076082119	8.268750000	0.895533443	8.268750000	1.084407119
8.321250000	1.106743185	8.321250000	0.883444712	8.321250000	1.098023693
8.373750000	1.124491865	8.373750000	0.880590689	8.373750000	1.120613853
8.426250000	1.132236437	8.426250000	0.866211152	8.426250000	1.117566210
8.478750000	1.137716116	8.478750000	0.859090184	8.478750000	1.137107060
8.531250000	1.148294829	8.531250000	0.851074544	8.531250000	1.155007226
8.583750000	1.159062103	8.583750000	0.847481767	8.583750000	1.144299770
8.636250000	1.160616039	8.636250000	0.842780579	8.636250000	1.167660561
8.688750000	1.170869559	8.688750000	0.840731615	8.688750000	1.167481309
8.741250000	1.189479613	8.741250000	0.833695910	8.741250000	1.189962161
8.793750000	1.186613580	8.793750000	0.827181129	8.793750000	1.181398548
8.846250000	1.181110763	8.846250000	0.837799934	8.846250000	1.184556123
8.898750000	1.183075596	8.898750000	0.837948155	8.898750000	1.179321556
8.951250000	1.195410875	8.951250000	0.835955177	8.951250000	1.174588108
9.003750000	1.189896666	9.003750000	0.839330718	9.003750000	1.192511886
9.056250000	1.183923847	9.056250000	0.844492815	9.056250000	1.183699065
9.108750000	1.195785097	9.108750000	0.845132707	9.108750000	1.184425236
9.161250000	1.170202663	9.161250000	0.846627410	9.161250000	1.160125834
9.213750000	1.161329731	9.213750000	0.850305803	9.213750000	1.170803437
9.266250000	1.159023444	9.266250000	0.859257793	9.266250000	1.159050282
9.318750000	1.164789051	9.318750000	0.862564923	9.318750000	1.156536040
9.371250000	1.148415998	9.371250000	0.882694615	9.371250000	1.147051492
9.423750000	1.137550226	9.423750000	0.877745940	9.423750000	1.124731443
9.476250000	1.134501426	9.476250000	0.884878284	9.476250000	1.125750606
9.528750000	1.119623381	9.528750000	0.891159382	9.528750000	1.114217393
9.581250000	1.110851376	9.581250000	0.898182694	9.581250000	1.095438226
9.633750000	1.092420545	9.633750000	0.917829342	9.633750000	1.096418175
9.686250000	1.092793246	9.686250000	0.927495947	9.686250000	1.082059841
9.738750000	1.074531174	9.738750000	0.931809992	9.738750000	1.079026205
9.791250000	1.069865651	9.791250000	0.944504209	9.791250000	1.063447611
9.843750000	1.044976098	9.843750000	0.951868471	9.843750000	1.049756257
9.896250000	1.046648108	9.896250000	0.952437974	9.896250000	1.042083243
9.948750000	1.029251444	9.948750000	0.969654491	9.948750000	1.022918592
10.001250000	1.008843843	10.001250000	0.983639025	10.001250000	1.011355067
10.053750000	1.008799782	10.053750000	0.999244462	10.053750000	1.010714879
10.106250000	0.996089742	10.106250000	1.012517444	10.106250000	1.003242058
10.158750000	0.979367523	10.158750000	1.020275505	10.158750000	0.988924724
10.211250000	0.985920582	10.211250000	1.032353422	10.211250000	0.977345438
10.263750000	0.967350737	10.263750000	1.043286224	10.263750000	0.974678986
10.316250000	0.946032107	10.316250000	1.055284368	10.316250000	0.952073374
10.368750000	0.940548877	10.368750000	1.045909806	10.368750000	0.947279331
10.421250000	0.918470811	10.421250000	1.031866429	10.421250000	0.928974289
10.473750000	0.900631313	10.473750000	1.032297481	10.473750000	0.899391903
