Cl-Cl		K-Cl		K-K	
1.496250000	0.000000000	1.496250000	0.000000000	1.496250000	0.000000000
1.548750000	0.000000000	1.548750000	0.000000000	1.548750000	0.000000000
1.601250000	0.000000000	1.601250000	0.000000000	1.601250000	0.000000000
1.653750000	0.000000000	1.653750000	0.000000000	1.653750000	0.000000000
1.706250000	0.000000000	1.706250000	0.000000000	1.706250000	0.000000000
1.758750000	0.000000000	1.758750000	0.000000000	1.758750000	0.000000000
1.811250000	0.000000000	1.811250000	0.000000000	1.811250000	0.000000000
1.863750000	0.000000000	1.863750000	0.000000000	1.863750000	0.000000000
1.916250000	0.000000000	1.916250000	0.000000000	1.916250000	0.000000000
1.968750000	0.000000000	1.968750000	0.000000000	1.968750000	0.000000000
2.021250000	0.000000000	2.021250000	0.000000000	2.021250000	0.000000000
2.073750000	0.000000000	2.073750000	0.000000000	2.073750000	0.000000000
2.126250000	0.000000000	2.126250000	0.000000000	2.126250000	0.000000000
2.178750000	0.000000000	2.178750000	0.000000000	2.178750000	0.000000000
2.231250000	0.000000000	2.231250000	0.000000000	2.231250000	0.000000000
2.283750000	0.000000000	2.283750000	0.000000000	2.283750000	0.000000000
2.336250000	0.000000000	2.336250000	0.000209142	2.336250000	0.000000000
2.388750000	0.000000000	2.388750000	0.000866885	2.388750000	0.000000000
2.441250000	0.000000000	2.441250000	0.003575395	2.441250000	0.000000000
2.493750000	0.000000000	2.493750000	0.013644583	2.493750000	0.000000000
2.546250000	0.000000000	2.546250000	0.045719055	2.546250000	0.000000000
2.598750000	0.000000000	2.598750000	0.107557181	2.598750000	0.000000000
2.651250000	0.000000000	2.651250000	0.211605705	2.651250000	0.000109278
2.703750000	0.000000000	2.703750000	0.363889772	2.703750000	0.000735527
2.756250000	0.000000000	2.756250000	0.555316989	2.756250000	0.001516660
2.808750000	0.000097366	2.808750000	0.731395388	2.808750000	0.001947325
2.861250000	0.000469130	2.861250000	0.919487040	2.861250000	0.003377738
2.913750000	0.000995230	2.913750000	1.048134171	2.913750000	0.005519004
2.966250000	0.001920627	2.966250000	1.135867890	2.966250000	0.006722195
3.018750000	0.003118773	3.018750000	1.180506946	3.018750000	0.014750952
3.071250000	0.005456085	3.071250000	1.183254103	3.071250000	0.019869921
3.123750000	0.011965423	3.123750000	1.150718217	3.123750000	0.027315801
3.176250000	0.020862125	3.176250000	1.097227449	3.176250000	0.036775206
3.228750000	0.030873285	3.228750000	1.030518703	3.228750000	0.052683530
3.281250000	0.045160946	3.281250000	0.959708094	3.281250000	0.061855514
3.333750000	0.057849240	3.333750000	0.864702656	3.333750000	0.078652849
3.386250000	0.077304772	3.386250000	0.804018444	3.386250000	0.098138207
3.438750000	0.101595468	3.438750000	0.728138148	3.438750000	0.119718957
3.491250000	0.133980134	3.491250000	0.666445086	3.491250000	0.143496127
3.543750000	0.161418209	3.543750000	0.596759232	3.543750000	0.171143671
3.596250000	0.189049880	3.596250000	0.541891405	3.596250000	0.194157731
3.648750000	0.230325517	3.648750000	0.481823078	3.648750000	0.225421291
3.701250000	0.255798733	3.701250000	0.437281023	3.701250000	0.250976573
3.753750000	0.292904673	3.753750000	0.398346449	3.753750000	0.289306738
3.806250000	0.329099688	3.806250000	0.364898256	3.806250000	0.319980122
3.858750000	0.354821083	3.858750000	0.325367299	3.858750000	0.345793213
3.911250000	0.384023177	3.911250000	0.299329549	3.911250000	0.381060655
3.963750000	0.415084065	3.963750000	0.276873005	3.963750000	0.406625933
4.016250000	0.446352720	4.016250000	0.256660178	4.016250000	0.431780659
4.068750000	0.482190146	4.068750000	0.236012540	4.068750000	0.454303668
4.121250000	0.506480444	4.121250000	0.220897285	4.121250000	0.478892885
4.173750000	0.516572084	4.173750000	0.205392747	4.173750000	0.500256960
4.226250000	0.534309284	4.226250000	0.196252516	4.226250000	0.516590721
4.278750000	0.533865206	4.278750000	0.190052769	4.278750000	0.533277804
4.331250000	0.555109941	4.331250000	0.178779814	4.331250000	0.538813286
4.383750000	0.564277711	4.383750000	0.173968936	4.383750000	0.549128512
4.436250000	0.552796636	4.436250000	0.168850995	4.436250000	0.555333654
4.488750000	0.565407907	4.488750000	0.163508017	4.488750000	0.556258295
4.541250000	0.554719919	4.541250000	0.163900871	4.541250000	0.556954740
4.593750000	0.556455009	4.593750000	0.158589219	4.593750000	0.552851355
4.646250000	0.546904288	4.646250000	0.157299394	4.646250000	0.548149678
4.698750000	0.544458303	4.698750000	0.157095858	4.698750000	0.552042935
4.751250000	0.527082338	4.751250000	0.154570428	4.751250000	0.536235672
4.803750000	0.519951867	4.803750000	0.156981722	4.803750000	0.512329013
4.856250000	0.504015068	4.856250000	0.156929727	4.856250000	0.502972773
4.908750000	0.492909207	4.908750000	0.157065117	4.908750000	0.489657575
4.961250000	0.483343957	4.961250000	0.159803209	4.961250000	0.479130926
5.013750000	0.463435143	5.013750000	0.162286814	5.013750000	0.464871345
5.066250000	0.450887373	5.066250000	0.166368232	5.066250000	0.458518880
5.118750000	0.441979080	5.118750000	0.172093300	5.118750000	0.441040944
5.171250000	0.425610872	5.171250000	0.176272131	5.171250000	0.428339699
5.223750000	0.410539985	5.223750000	0.181573796	5.223750000	0.413636488
5.276250000	0.402824638	5.276250000	0.184744333	5.276250000	0.405004454
5.328750000	0.399416937	5.328750000	0.193463932	5.328750000	0.395142784
5.381250000	0.379645079	5.381250000	0.200324886	5.381250000	0.386807193
5.433750000	0.381189961	5.433750000	0.205352212	5.433750000	0.372604602
5.486250000	0.370152357	5.486250000	0.216067889	5.486250000	0.368467990
5.538750000	0.364044932	5.538750000	0.221405650	5.538750000	0.361140384
5.591250000	0.358346257	5.591250000	0.232445633	5.591250000	0.355471428
5.643750000	0.354001444	5.643750000	0.243958298	5.643750000	0.361525693
5.696250000	0.343173902	5.696250000	0.253695550	5.696250000	0.349660495
5.748750000	0.345395103	5.748750000	0.266089256	5.748750000	0.347765917
5.801250000	0.344512869	5.801250000	0.276310119	5.801250000	0.341340264
5.853750000	0.342866819	5.853750000	0.287422403	5.853750000	0.346655279
5.906250000	0.343558733	5.906250000	0.298315842	5.906250000	0.337965609
5.958750000	0.336882527	5.958750000	0.307871516	5.958750000	0.335606129
6.011250000	0.334446328	6.011250000	0.322714674	6.011250000	0.334871481
6.063750000	0.332294322	6.063750000	0.333698573	6.063750000	0.328262333
6.116250000	0.320967359	6.116250000	0.351990090	6.116250000	0.326573148
6.168750000	0.319160846	6.168750000	0.361623592	6.168750000	0.321643724
6.221250000	0.318441064	6.221250000	0.370647199	6.221250000	0.317805968
6.273750000	0.306049538	6.273750000	0.385032952	6.273750000	0.309933217
6.326250000	0.309128988	6.326250000	0.396439078	6.326250000	0.302411296
6.378750000	0.294961848	6.378750000	0.406530639	6.378750000	0.298152360
6.431250000	0.290518691	6.431250000	0.416664386	6.431250000	0.292598733
6.483750000	0.286710077	6.483750000	0.419828419	6.483750000	0.289925995
6.536250000	0.283507268	6.536250000	0.430987088	6.536250000	0.282608272
6.588750000	0.278617968	6.588750000	0.437276651	6.588750000	0.277007767
6.641250000	0.273046096	6.641250000	0.443616213	6.641250000	0.273011264
6.693750000	0.264716767	6.693750000	0.445100929	6.693750000	0.265676818
6.746250000	0.266452491	6.746250000	0.448509201	6.746250000	0.263397579
6.798750000	0.257517375	6.798750000	0.451109178	6.798750000	0.259794083
6.851250000	0.257971602	6.851250000	0.450747914	6.851250000	0.257693404
6.903750000	0.253708450	6.903750000	0.451862329	6.903750000	0.253224951
6.956250000	0.252020515	6.956250000	0.448330955	6.956250000	0.255735104
7.008750000	0.249056592	7.008750000	0.443653611	7.008750000	0.249275515
7.061250000	0.250943804	7.061250000	0.442965002	7.061250000	0.251328947
7.113750000	0.249424143	7.113750000	0.439330825	7.113750000	0.252201931
7.166250000	0.249268096	7.166250000	0.436733266	7.166250000	0.253620752
7.218750000	0.252701685	7.218750000	0.431842435	7.218750000	0.253379762
7.271250000	0.252305656	7.271250000	0.422541429	7.271250000	0.253322666
7.323750000	0.256162678	7.323750000	0.416675489	7.323750000	0.261948429
7.376250000	0.260788275	7.376250000	0.408911980	7.376250000	0.263851888
7.428750000	0.263030917	7.428750000	0.399519006	7.428750000	0.269364148
7.481250000	0.267394791	7.481250000	0.392734845	7.481250000	0.266804637
7.533750000	0.271381825	7.533750000	0.381950368	7.533750000	0.272708148
7.586250000	0.280331905	7.586250000	0.377779734	7.586250000	0.279184043
7.638750000	0.287010154	7.638750000	0.372474326	7.638750000	0.283192480
7.691250000	0.292480695	7.691250000	0.365798594	7.691250000	0.292740401
7.743750000	0.289988633	7.743750000	0.354808085	7.743750000	0.295317517
7.796250000	0.302765585	7.796250000	0.350001810	7.796250000	0.302083140
7.848750000	0.310100839	7.848750000	0.343160899	7.848750000	0.310337757
7.901250000	0.312391797	7.901250000	0.334605183	7.901250000	0.320143454
7.953750000	0.321613709	7.953750000	0.331339372	7.953750000	0.324576436
8.006250000	0.329860631	8.006250000	0.323268318	8.006250000	0.330076336
8.058750000	0.336635942	8.058750000	0.316480309	8.058750000	0.334234863
8.111250000	0.340500088	8.111250000	0.309470235	8.111250000	0.340301607
8.163750000	0.349688956	8.163750000	0.309796250	8.163750000	0.346623126
8.216250000	0.356977356	8.216250000	0.302935657	8.216250000	0.356123942
8.268750000	0.358694040	8.268750000	0.298511148	8.268750000	0.361469040
8.321250000	0.368914395	8.321250000	0.294481571	8.321250000	0.366007898
8.373750000	0.374830622	8.373750000	0.293530230	8.373750000	0.373537951
8.426250000	0.377412146	8.426250000	0.288737051	8.426250000	0.372522070
8.478750000	0.379238705	8.478750000	0.286363395	8.478750000	0.379035687
8.531250000	0.382764943	8.531250000	0.283691515	8.531250000	0.385002409
8.583750000	0.386354034	8.583750000	0.282493922	8.583750000	0.381433257
8.636250000	0.386872013	8.636250000	0.280926860	8.636250000	0.389220187
8.688750000	0.390289853	8.688750000	0.280243872	8.688750000	0.389160436
8.741250000	0.396493204	8.741250000	0.277898637	8.741250000	0.396654054
8.793750000	0.395537860	8.793750000	0.275727043	8.793750000	0.393799516
8.846250000	0.393703588	8.846250000	0.279266645	8.846250000	0.394852041
8.898750000	0.394358532	8.898750000	0.279316052	8.898750000	0.393107185
8.951250000	0.398470292	8.951250000	0.278651726	8.951250000	0.391529369
9.003750000	0.396632222	9.003750000	0.279776906	9.003750000	0.397503962
9.056250000	0.394641282	9.056250000	0.281497605	9.056250000	0.394566355
9.108750000	0.398595032	9.108750000	0.281710902	9.108750000	0.394808412
9.161250000	0.390067554	9.161250000	0.282209137	9.161250000	0.386708611
9.213750000	0.387109910	9.213750000	0.283435268	9.213750000	0.390267812
9.266250000	0.386341148	9.266250000	0.286419264	9.266250000	0.386350094
9.318750000	0.388263017	9.318750000	0.287521641	9.318750000	0.385512013
9.371250000	0.382805333	9.371250000	0.294231538	9.371250000	0.382350497
9.423750000	0.379183409	9.423750000	0.292581980	9.423750000	0.374910481
9.476250000	0.378167142	9.476250000	0.294959428	9.476250000	0.375250202
9.528750000	0.373207794	9.528750000	0.297053127	9.528750000	0.371405798
9.581250000	0.370283792	9.581250000	0.299394231	9.581250000	0.365146075
9.633750000	0.364140182	9.633750000	0.305943114	9.633750000	0.365472725
9.686250000	0.364264415	9.686250000	0.309165316	9.686250000	0.360686614
9.738750000	0.358177058	9.738750000	0.310603331	9.738750000	0.359675402
9.791250000	0.356621884	9.791250000	0.314834736	9.791250000	0.354482537
9.843750000	0.348325366	9.843750000	0.317289490	9.843750000	0.349918752
9.896250000	0.348882703	9.896250000	0.317479325	9.896250000	0.347361081
9.948750000	0.343083815	9.948750000	0.323218164	9.948750000	0.340972864
10.001250000	0.336281281	10.001250000	0.327879675	10.001250000	0.337118356
10.053750000	0.336266594	10.053750000	0.333081487	10.053750000	0.336904960
10.106250000	0.332029914	10.106250000	0.337505815	10.106250000	0.334414019
10.158750000	0.326455841	10.158750000	0.340091835	10.158750000	0.329641575
10.211250000	0.328640194	10.211250000	0.344117807	10.211250000	0.325781813
10.263750000	0.322450246	10.263750000	0.347762075	10.263750000	0.324892995
10.316250000	0.315344036	10.316250000	0.351761456	10.316250000	0.317357791
10.368750000	0.313516292	10.368750000	0.348636602	10.368750000	0.315759777
10.421250000	0.306156937	10.421250000	0.343955476	10.421250000	0.309658096
10.473750000	0.300210438	10.473750000	0.344099160	10.473750000	0.299797301
