Frequency_cm-1,J_L_q1_mag0.338,J_L_q2_mag0.677,J_L_q3_mag1.015,J_L_q4_mag1.354,J_L_q5_mag1.692
0.0,0.12979867668271203,0.060303337925295054,0.03173061176147631,0.0033162926210066174,0.003541269914418515
0.4761564650144037,0.23211542405526406,0.055520097818065765,0.019490255756331884,0.014648277686528904,0.028303685375628062
0.9523129300288073,0.19324410496085886,0.05524586974406476,0.0367821510214264,0.041309024015945627,0.03653638892263577
1.4284693950432108,0.3503950959189213,0.02637455291074256,0.07478151429476922,0.06822152412923843,0.04666612815153564
1.9046258600576147,0.17138072580091238,0.11870883125244665,0.1152352780029385,0.0742726565906851,0.08571756330545198
2.3807823250720186,0.316652616312153,0.1836045671091131,0.09659021699432539,0.04809073435649027,0.058572868648611054
2.8569387900864216,0.3828128216018218,0.18469772068741844,0.07390863631698245,0.05829876770272135,0.06324268877359701
3.3330952551008255,0.273948314049689,0.2635216250924519,0.1279851182038214,0.11465890010544455,0.14546399793437712
3.8092517201152294,0.3647741801387314,0.2221609013659963,0.12356617825890977,0.11742357654663223,0.1468694654442718
4.285408185129633,0.5280726695309835,0.18606320367361898,0.16320329536868483,0.16999417861319732,0.17005599022189077
4.761564650144037,0.6500684211709057,0.2058097686811967,0.08677069264476944,0.1905031969357572,0.22855303032904387
5.23772111515844,0.6055480529600834,0.11144346421505742,0.08643057050185189,0.15668965361285145,0.28753843433050696
5.713877580172843,0.5482374139396772,0.19007287761526634,0.10462277682019044,0.12004799415532391,0.2245066322514573
6.1900340451872475,0.5990284150454802,0.3696726589206109,0.23335103358819306,0.19321437470291739,0.23472943297417118
6.666190510201651,0.738270809292043,0.34603484359105446,0.4506413094324279,0.33666780405929114,0.3321238639254888
7.142346975216055,0.6588192509219349,0.25606291295329414,0.45043454475448436,0.2580495477940127,0.4306096071725918
7.618503440230459,0.5308325914496547,0.2756550571953424,0.40152457952958237,0.156969560715053,0.38531624283664767
8.094659905244862,0.942119375113785,0.23590236189464175,0.25318130050810167,0.23135179028756556,0.27924651987731536
8.570816370259266,0.7918192686553492,0.2885417894795776,0.3172999118820022,0.21288315505808,0.22978576100350176
9.04697283527367,0.5805885643238633,0.3700423703415144,0.3030663352734681,0.24351223300018035,0.15285219003040804
9.523129300288074,0.6077418085882219,0.45834531420098384,0.23152048769438963,0.20283286452706373,0.3872943751918145
9.999285765302476,0.5039643287479628,0.30582436642925515,0.167953132440662,0.25544324640025334,0.40158599531856004
10.47544223031688,1.2629352356035077,0.4425162984000564,0.08553188224466392,0.4329399034638553,0.3567567850674657
10.951598695331285,1.5956238692506943,0.3651386161114419,0.19263781092758583,0.387377605789951,0.5034826026833947
11.427755160345686,1.6464338557343734,0.45083600257663986,0.3518299861681336,0.3183802699752127,0.5324929900100243
11.903911625360092,2.1801398326765304,0.5566586419778176,0.6338042569294956,0.23605622290370679,0.49427036521547857
12.380068090374495,1.5082480402778253,0.7540738635571645,0.692364151620367,0.22690131830186985,0.9195838803712233
12.8562245553889,1.2030373061752957,0.7554562191035682,0.37544531578181434,0.38067367390596435,0.8973711898449861
13.332381020403302,0.775651777902913,0.7717952162482824,0.35486283131069235,0.6670335391565815,0.678370623539183
13.808537485417705,1.3488906508452814,0.6328039383909423,0.37342006509371073,0.783542944133281,0.44564194816003755
14.28469395043211,2.301702942369544,0.4271410378658915,0.27855736931690084,0.6627664043415081,0.2571436829763719
14.760850415446512,1.875269485423266,0.4328409308828218,0.5631884303887341,0.39026280972697625,0.7290088269161265
15.237006880460918,1.2477581722636615,0.6858275666421784,0.44682159892785195,0.5954958116225538,1.076053556906719
15.713163345475321,1.066887942166961,0.6289409814743031,0.36142746577786267,0.7782920192031053,1.0074138881851196
16.189319810489724,2.4029752710105745,0.5501942157581696,0.6521322339371664,0.41418465322990256,0.9788732174653076
16.66547627550413,1.915042397121444,0.5306172725566115,0.49069334897714806,0.2969800212839751,0.4786751137374306
17.14163274051853,1.8577349333931685,0.8037597527202811,0.49464886821769394,0.36653416373691045,0.7141709743628247
17.617789205532933,1.3031416472661015,0.7151105006666372,0.6261270313665587,0.5666472032317748,0.8314719724607653
18.09394567054734,1.1111905428764928,0.7720694299760341,0.6326172309794572,0.5788979864863167,0.8532119810541241
18.570102135561743,2.367010850257568,0.7053744024079384,0.9877654779621846,0.4707495088138769,0.7847797271412803
19.04625860057615,3.0131220199815716,0.8498345811576157,0.6484599161784653,0.711044914098165,0.7273755733049111
19.52241506559055,1.4390737490675312,1.0313035887660296,0.41598432989670037,0.6047658985322147,0.5816495596048944
19.998571530604952,2.284107197778313,0.6875108219558482,0.5331379945000694,0.43808029304296,1.0227201261431809
20.474727995619357,3.018568334218054,0.5123371015245618,0.9178381674168937,0.5800423930367666,1.3142808107268606
20.95088446063376,2.4649699775894303,0.5154286019628119,1.2918153673392583,0.49335568445516564,1.173237651106948
21.427040925648164,1.6476687883546592,0.8833945857346563,0.6823425876896559,0.5970720876202363,0.8479323910374085
21.90319739066257,1.1269870213356563,1.1034124231910878,0.6092135066639872,0.7293482600503914,0.6198011438047027
22.379353855676975,1.9195243749905109,1.349303262250585,0.5511518080821685,0.8174334225433194,0.5847126847827201
22.855510320691373,2.549722194470508,0.7582320388967726,0.5505901659468204,0.8668315916340568,1.1831208485539724
23.331666785705778,2.1458129793753327,0.5409472631913781,1.001825421005548,0.7787885392816319,1.0515579250859408
23.807823250720183,2.5559958876511257,1.2696818191571402,0.8563492541398127,0.8882986267114412,1.0394761284972986
24.283979715734585,2.6482360311171917,1.4948057825705006,0.639807101407336,0.48557880818470217,1.2468527461550922
24.76013618074899,2.9469273209487636,1.3755702698101615,0.23628225270269318,0.9695164748796609,1.1673408100781346
25.236292645763395,2.3089262638529626,0.8136638739769496,0.8287711428656296,0.9152771528750253,0.4534667167282067
25.7124491107778,2.9823107637182815,1.2681984712207315,0.6812116797435778,0.8418409954733508,0.9519283483939601
26.1886055757922,4.5805536945010195,1.4907435306125663,0.7683726304697803,0.6530462590153561,0.9673627400810966
26.664762040806604,3.1893541871525444,0.5780517220552425,0.5254457843475281,0.41738531124702344,0.7481584654588858
27.14091850582101,3.061665699689206,1.0560117678370513,0.28772385671011885,0.5408307161298965,0.9766492120190419
27.61707497083541,3.351447588799504,1.0794530031912368,0.7673722011426586,0.9381202412306006,1.4674567895175368
28.093231435849816,3.043163554508615,0.545235149094108,0.9008360598283721,0.781628758780687,1.1254153975434253
28.56938790086422,4.85192946756908,0.6730697809935365,0.7094837109927603,0.6865702622585461,1.1653137264591142
29.045544365878623,2.406307774017341,0.9450355509376371,0.6852768107407092,0.687936875085661,1.272395876865547
29.521700830893025,2.1353243411800173,1.534688230095376,0.6373088077369066,0.8514025006073176,1.2459360329264597
29.99785729590743,2.9482362778146443,1.4039793219492243,0.4068281135106913,0.8046660233542116,2.99448730886976
30.474013760921835,3.6910197211768807,0.9588085699749468,0.618121570493826,1.138062905276335,2.7742932782599805
30.95017022593624,2.246465845828084,1.1515724399201708,0.3409987771938281,1.394607680371479,2.0351799435868085
31.426326690950642,3.650978889158956,1.3899396291236998,0.4263626006909648,1.199149516910525,1.709665913085287
31.902483155965047,5.215170971954973,0.7297689586290765,0.5632716870793272,0.9920006772930465,1.1921333053445333
32.37863962097945,5.840216061203645,0.6367762182779924,0.4822791003814538,1.3030234301334376,1.0700433538101113
32.854796085993854,8.247353488831811,0.9486700848144421,0.5868225940586065,1.0022672981751153,1.6611944628478765
33.33095255100826,7.860333521395422,0.8723657579962687,0.6821079718955048,0.4294698096651719,0.9695262785545206
33.80710901602266,5.748426424612382,1.0610859116828728,0.28024908257374476,0.5781064469520629,0.5721562515556593
34.28326548103706,6.223743195576124,0.8626823873650329,0.5530887605098138,1.2173938966501414,1.3636675378620033
34.75942194605147,9.036571709770277,1.1487602157715813,0.9487514146292876,1.5389434407429896,1.5828328917881482
35.235578411065866,8.967039003770276,1.2380893565847386,0.8282637099153026,1.527903687171489,1.2808657455690113
35.71173487608027,4.792393296300475,1.3962827514250515,0.5383061711028793,0.9963910390786593,1.5661592306345895
36.18789134109468,4.580272977866997,2.0055294880774044,0.37831818016063723,1.0088108784315897,0.9222480471457329
36.66404780610908,5.940744126070672,1.8599284478983928,0.4625349923168736,0.9466874533976094,1.36508896038793
37.14020427112349,5.527796297710961,1.308368224859156,0.3292061580765246,1.7845208515080195,2.217790874346757
37.61636073613789,7.40372896321198,1.3237625551631214,0.4574610846393367,2.279415662633136,2.3503860439696083
38.0925172011523,9.115984294991838,0.7577446745535042,0.3737123234475728,0.7779611896215438,1.77778532699332
38.5686736661667,5.189569484360248,0.6827130093932351,0.9813804263047511,0.7179447983035812,2.1735975938292413
39.0448301311811,4.978634082260602,1.5831636837369285,1.2158047231374411,0.7172731397391191,2.604806171742269
39.520986596195506,7.048851222037912,1.8872009929107978,0.9594720144530196,0.8884423824985,1.305690828744126
39.997143061209904,12.392055369710931,0.5579744269283183,0.8408482818937509,0.5650935244767047,1.4825684219065964
40.47329952622431,9.285078861558661,1.0508114990783042,0.9609713945759548,0.7708814385443943,2.04421273107391
40.949455991238715,3.839551386995294,1.1640246207253055,0.6158503751916541,0.8548421629383013,1.8614510226825907
41.42561245625312,7.795593399459093,1.6050349818627634,1.1011170364068412,1.270424513800679,1.6475060765740546
41.90176892126752,5.944173572388277,1.3781655465591138,1.3144109072115298,1.6779068196233344,0.47550586439169473
42.37792538628192,6.951953405111138,1.2731491746660881,0.8310936033690192,1.6150726272376918,1.5091673616759336
42.85408185129633,9.451141760442864,2.2426127456820986,0.5407030462852466,1.4039786675183183,1.9695911657116227
43.330238316310734,6.0421515502924406,2.7708918553150057,1.096237385409103,1.2157055226256022,2.542906324679278
43.80639478132514,9.393225932936069,2.3676450941639096,0.481378133013522,0.6654439593600115,2.111959982483216
44.282551246339544,13.715500313513735,1.4691152092284432,0.8744718264328522,0.8464138659629755,1.291214843229324
44.75870771135395,11.794871194997427,1.4213222653096518,1.2141741784487752,0.6419155140566483,1.1445932907907286
45.234864176368355,6.13748400470966,1.7249923796658333,1.3954991067385862,0.9790081711633549,1.0647646677082803
45.711020641382746,8.662007933384352,1.5124476998337106,0.8817448198138846,1.3021713468957883,1.996726567649917
46.18717710639715,7.983483092504346,1.6945338590984071,0.8834001668952695,1.4323102911062824,2.076792909324906
46.663333571411556,7.931400581942434,1.9181816046923317,0.8438545511494137,1.3128293195959684,2.2395947961595444
47.13949003642596,12.185348063737296,1.5972501527504133,1.077779931709199,0.8135298120014897,2.8135937141849303
47.61564650144037,6.825392139991216,2.0992223316179093,0.8152052471622016,1.5362237253855546,2.883632230161762
48.09180296645477,8.356314592089497,1.2473445942894217,0.9782639347458632,1.1969589794190385,2.2892515684329426
48.56795943146917,14.167518412268807,1.4310916916577148,1.0923474856240327,0.978282156299836,2.3120942841412844
49.044115896483575,14.74895021734151,1.7319712704458379,1.041317365505689,1.1202781590949396,2.3593270030043705
49.52027236149798,11.111023164880264,2.2026959345599484,1.0360804354007873,2.141584044642157,1.6071793331413469
49.996428826512386,13.461439904289136,2.8410690261812612,1.1353397224029098,2.4063916013047173,1.3553536256375953
50.47258529152679,11.087737797261356,1.3683300464725594,1.0048015620764266,2.716749918234989,0.827367563086152
50.948741756541196,5.70547106392191,1.3609153724753291,1.0839106399430822,1.1836148132813764,1.2522198626193326
51.4248982215556,8.784360193060996,1.5061479104215856,1.45090524901487,0.5564233885206179,2.06469344853523
51.90105468656999,7.192551658889481,1.3640479623769635,1.669017627396874,1.5159679475664463,1.9298649398584633
52.3772111515844,15.845742002372978,1.4330354343944556,1.4205912523486999,1.6596314255332132,1.9996083859824985
52.8533676165988,12.71304083876197,1.5166122157987025,1.3943710775155924,0.7137262775397701,2.416406765859181
53.32952408161321,15.1277726824801,1.2888760622726727,1.597491586084355,0.451757317864055,3.1355802543575266
53.80568054662761,9.306597248561488,1.0103552671617686,1.4930638488969679,0.8877581940225783,4.213631648986754
54.28183701164202,7.2029745560980585,2.144466661864047,1.5193319982642797,0.9672781545035166,2.711232602048805
54.757993476656424,12.791516871110728,1.9494743255614935,1.7372236313929517,1.072852737576287,1.8256150402199136
55.23414994167082,16.76923256094335,2.0157547402710025,1.4517182765768666,1.1539879156746422,1.8234418502815917
55.71030640668523,14.513962797843893,2.09647323147394,1.2616321062685143,1.0604390572415445,1.4682369413169498
56.18646287169963,18.65502573060579,1.104275214152732,1.3137174638422724,1.3042548819161073,2.5246088179501194
56.66261933671404,11.347059014034256,1.4308376484468417,1.4670261566013767,1.5085779906450136,2.290595506360575
57.13877580172844,5.377727006232264,1.679596879859158,1.41341281642397,0.8369491501476566,2.1754922044881577
57.61493226674285,9.899209251995456,2.6257216770402696,1.624335894880516,1.6273442230024646,1.8676744308429585
58.091088731757246,6.561286227842217,2.4719233174743884,1.5984034948209427,1.4092225411427834,2.1315798682788913
58.567245196771644,8.876715042898084,2.098229768902669,2.148364126835675,1.2932491281366243,2.104059937402063
59.04340166178605,11.760283596935489,1.7790659044133255,2.5103047591584495,1.9275669687716723,1.5879835218375515
59.519558126800455,9.474260027150416,2.1911138244015547,1.8148491492196361,2.4602016428090665,1.3988533237277616
59.99571459181486,13.450819056156597,2.6460242849758204,0.9078586370940499,1.9781987235450245,1.4374350663512037
60.471871056829265,17.11922674167772,2.942507288162613,1.8971303888209359,1.619674193584079,2.695928202263307
60.94802752184367,9.475327526578921,3.2953875991044597,2.5217470595808025,2.584202812568791,1.3090851310879839
61.424183986858075,19.557246424619585,1.7980626356487521,1.824901504664154,2.2010298335248493,1.3052521535518942
61.90034045187248,17.502293052913572,1.2141838009246155,1.262576893689813,2.11461629600754,3.1161748762454677
62.37649691688688,13.797259159038022,1.8125645325713446,0.5753493653670197,1.9714618212424486,4.229689949362727
62.852653381901284,23.81194553949648,1.8073314427264737,1.1332625363997895,1.1897058631073738,3.9540784528764967
63.32880984691569,18.696984545216,2.146159709381006,2.019116391955269,1.5892516377062955,3.902498933530065
63.804966311930094,13.007862300939408,1.7504442855553544,2.5245915024154555,1.744120719169149,1.9055366162010856
64.28112277694449,9.414618230302912,4.292239811617881,2.299882739974166,1.3460826222526896,1.834018370378315
64.7572792419589,13.857776553190424,2.574007025936281,1.9662692776634445,2.5366439240315724,2.1786126890063535
65.2334357069733,12.839013562792323,1.466485285362232,1.3295474386255781,3.3891917023099887,2.8498287556895185
65.70959217198771,10.862786650389781,1.604344094758497,1.0983904098470603,2.3432491546891194,3.9279622064649664
66.1857486370021,14.045255769494654,1.7203660088345523,1.7064388497494616,1.729081579292788,2.667311990186299
66.66190510201652,12.804016421209846,2.3657409441340156,0.9555310956153066,1.6506918527421337,1.64957502111458
67.13806156703092,8.94049261231679,2.7313991326405773,1.1940209545559464,1.2296920214843674,2.656415705896057
67.61421803204531,6.316649765854495,2.2502198723555504,1.3515183288586459,2.292653464826702,2.593034966687942
68.09037449705973,13.179822936160177,2.396086887477838,1.0218359879256624,2.347415673425908,1.9159270742876384
68.56653096207413,12.856263705222618,3.6596349569775755,1.182453509876062,1.760153808466274,2.337307687267697
69.04268742708854,9.135062291206298,2.88289880707172,2.215477905079007,2.108267524687087,1.919224562276792
69.51884389210294,6.003406739815354,3.7305339582216726,2.8034319223974697,2.099371194848779,2.8446447965368766
69.99500035711735,4.671491610016182,4.095018271760391,2.0008127446075394,2.1193125525301464,2.6251032524033784
