Salt,Temperatures_K,Thermal_Conductivity_W_mK
1.0LiF,"1121.200000,1124.016162,1126.832323,1129.648485,1132.464646,1135.280808,1138.096970,1140.913131,1143.729293,1146.545455,1149.361616,1152.177778,1154.993939,1157.810101,1160.626263,1163.442424,1166.258586,1169.074747,1171.890909,1174.707071,1177.523232,1180.339394,1183.155556,1185.971717,1188.787879,1191.604040,1194.420202,1197.236364,1200.052525,1202.868687,1205.684848,1208.501010,1211.317172,1214.133333,1216.949495,1219.765657,1222.581818,1225.397980,1228.214141,1231.030303,1233.846465,1236.662626,1239.478788,1242.294949,1245.111111,1247.927273,1250.743434,1253.559596,1256.375758,1259.191919,1262.008081,1264.824242,1267.640404,1270.456566,1273.272727,1276.088889,1278.905051,1281.721212,1284.537374,1287.353535,1290.169697,1292.985859,1295.802020,1298.618182,1301.434343,1304.250505,1307.066667,1309.882828,1312.698990,1315.515152,1318.331313,1321.147475,1323.963636,1326.779798,1329.595960,1332.412121,1335.228283,1338.044444,1340.860606,1343.676768,1346.492929,1349.309091,1352.125253,1354.941414,1357.757576,1360.573737,1363.389899,1366.206061,1369.022222,1371.838384,1374.654545,1377.470707,1380.286869,1383.103030,1385.919192,1388.735354,1391.551515,1394.367677,1397.183838,1400.000000","1.323535,1.320825,1.318117,1.315412,1.312709,1.310009,1.307311,1.304616,1.301924,1.299234,1.296547,1.293862,1.291181,1.288501,1.285824,1.283150,1.280479,1.277810,1.275143,1.272480,1.269818,1.267160,1.264504,1.261850,1.259200,1.256551,1.253906,1.251263,1.248623,1.245985,1.243350,1.240717,1.238087,1.235460,1.232835,1.230213,1.227593,1.224976,1.222361,1.219750,1.217140,1.214534,1.211930,1.209328,1.206730,1.204133,1.201540,1.198949,1.196360,1.193774,1.191191,1.188610,1.186032,1.183457,1.180884,1.178314,1.175746,1.173181,1.170619,1.168059,1.165502,1.162947,1.160395,1.157845,1.155298,1.152754,1.150212,1.147673,1.145137,1.142603,1.140072,1.137543,1.135017,1.132493,1.129973,1.127454,1.124939,1.122425,1.119915,1.117407,1.114902,1.112399,1.109899,1.107401,1.104906,1.102414,1.099924,1.097437,1.094953,1.092471,1.089991,1.087515,1.085041,1.082569,1.080100,1.077634,1.075170,1.072709,1.070250,1.067794"
1.0NaF,"1268.000000,1268.323232,1268.646465,1268.969697,1269.292929,1269.616162,1269.939394,1270.262626,1270.585859,1270.909091,1271.232323,1271.555556,1271.878788,1272.202020,1272.525253,1272.848485,1273.171717,1273.494949,1273.818182,1274.141414,1274.464646,1274.787879,1275.111111,1275.434343,1275.757576,1276.080808,1276.404040,1276.727273,1277.050505,1277.373737,1277.696970,1278.020202,1278.343434,1278.666667,1278.989899,1279.313131,1279.636364,1279.959596,1280.282828,1280.606061,1280.929293,1281.252525,1281.575758,1281.898990,1282.222222,1282.545455,1282.868687,1283.191919,1283.515152,1283.838384,1284.161616,1284.484848,1284.808081,1285.131313,1285.454545,1285.777778,1286.101010,1286.424242,1286.747475,1287.070707,1287.393939,1287.717172,1288.040404,1288.363636,1288.686869,1289.010101,1289.333333,1289.656566,1289.979798,1290.303030,1290.626263,1290.949495,1291.272727,1291.595960,1291.919192,1292.242424,1292.565657,1292.888889,1293.212121,1293.535354,1293.858586,1294.181818,1294.505051,1294.828283,1295.151515,1295.474747,1295.797980,1296.121212,1296.444444,1296.767677,1297.090909,1297.414141,1297.737374,1298.060606,1298.383838,1298.707071,1299.030303,1299.353535,1299.676768,1300.000000","0.857094,0.856876,0.856658,0.856439,0.856221,0.856003,0.855785,0.855566,0.855348,0.855130,0.854912,0.854694,0.854476,0.854258,0.854040,0.853822,0.853604,0.853386,0.853168,0.852950,0.852732,0.852515,0.852297,0.852079,0.851861,0.851644,0.851426,0.851208,0.850991,0.850773,0.850555,0.850338,0.850120,0.849903,0.849685,0.849468,0.849251,0.849033,0.848816,0.848598,0.848381,0.848164,0.847947,0.847729,0.847512,0.847295,0.847078,0.846861,0.846644,0.846427,0.846210,0.845993,0.845776,0.845559,0.845342,0.845125,0.844908,0.844691,0.844474,0.844258,0.844041,0.843824,0.843607,0.843391,0.843174,0.842957,0.842741,0.842524,0.842308,0.842091,0.841875,0.841658,0.841442,0.841225,0.841009,0.840793,0.840576,0.840360,0.840144,0.839927,0.839711,0.839495,0.839279,0.839063,0.838847,0.838630,0.838414,0.838198,0.837982,0.837766,0.837550,0.837335,0.837119,0.836903,0.836687,0.836471,0.836255,0.836040,0.835824,0.835608"
1.0KF,"1131.200000,1132.905051,1134.610101,1136.315152,1138.020202,1139.725253,1141.430303,1143.135354,1144.840404,1146.545455,1148.250505,1149.955556,1151.660606,1153.365657,1155.070707,1156.775758,1158.480808,1160.185859,1161.890909,1163.595960,1165.301010,1167.006061,1168.711111,1170.416162,1172.121212,1173.826263,1175.531313,1177.236364,1178.941414,1180.646465,1182.351515,1184.056566,1185.761616,1187.466667,1189.171717,1190.876768,1192.581818,1194.286869,1195.991919,1197.696970,1199.402020,1201.107071,1202.812121,1204.517172,1206.222222,1207.927273,1209.632323,1211.337374,1213.042424,1214.747475,1216.452525,1218.157576,1219.862626,1221.567677,1223.272727,1224.977778,1226.682828,1228.387879,1230.092929,1231.797980,1233.503030,1235.208081,1236.913131,1238.618182,1240.323232,1242.028283,1243.733333,1245.438384,1247.143434,1248.848485,1250.553535,1252.258586,1253.963636,1255.668687,1257.373737,1259.078788,1260.783838,1262.488889,1264.193939,1265.898990,1267.604040,1269.309091,1271.014141,1272.719192,1274.424242,1276.129293,1277.834343,1279.539394,1281.244444,1282.949495,1284.654545,1286.359596,1288.064646,1289.769697,1291.474747,1293.179798,1294.884848,1296.589899,1298.294949,1300.000000","0.571663,0.570881,0.570100,0.569319,0.568539,0.567760,0.566981,0.566202,0.565424,0.564647,0.563870,0.563094,0.562318,0.561542,0.560768,0.559993,0.559220,0.558446,0.557674,0.556901,0.556130,0.555359,0.554588,0.553818,0.553048,0.552279,0.551511,0.550743,0.549975,0.549208,0.548442,0.547676,0.546910,0.546145,0.545381,0.544617,0.543854,0.543091,0.542329,0.541567,0.540806,0.540045,0.539285,0.538525,0.537766,0.537008,0.536249,0.535492,0.534735,0.533978,0.533222,0.532467,0.531712,0.530957,0.530204,0.529450,0.528697,0.527945,0.527193,0.526442,0.525691,0.524941,0.524191,0.523442,0.522693,0.521945,0.521197,0.520450,0.519704,0.518958,0.518212,0.517467,0.516723,0.515979,0.515235,0.514492,0.513750,0.513008,0.512267,0.511526,0.510785,0.510046,0.509306,0.508568,0.507829,0.507092,0.506354,0.505618,0.504882,0.504146,0.503411,0.502676,0.501942,0.501209,0.500476,0.499743,0.499011,0.498280,0.497549,0.496819"
1.0LiCl,"883.000000,887.717172,892.434343,897.151515,901.868687,906.585859,911.303030,916.020202,920.737374,925.454545,930.171717,934.888889,939.606061,944.323232,949.040404,953.757576,958.474747,963.191919,967.909091,972.626263,977.343434,982.060606,986.777778,991.494949,996.212121,1000.929293,1005.646465,1010.363636,1015.080808,1019.797980,1024.515152,1029.232323,1033.949495,1038.666667,1043.383838,1048.101010,1052.818182,1057.535354,1062.252525,1066.969697,1071.686869,1076.404040,1081.121212,1085.838384,1090.555556,1095.272727,1099.989899,1104.707071,1109.424242,1114.141414,1118.858586,1123.575758,1128.292929,1133.010101,1137.727273,1142.444444,1147.161616,1151.878788,1156.595960,1161.313131,1166.030303,1170.747475,1175.464646,1180.181818,1184.898990,1189.616162,1194.333333,1199.050505,1203.767677,1208.484848,1213.202020,1217.919192,1222.636364,1227.353535,1232.070707,1236.787879,1241.505051,1246.222222,1250.939394,1255.656566,1260.373737,1265.090909,1269.808081,1274.525253,1279.242424,1283.959596,1288.676768,1293.393939,1298.111111,1302.828283,1307.545455,1312.262626,1316.979798,1321.696970,1326.414141,1331.131313,1335.848485,1340.565657,1345.282828,1350.000000","0.657589,0.655430,0.653275,0.651123,0.648975,0.646830,0.644689,0.642551,0.640417,0.638286,0.636158,0.634034,0.631913,0.629796,0.627682,0.625572,0.623465,0.621362,0.619262,0.617165,0.615072,0.612982,0.610896,0.608813,0.606734,0.604658,0.602586,0.600517,0.598451,0.596389,0.594330,0.592275,0.590223,0.588175,0.586130,0.584088,0.582050,0.580016,0.577985,0.575957,0.573933,0.571912,0.569894,0.567880,0.565870,0.563863,0.561859,0.559859,0.557862,0.555869,0.553879,0.551893,0.549910,0.547930,0.545954,0.543982,0.542013,0.540047,0.538084,0.536126,0.534170,0.532218,0.530270,0.528325,0.526383,0.524445,0.522510,0.520579,0.518651,0.516726,0.514805,0.512888,0.510974,0.509063,0.507156,0.505252,0.503352,0.501455,0.499562,0.497672,0.495785,0.493902,0.492022,0.490146,0.488273,0.486404,0.484538,0.482675,0.480816,0.478961,0.477109,0.475260,0.473415,0.471573,0.469735,0.467900,0.466068,0.464240,0.462416,0.460595"
1.0NaCl,"1073.800000,1077.094949,1080.389899,1083.684848,1086.979798,1090.274747,1093.569697,1096.864646,1100.159596,1103.454545,1106.749495,1110.044444,1113.339394,1116.634343,1119.929293,1123.224242,1126.519192,1129.814141,1133.109091,1136.404040,1139.698990,1142.993939,1146.288889,1149.583838,1152.878788,1156.173737,1159.468687,1162.763636,1166.058586,1169.353535,1172.648485,1175.943434,1179.238384,1182.533333,1185.828283,1189.123232,1192.418182,1195.713131,1199.008081,1202.303030,1205.597980,1208.892929,1212.187879,1215.482828,1218.777778,1222.072727,1225.367677,1228.662626,1231.957576,1235.252525,1238.547475,1241.842424,1245.137374,1248.432323,1251.727273,1255.022222,1258.317172,1261.612121,1264.907071,1268.202020,1271.496970,1274.791919,1278.086869,1281.381818,1284.676768,1287.971717,1291.266667,1294.561616,1297.856566,1301.151515,1304.446465,1307.741414,1311.036364,1314.331313,1317.626263,1320.921212,1324.216162,1327.511111,1330.806061,1334.101010,1337.395960,1340.690909,1343.985859,1347.280808,1350.575758,1353.870707,1357.165657,1360.460606,1363.755556,1367.050505,1370.345455,1373.640404,1376.935354,1380.230303,1383.525253,1386.820202,1390.115152,1393.410101,1396.705051,1400.000000","0.504078,0.502643,0.501209,0.499778,0.498348,0.496921,0.495495,0.494072,0.492650,0.491230,0.489813,0.488397,0.486983,0.485572,0.484162,0.482754,0.481348,0.479944,0.478542,0.477142,0.475744,0.474349,0.472954,0.471562,0.470172,0.468784,0.467398,0.466014,0.464632,0.463252,0.461873,0.460497,0.459123,0.457750,0.456380,0.455012,0.453645,0.452281,0.450918,0.449558,0.448199,0.446842,0.445488,0.444135,0.442784,0.441436,0.440089,0.438744,0.437401,0.436061,0.434722,0.433385,0.432050,0.430717,0.429386,0.428057,0.426730,0.425405,0.424082,0.422761,0.421442,0.420124,0.418809,0.417496,0.416185,0.414875,0.413568,0.412263,0.410959,0.409658,0.408358,0.407061,0.405765,0.404472,0.403180,0.401891,0.400603,0.399317,0.398034,0.396752,0.395472,0.394195,0.392919,0.391645,0.390373,0.389103,0.387835,0.386569,0.385305,0.384043,0.382783,0.381525,0.380269,0.379015,0.377763,0.376513,0.375264,0.374018,0.372774,0.371531"
1.0KCl,"1042.700000,1046.309091,1049.918182,1053.527273,1057.136364,1060.745455,1064.354545,1067.963636,1071.572727,1075.181818,1078.790909,1082.400000,1086.009091,1089.618182,1093.227273,1096.836364,1100.445455,1104.054545,1107.663636,1111.272727,1114.881818,1118.490909,1122.100000,1125.709091,1129.318182,1132.927273,1136.536364,1140.145455,1143.754545,1147.363636,1150.972727,1154.581818,1158.190909,1161.800000,1165.409091,1169.018182,1172.627273,1176.236364,1179.845455,1183.454545,1187.063636,1190.672727,1194.281818,1197.890909,1201.500000,1205.109091,1208.718182,1212.327273,1215.936364,1219.545455,1223.154545,1226.763636,1230.372727,1233.981818,1237.590909,1241.200000,1244.809091,1248.418182,1252.027273,1255.636364,1259.245455,1262.854545,1266.463636,1270.072727,1273.681818,1277.290909,1280.900000,1284.509091,1288.118182,1291.727273,1295.336364,1298.945455,1302.554545,1306.163636,1309.772727,1313.381818,1316.990909,1320.600000,1324.209091,1327.818182,1331.427273,1335.036364,1338.645455,1342.254545,1345.863636,1349.472727,1353.081818,1356.690909,1360.300000,1363.909091,1367.518182,1371.127273,1374.736364,1378.345455,1381.954545,1385.563636,1389.172727,1392.781818,1396.390909,1400.000000","0.415500,0.414122,0.412747,0.411374,0.410003,0.408634,0.407268,0.405903,0.404541,0.403182,0.401824,0.400469,0.399115,0.397764,0.396416,0.395069,0.393725,0.392383,0.391043,0.389705,0.388370,0.387037,0.385706,0.384377,0.383051,0.381726,0.380404,0.379084,0.377767,0.376451,0.375138,0.373827,0.372518,0.371212,0.369908,0.368605,0.367306,0.366008,0.364713,0.363419,0.362128,0.360840,0.359553,0.358269,0.356987,0.355707,0.354429,0.353154,0.351881,0.350610,0.349341,0.348074,0.346810,0.345548,0.344288,0.343030,0.341775,0.340522,0.339271,0.338022,0.336775,0.335531,0.334289,0.333049,0.331811,0.330576,0.329343,0.328112,0.326883,0.325656,0.324432,0.323210,0.321990,0.320772,0.319557,0.318344,0.317133,0.315924,0.314717,0.313513,0.312311,0.311111,0.309913,0.308718,0.307525,0.306334,0.305145,0.303958,0.302774,0.301592,0.300412,0.299234,0.298059,0.296886,0.295715,0.294546,0.293379,0.292215,0.291053,0.289893"
1.0MgCl2,"987.000000,991.171717,995.343434,999.515152,1003.686869,1007.858586,1012.030303,1016.202020,1020.373737,1024.545455,1028.717172,1032.888889,1037.060606,1041.232323,1045.404040,1049.575758,1053.747475,1057.919192,1062.090909,1066.262626,1070.434343,1074.606061,1078.777778,1082.949495,1087.121212,1091.292929,1095.464646,1099.636364,1103.808081,1107.979798,1112.151515,1116.323232,1120.494949,1124.666667,1128.838384,1133.010101,1137.181818,1141.353535,1145.525253,1149.696970,1153.868687,1158.040404,1162.212121,1166.383838,1170.555556,1174.727273,1178.898990,1183.070707,1187.242424,1191.414141,1195.585859,1199.757576,1203.929293,1208.101010,1212.272727,1216.444444,1220.616162,1224.787879,1228.959596,1233.131313,1237.303030,1241.474747,1245.646465,1249.818182,1253.989899,1258.161616,1262.333333,1266.505051,1270.676768,1274.848485,1279.020202,1283.191919,1287.363636,1291.535354,1295.707071,1299.878788,1304.050505,1308.222222,1312.393939,1316.565657,1320.737374,1324.909091,1329.080808,1333.252525,1337.424242,1341.595960,1345.767677,1349.939394,1354.111111,1358.282828,1362.454545,1366.626263,1370.797980,1374.969697,1379.141414,1383.313131,1387.484848,1391.656566,1395.828283,1400.000000","0.545874,0.545485,0.545095,0.544706,0.544317,0.543928,0.543538,0.543149,0.542760,0.542371,0.541981,0.541592,0.541203,0.540813,0.540424,0.540035,0.539646,0.539256,0.538867,0.538478,0.538089,0.537699,0.537310,0.536921,0.536532,0.536142,0.535753,0.535364,0.534975,0.534585,0.534196,0.533807,0.533418,0.533028,0.532639,0.532250,0.531861,0.531471,0.531082,0.530693,0.530303,0.529914,0.529525,0.529136,0.528746,0.528357,0.527968,0.527579,0.527189,0.526800,0.526411,0.526022,0.525632,0.525243,0.524854,0.524465,0.524075,0.523686,0.523297,0.522908,0.522518,0.522129,0.521740,0.521350,0.520961,0.520572,0.520183,0.519793,0.519404,0.519015,0.518626,0.518236,0.517847,0.517458,0.517069,0.516679,0.516290,0.515901,0.515512,0.515122,0.514733,0.514344,0.513955,0.513565,0.513176,0.512787,0.512397,0.512008,0.511619,0.511230,0.510840,0.510451,0.510062,0.509673,0.509283,0.508894,0.508505,0.508116,0.507726,0.507337"
1.0CaCl2,"1045.000000,1047.575758,1050.151515,1052.727273,1055.303030,1057.878788,1060.454545,1063.030303,1065.606061,1068.181818,1070.757576,1073.333333,1075.909091,1078.484848,1081.060606,1083.636364,1086.212121,1088.787879,1091.363636,1093.939394,1096.515152,1099.090909,1101.666667,1104.242424,1106.818182,1109.393939,1111.969697,1114.545455,1117.121212,1119.696970,1122.272727,1124.848485,1127.424242,1130.000000,1132.575758,1135.151515,1137.727273,1140.303030,1142.878788,1145.454545,1148.030303,1150.606061,1153.181818,1155.757576,1158.333333,1160.909091,1163.484848,1166.060606,1168.636364,1171.212121,1173.787879,1176.363636,1178.939394,1181.515152,1184.090909,1186.666667,1189.242424,1191.818182,1194.393939,1196.969697,1199.545455,1202.121212,1204.696970,1207.272727,1209.848485,1212.424242,1215.000000,1217.575758,1220.151515,1222.727273,1225.303030,1227.878788,1230.454545,1233.030303,1235.606061,1238.181818,1240.757576,1243.333333,1245.909091,1248.484848,1251.060606,1253.636364,1256.212121,1258.787879,1261.363636,1263.939394,1266.515152,1269.090909,1271.666667,1274.242424,1276.818182,1279.393939,1281.969697,1284.545455,1287.121212,1289.696970,1292.272727,1294.848485,1297.424242,1300.000000","0.373111,0.372916,0.372722,0.372527,0.372332,0.372137,0.371943,0.371748,0.371553,0.371359,0.371164,0.370969,0.370775,0.370580,0.370385,0.370190,0.369996,0.369801,0.369606,0.369412,0.369217,0.369022,0.368828,0.368633,0.368438,0.368243,0.368049,0.367854,0.367659,0.367465,0.367270,0.367075,0.366881,0.366686,0.366491,0.366296,0.366102,0.365907,0.365712,0.365518,0.365323,0.365128,0.364934,0.364739,0.364544,0.364350,0.364155,0.363960,0.363765,0.363571,0.363376,0.363181,0.362987,0.362792,0.362597,0.362403,0.362208,0.362013,0.361818,0.361624,0.361429,0.361234,0.361040,0.360845,0.360650,0.360456,0.360261,0.360066,0.359871,0.359677,0.359482,0.359287,0.359093,0.358898,0.358703,0.358509,0.358314,0.358119,0.357925,0.357730,0.357535,0.357340,0.357146,0.356951,0.356756,0.356562,0.356367,0.356172,0.355978,0.355783,0.355588,0.355393,0.355199,0.355004,0.354809,0.354615,0.354420,0.354225,0.354031,0.353836"
1.0SrCl2,"1146.000000,1147.555556,1149.111111,1150.666667,1152.222222,1153.777778,1155.333333,1156.888889,1158.444444,1160.000000,1161.555556,1163.111111,1164.666667,1166.222222,1167.777778,1169.333333,1170.888889,1172.444444,1174.000000,1175.555556,1177.111111,1178.666667,1180.222222,1181.777778,1183.333333,1184.888889,1186.444444,1188.000000,1189.555556,1191.111111,1192.666667,1194.222222,1195.777778,1197.333333,1198.888889,1200.444444,1202.000000,1203.555556,1205.111111,1206.666667,1208.222222,1209.777778,1211.333333,1212.888889,1214.444444,1216.000000,1217.555556,1219.111111,1220.666667,1222.222222,1223.777778,1225.333333,1226.888889,1228.444444,1230.000000,1231.555556,1233.111111,1234.666667,1236.222222,1237.777778,1239.333333,1240.888889,1242.444444,1244.000000,1245.555556,1247.111111,1248.666667,1250.222222,1251.777778,1253.333333,1254.888889,1256.444444,1258.000000,1259.555556,1261.111111,1262.666667,1264.222222,1265.777778,1267.333333,1268.888889,1270.444444,1272.000000,1273.555556,1275.111111,1276.666667,1278.222222,1279.777778,1281.333333,1282.888889,1284.444444,1286.000000,1287.555556,1289.111111,1290.666667,1292.222222,1293.777778,1295.333333,1296.888889,1298.444444,1300.000000","0.573863,0.573674,0.573485,0.573296,0.573107,0.572917,0.572728,0.572539,0.572350,0.572161,0.571972,0.571782,0.571593,0.571404,0.571215,0.571026,0.570837,0.570647,0.570458,0.570269,0.570080,0.569891,0.569702,0.569513,0.569323,0.569134,0.568945,0.568756,0.568567,0.568378,0.568188,0.567999,0.567810,0.567621,0.567432,0.567243,0.567053,0.566864,0.566675,0.566486,0.566297,0.566108,0.565918,0.565729,0.565540,0.565351,0.565162,0.564973,0.564783,0.564594,0.564405,0.564216,0.564027,0.563838,0.563648,0.563459,0.563270,0.563081,0.562892,0.562703,0.562513,0.562324,0.562135,0.561946,0.561757,0.561568,0.561378,0.561189,0.561000,0.560811,0.560622,0.560433,0.560243,0.560054,0.559865,0.559676,0.559487,0.559298,0.559108,0.558919,0.558730,0.558541,0.558352,0.558163,0.557973,0.557784,0.557595,0.557406,0.557217,0.557028,0.556838,0.556649,0.556460,0.556271,0.556082,0.555893,0.555704,0.555514,0.555325,0.555136"
0.6LiF-0.4NaF,"930.000000,932.727273,935.454545,938.181818,940.909091,943.636364,946.363636,949.090909,951.818182,954.545455,957.272727,960.000000,962.727273,965.454545,968.181818,970.909091,973.636364,976.363636,979.090909,981.818182,984.545455,987.272727,990.000000,992.727273,995.454545,998.181818,1000.909091,1003.636364,1006.363636,1009.090909,1011.818182,1014.545455,1017.272727,1020.000000,1022.727273,1025.454545,1028.181818,1030.909091,1033.636364,1036.363636,1039.090909,1041.818182,1044.545455,1047.272727,1050.000000,1052.727273,1055.454545,1058.181818,1060.909091,1063.636364,1066.363636,1069.090909,1071.818182,1074.545455,1077.272727,1080.000000,1082.727273,1085.454545,1088.181818,1090.909091,1093.636364,1096.363636,1099.090909,1101.818182,1104.545455,1107.272727,1110.000000,1112.727273,1115.454545,1118.181818,1120.909091,1123.636364,1126.363636,1129.090909,1131.818182,1134.545455,1137.272727,1140.000000,1142.727273,1145.454545,1148.181818,1150.909091,1153.636364,1156.363636,1159.090909,1161.818182,1164.545455,1167.272727,1170.000000,1172.727273,1175.454545,1178.181818,1180.909091,1183.636364,1186.363636,1189.090909,1191.818182,1194.545455,1197.272727,1200.000000","0.791122,0.789643,0.788165,0.786688,0.785213,0.783739,0.782266,0.780794,0.779324,0.777855,0.776388,0.774922,0.773457,0.771994,0.770532,0.769071,0.767611,0.766153,0.764696,0.763241,0.761787,0.760334,0.758883,0.757432,0.755984,0.754536,0.753090,0.751645,0.750202,0.748759,0.747319,0.745879,0.744441,0.743004,0.741569,0.740134,0.738702,0.737270,0.735840,0.734411,0.732983,0.731557,0.730132,0.728709,0.727287,0.725866,0.724446,0.723028,0.721611,0.720195,0.718781,0.717368,0.715957,0.714546,0.713138,0.711730,0.710324,0.708919,0.707515,0.706113,0.704712,0.703312,0.701914,0.700517,0.699122,0.697727,0.696334,0.694943,0.693552,0.692163,0.690776,0.689390,0.688005,0.686621,0.685239,0.683858,0.682478,0.681100,0.679723,0.678347,0.676973,0.675600,0.674228,0.672858,0.671489,0.670121,0.668755,0.667390,0.666026,0.664664,0.663303,0.661943,0.660584,0.659227,0.657872,0.656517,0.655164,0.653813,0.652462,0.651113"
