Salt,Temperatures_K,Thermal_Conductivity_W_mK
0.42KF-0.465LiF-0.115NaF,"735.000000,740.707071,746.414141,752.121212,757.828283,763.535354,769.242424,774.949495,780.656566,786.363636,792.070707,797.777778,803.484848,809.191919,814.898990,820.606061,826.313131,832.020202,837.727273,843.434343,849.141414,854.848485,860.555556,866.262626,871.969697,877.676768,883.383838,889.090909,894.797980,900.505051,906.212121,911.919192,917.626263,923.333333,929.040404,934.747475,940.454545,946.161616,951.868687,957.575758,963.282828,968.989899,974.696970,980.404040,986.111111,991.818182,997.525253,1003.232323,1008.939394,1014.646465,1020.353535,1026.060606,1031.767677,1037.474747,1043.181818,1048.888889,1054.595960,1060.303030,1066.010101,1071.717172,1077.424242,1083.131313,1088.838384,1094.545455,1100.252525,1105.959596,1111.666667,1117.373737,1123.080808,1128.787879,1134.494949,1140.202020,1145.909091,1151.616162,1157.323232,1163.030303,1168.737374,1174.444444,1180.151515,1185.858586,1191.565657,1197.272727,1202.979798,1208.686869,1214.393939,1220.101010,1225.808081,1231.515152,1237.222222,1242.929293,1248.636364,1254.343434,1260.050505,1265.757576,1271.464646,1277.171717,1282.878788,1288.585859,1294.292929,1300.000000","0.835736,0.832852,0.829970,0.827091,0.824216,0.821343,0.818473,0.815606,0.812742,0.809881,0.807022,0.804167,0.801315,0.798465,0.795619,0.792775,0.789934,0.787096,0.784262,0.781430,0.778601,0.775775,0.772951,0.770131,0.767314,0.764499,0.761688,0.758879,0.756074,0.753271,0.750471,0.747674,0.744880,0.742089,0.739301,0.736516,0.733734,0.730954,0.728178,0.725404,0.722634,0.719866,0.717101,0.714339,0.711580,0.708824,0.706071,0.703321,0.700574,0.697830,0.695088,0.692350,0.689614,0.686882,0.684152,0.681425,0.678701,0.675980,0.673262,0.670547,0.667835,0.665126,0.662420,0.659716,0.657016,0.654318,0.651623,0.648932,0.646243,0.643557,0.640874,0.638194,0.635517,0.632843,0.630171,0.627503,0.624838,0.622175,0.619516,0.616859,0.614205,0.611554,0.608906,0.606261,0.603619,0.600980,0.598344,0.595711,0.593080,0.590453,0.587828,0.585207,0.582588,0.579972,0.577359,0.574749,0.572142,0.569538,0.566937,0.564339"
0.59KF-0.065MgF2-0.345NaF,"958.000000,961.454545,964.909091,968.363636,971.818182,975.272727,978.727273,982.181818,985.636364,989.090909,992.545455,996.000000,999.454545,1002.909091,1006.363636,1009.818182,1013.272727,1016.727273,1020.181818,1023.636364,1027.090909,1030.545455,1034.000000,1037.454545,1040.909091,1044.363636,1047.818182,1051.272727,1054.727273,1058.181818,1061.636364,1065.090909,1068.545455,1072.000000,1075.454545,1078.909091,1082.363636,1085.818182,1089.272727,1092.727273,1096.181818,1099.636364,1103.090909,1106.545455,1110.000000,1113.454545,1116.909091,1120.363636,1123.818182,1127.272727,1130.727273,1134.181818,1137.636364,1141.090909,1144.545455,1148.000000,1151.454545,1154.909091,1158.363636,1161.818182,1165.272727,1168.727273,1172.181818,1175.636364,1179.090909,1182.545455,1186.000000,1189.454545,1192.909091,1196.363636,1199.818182,1203.272727,1206.727273,1210.181818,1213.636364,1217.090909,1220.545455,1224.000000,1227.454545,1230.909091,1234.363636,1237.818182,1241.272727,1244.727273,1248.181818,1251.636364,1255.090909,1258.545455,1262.000000,1265.454545,1268.909091,1272.363636,1275.818182,1279.272727,1282.727273,1286.181818,1289.636364,1293.090909,1296.545455,1300.000000","0.496583,0.495344,0.494107,0.492870,0.491636,0.490402,0.489170,0.487939,0.486710,0.485482,0.484255,0.483030,0.481806,0.480583,0.479362,0.478142,0.476923,0.475706,0.474490,0.473276,0.472063,0.470851,0.469641,0.468432,0.467224,0.466018,0.464813,0.463610,0.462408,0.461207,0.460007,0.458809,0.457613,0.456418,0.455224,0.454031,0.452840,0.451650,0.450462,0.449275,0.448089,0.446905,0.445722,0.444541,0.443361,0.442182,0.441005,0.439829,0.438654,0.437481,0.436310,0.435139,0.433970,0.432803,0.431637,0.430472,0.429309,0.428147,0.426986,0.425827,0.424669,0.423513,0.422358,0.421204,0.420052,0.418902,0.417752,0.416604,0.415458,0.414313,0.413169,0.412027,0.410886,0.409746,0.408608,0.407472,0.406336,0.405203,0.404070,0.402939,0.401810,0.400681,0.399555,0.398429,0.397306,0.396183,0.395062,0.393942,0.392824,0.391707,0.390592,0.389478,0.388366,0.387255,0.386145,0.385037,0.383930,0.382825,0.381721,0.380618"
0.22KCl-0.45MgCl2-0.33NaCl,"658.150000,664.633333,671.116667,677.600000,684.083333,690.566667,697.050000,703.533333,710.016667,716.500000,722.983333,729.466667,735.950000,742.433333,748.916667,755.400000,761.883333,768.366667,774.850000,781.333333,787.816667,794.300000,800.783333,807.266667,813.750000,820.233333,826.716667,833.200000,839.683333,846.166667,852.650000,859.133333,865.616667,872.100000,878.583333,885.066667,891.550000,898.033333,904.516667,911.000000,917.483333,923.966667,930.450000,936.933333,943.416667,949.900000,956.383333,962.866667,969.350000,975.833333,982.316667,988.800000,995.283333,1001.766667,1008.250000,1014.733333,1021.216667,1027.700000,1034.183333,1040.666667,1047.150000,1053.633333,1060.116667,1066.600000,1073.083333,1079.566667,1086.050000,1092.533333,1099.016667,1105.500000,1111.983333,1118.466667,1124.950000,1131.433333,1137.916667,1144.400000,1150.883333,1157.366667,1163.850000,1170.333333,1176.816667,1183.300000,1189.783333,1196.266667,1202.750000,1209.233333,1215.716667,1222.200000,1228.683333,1235.166667,1241.650000,1248.133333,1254.616667,1261.100000,1267.583333,1274.066667,1280.550000,1287.033333,1293.516667,1300.000000","0.371572,0.370295,0.369017,0.367737,0.366456,0.365174,0.363890,0.362605,0.361319,0.360032,0.358743,0.357453,0.356162,0.354869,0.353576,0.352281,0.350985,0.349687,0.348389,0.347089,0.345788,0.344486,0.343183,0.341878,0.340573,0.339266,0.337958,0.336649,0.335339,0.334028,0.332715,0.331402,0.330087,0.328771,0.327455,0.326137,0.324818,0.323498,0.322177,0.320856,0.319533,0.318209,0.316884,0.315558,0.314231,0.312904,0.311575,0.310246,0.308915,0.307584,0.306252,0.304919,0.303585,0.302250,0.300915,0.299579,0.298242,0.296904,0.295565,0.294226,0.292886,0.291545,0.290204,0.288862,0.287519,0.286176,0.284832,0.283488,0.282143,0.280798,0.279451,0.278105,0.276758,0.275410,0.274063,0.272714,0.271365,0.270016,0.268667,0.267317,0.265967,0.264617,0.263266,0.261915,0.260564,0.259213,0.257861,0.256510,0.255158,0.253806,0.252454,0.251102,0.249750,0.248399,0.247047,0.245695,0.244343,0.242992,0.241640,0.240289"
0.41KCl-0.38MgCl2-0.21NaCl,"660.150000,666.613131,673.076263,679.539394,686.002525,692.465657,698.928788,705.391919,711.855051,718.318182,724.781313,731.244444,737.707576,744.170707,750.633838,757.096970,763.560101,770.023232,776.486364,782.949495,789.412626,795.875758,802.338889,808.802020,815.265152,821.728283,828.191414,834.654545,841.117677,847.580808,854.043939,860.507071,866.970202,873.433333,879.896465,886.359596,892.822727,899.285859,905.748990,912.212121,918.675253,925.138384,931.601515,938.064646,944.527778,950.990909,957.454040,963.917172,970.380303,976.843434,983.306566,989.769697,996.232828,1002.695960,1009.159091,1015.622222,1022.085354,1028.548485,1035.011616,1041.474747,1047.937879,1054.401010,1060.864141,1067.327273,1073.790404,1080.253535,1086.716667,1093.179798,1099.642929,1106.106061,1112.569192,1119.032323,1125.495455,1131.958586,1138.421717,1144.884848,1151.347980,1157.811111,1164.274242,1170.737374,1177.200505,1183.663636,1190.126768,1196.589899,1203.053030,1209.516162,1215.979293,1222.442424,1228.905556,1235.368687,1241.831818,1248.294949,1254.758081,1261.221212,1267.684343,1274.147475,1280.610606,1287.073737,1293.536869,1300.000000","0.377397,0.375984,0.374569,0.373154,0.371738,0.370321,0.368903,0.367485,0.366065,0.364645,0.363224,0.361802,0.360380,0.358957,0.357533,0.356108,0.354683,0.353257,0.351831,0.350403,0.348976,0.347547,0.346118,0.344688,0.343258,0.341827,0.340396,0.338964,0.337532,0.336099,0.334666,0.333232,0.331798,0.330363,0.328928,0.327493,0.326057,0.324621,0.323185,0.321748,0.320311,0.318873,0.317436,0.315998,0.314560,0.313122,0.311684,0.310245,0.308807,0.307368,0.305929,0.304490,0.303051,0.301613,0.300174,0.298735,0.297296,0.295857,0.294419,0.292980,0.291542,0.290103,0.288665,0.287228,0.285790,0.284353,0.282916,0.281479,0.280042,0.278606,0.277171,0.275736,0.274301,0.272867,0.271433,0.269999,0.268567,0.267134,0.265703,0.264272,0.262842,0.261412,0.259983,0.258555,0.257128,0.255701,0.254275,0.252851,0.251427,0.250003,0.248581,0.247160,0.245740,0.244321,0.242903,0.241486,0.240070,0.238655,0.237242,0.235830"
0.525CaCl2-0.058KCl-0.417NaCl,"769.450000,774.809091,780.168182,785.527273,790.886364,796.245455,801.604545,806.963636,812.322727,817.681818,823.040909,828.400000,833.759091,839.118182,844.477273,849.836364,855.195455,860.554545,865.913636,871.272727,876.631818,881.990909,887.350000,892.709091,898.068182,903.427273,908.786364,914.145455,919.504545,924.863636,930.222727,935.581818,940.940909,946.300000,951.659091,957.018182,962.377273,967.736364,973.095455,978.454545,983.813636,989.172727,994.531818,999.890909,1005.250000,1010.609091,1015.968182,1021.327273,1026.686364,1032.045455,1037.404545,1042.763636,1048.122727,1053.481818,1058.840909,1064.200000,1069.559091,1074.918182,1080.277273,1085.636364,1090.995455,1096.354545,1101.713636,1107.072727,1112.431818,1117.790909,1123.150000,1128.509091,1133.868182,1139.227273,1144.586364,1149.945455,1155.304545,1160.663636,1166.022727,1171.381818,1176.740909,1182.100000,1187.459091,1192.818182,1198.177273,1203.536364,1208.895455,1214.254545,1219.613636,1224.972727,1230.331818,1235.690909,1241.050000,1246.409091,1251.768182,1257.127273,1262.486364,1267.845455,1273.204545,1278.563636,1283.922727,1289.281818,1294.640909,1300.000000","0.388029,0.387077,0.386123,0.385168,0.384211,0.383254,0.382294,0.381334,0.380372,0.379409,0.378445,0.377480,0.376513,0.375544,0.374575,0.373604,0.372632,0.371658,0.370683,0.369707,0.368729,0.367751,0.366770,0.365789,0.364806,0.363822,0.362837,0.361850,0.360862,0.359872,0.358882,0.357890,0.356896,0.355902,0.354906,0.353908,0.352910,0.351910,0.350909,0.349906,0.348902,0.347897,0.346891,0.345883,0.344874,0.343864,0.342852,0.341839,0.340825,0.339810,0.338793,0.337775,0.336756,0.335735,0.334713,0.333690,0.332666,0.331640,0.330613,0.329585,0.328556,0.327525,0.326493,0.325460,0.324426,0.323390,0.322353,0.321315,0.320276,0.319236,0.318194,0.317151,0.316107,0.315062,0.314016,0.312968,0.311919,0.310869,0.309818,0.308766,0.307712,0.306658,0.305602,0.304545,0.303487,0.302428,0.301368,0.300307,0.299245,0.298181,0.297116,0.296051,0.294984,0.293916,0.292848,0.291778,0.290707,0.289635,0.288562,0.287488"
1.0ThF4,"1384.000000,1383.151515,1382.303030,1381.454545,1380.606061,1379.757576,1378.909091,1378.060606,1377.212121,1376.363636,1375.515152,1374.666667,1373.818182,1372.969697,1372.121212,1371.272727,1370.424242,1369.575758,1368.727273,1367.878788,1367.030303,1366.181818,1365.333333,1364.484848,1363.636364,1362.787879,1361.939394,1361.090909,1360.242424,1359.393939,1358.545455,1357.696970,1356.848485,1356.000000,1355.151515,1354.303030,1353.454545,1352.606061,1351.757576,1350.909091,1350.060606,1349.212121,1348.363636,1347.515152,1346.666667,1345.818182,1344.969697,1344.121212,1343.272727,1342.424242,1341.575758,1340.727273,1339.878788,1339.030303,1338.181818,1337.333333,1336.484848,1335.636364,1334.787879,1333.939394,1333.090909,1332.242424,1331.393939,1330.545455,1329.696970,1328.848485,1328.000000,1327.151515,1326.303030,1325.454545,1324.606061,1323.757576,1322.909091,1322.060606,1321.212121,1320.363636,1319.515152,1318.666667,1317.818182,1316.969697,1316.121212,1315.272727,1314.424242,1313.575758,1312.727273,1311.878788,1311.030303,1310.181818,1309.333333,1308.484848,1307.636364,1306.787879,1305.939394,1305.090909,1304.242424,1303.393939,1302.545455,1301.696970,1300.848485,1300.000000","0.349709,0.349747,0.349786,0.349824,0.349863,0.349902,0.349940,0.349979,0.350017,0.350056,0.350094,0.350133,0.350171,0.350210,0.350248,0.350287,0.350325,0.350364,0.350402,0.350441,0.350480,0.350518,0.350557,0.350595,0.350634,0.350672,0.350711,0.350749,0.350788,0.350826,0.350865,0.350903,0.350942,0.350980,0.351019,0.351058,0.351096,0.351135,0.351173,0.351212,0.351250,0.351289,0.351327,0.351366,0.351404,0.351443,0.351481,0.351520,0.351558,0.351597,0.351636,0.351674,0.351713,0.351751,0.351790,0.351828,0.351867,0.351905,0.351944,0.351982,0.352021,0.352059,0.352098,0.352137,0.352175,0.352214,0.352252,0.352291,0.352329,0.352368,0.352406,0.352445,0.352483,0.352522,0.352560,0.352599,0.352637,0.352676,0.352715,0.352753,0.352792,0.352830,0.352869,0.352907,0.352946,0.352984,0.353023,0.353061,0.353100,0.353138,0.353177,0.353215,0.353254,0.353293,0.353331,0.353370,0.353408,0.353447,0.353485,0.353524"
1.0UF4,"1309.000000,1311.939394,1314.878788,1317.818182,1320.757576,1323.696970,1326.636364,1329.575758,1332.515152,1335.454545,1338.393939,1341.333333,1344.272727,1347.212121,1350.151515,1353.090909,1356.030303,1358.969697,1361.909091,1364.848485,1367.787879,1370.727273,1373.666667,1376.606061,1379.545455,1382.484848,1385.424242,1388.363636,1391.303030,1394.242424,1397.181818,1400.121212,1403.060606,1406.000000,1408.939394,1411.878788,1414.818182,1417.757576,1420.696970,1423.636364,1426.575758,1429.515152,1432.454545,1435.393939,1438.333333,1441.272727,1444.212121,1447.151515,1450.090909,1453.030303,1455.969697,1458.909091,1461.848485,1464.787879,1467.727273,1470.666667,1473.606061,1476.545455,1479.484848,1482.424242,1485.363636,1488.303030,1491.242424,1494.181818,1497.121212,1500.060606,1503.000000,1505.939394,1508.878788,1511.818182,1514.757576,1517.696970,1520.636364,1523.575758,1526.515152,1529.454545,1532.393939,1535.333333,1538.272727,1541.212121,1544.151515,1547.090909,1550.030303,1552.969697,1555.909091,1558.848485,1561.787879,1564.727273,1567.666667,1570.606061,1573.545455,1576.484848,1579.424242,1582.363636,1585.303030,1588.242424,1591.181818,1594.121212,1597.060606,1600.000000","0.286033,0.285932,0.285831,0.285729,0.285628,0.285527,0.285426,0.285324,0.285223,0.285122,0.285021,0.284919,0.284818,0.284717,0.284616,0.284514,0.284413,0.284312,0.284211,0.284109,0.284008,0.283907,0.283806,0.283704,0.283603,0.283502,0.283401,0.283299,0.283198,0.283097,0.282996,0.282894,0.282793,0.282692,0.282591,0.282489,0.282388,0.282287,0.282186,0.282084,0.281983,0.281882,0.281781,0.281680,0.281578,0.281477,0.281376,0.281275,0.281173,0.281072,0.280971,0.280870,0.280768,0.280667,0.280566,0.280465,0.280363,0.280262,0.280161,0.280060,0.279958,0.279857,0.279756,0.279655,0.279553,0.279452,0.279351,0.279250,0.279148,0.279047,0.278946,0.278845,0.278743,0.278642,0.278541,0.278440,0.278338,0.278237,0.278136,0.278035,0.277933,0.277832,0.277731,0.277630,0.277528,0.277427,0.277326,0.277225,0.277123,0.277022,0.276921,0.276820,0.276718,0.276617,0.276516,0.276415,0.276313,0.276212,0.276111,0.276010"
0.64NaCl-0.36UCl3,"784.150000,788.350505,792.551010,796.751515,800.952020,805.152525,809.353030,813.553535,817.754040,821.954545,826.155051,830.355556,834.556061,838.756566,842.957071,847.157576,851.358081,855.558586,859.759091,863.959596,868.160101,872.360606,876.561111,880.761616,884.962121,889.162626,893.363131,897.563636,901.764141,905.964646,910.165152,914.365657,918.566162,922.766667,926.967172,931.167677,935.368182,939.568687,943.769192,947.969697,952.170202,956.370707,960.571212,964.771717,968.972222,973.172727,977.373232,981.573737,985.774242,989.974747,994.175253,998.375758,1002.576263,1006.776768,1010.977273,1015.177778,1019.378283,1023.578788,1027.779293,1031.979798,1036.180303,1040.380808,1044.581313,1048.781818,1052.982323,1057.182828,1061.383333,1065.583838,1069.784343,1073.984848,1078.185354,1082.385859,1086.586364,1090.786869,1094.987374,1099.187879,1103.388384,1107.588889,1111.789394,1115.989899,1120.190404,1124.390909,1128.591414,1132.791919,1136.992424,1141.192929,1145.393434,1149.593939,1153.794444,1157.994949,1162.195455,1166.395960,1170.596465,1174.796970,1178.997475,1183.197980,1187.398485,1191.598990,1195.799495,1200.000000","0.266360,0.265815,0.265269,0.264722,0.264176,0.263629,0.263082,0.262535,0.261988,0.261440,0.260893,0.260345,0.259797,0.259248,0.258700,0.258151,0.257602,0.257053,0.256504,0.255954,0.255405,0.254855,0.254305,0.253755,0.253204,0.252654,0.252103,0.251552,0.251001,0.250449,0.249898,0.249346,0.248794,0.248242,0.247689,0.247137,0.246584,0.246031,0.245478,0.244925,0.244371,0.243818,0.243264,0.242710,0.242156,0.241602,0.241047,0.240492,0.239937,0.239382,0.238827,0.238272,0.237716,0.237160,0.236605,0.236048,0.235492,0.234936,0.234379,0.233822,0.233265,0.232708,0.232151,0.231594,0.231036,0.230478,0.229920,0.229362,0.228804,0.228245,0.227687,0.227128,0.226569,0.226010,0.225451,0.224892,0.224332,0.223772,0.223213,0.222653,0.222093,0.221532,0.220972,0.220411,0.219851,0.219290,0.218729,0.218168,0.217607,0.217045,0.216484,0.215922,0.215360,0.214798,0.214236,0.213674,0.213112,0.212549,0.211987,0.211424"
0.63NaCl-0.37UCl3,"784.150000,788.350505,792.551010,796.751515,800.952020,805.152525,809.353030,813.553535,817.754040,821.954545,826.155051,830.355556,834.556061,838.756566,842.957071,847.157576,851.358081,855.558586,859.759091,863.959596,868.160101,872.360606,876.561111,880.761616,884.962121,889.162626,893.363131,897.563636,901.764141,905.964646,910.165152,914.365657,918.566162,922.766667,926.967172,931.167677,935.368182,939.568687,943.769192,947.969697,952.170202,956.370707,960.571212,964.771717,968.972222,973.172727,977.373232,981.573737,985.774242,989.974747,994.175253,998.375758,1002.576263,1006.776768,1010.977273,1015.177778,1019.378283,1023.578788,1027.779293,1031.979798,1036.180303,1040.380808,1044.581313,1048.781818,1052.982323,1057.182828,1061.383333,1065.583838,1069.784343,1073.984848,1078.185354,1082.385859,1086.586364,1090.786869,1094.987374,1099.187879,1103.388384,1107.588889,1111.789394,1115.989899,1120.190404,1124.390909,1128.591414,1132.791919,1136.992424,1141.192929,1145.393434,1149.593939,1153.794444,1157.994949,1162.195455,1166.395960,1170.596465,1174.796970,1178.997475,1183.197980,1187.398485,1191.598990,1195.799495,1200.000000","0.265271,0.264733,0.264194,0.263656,0.263117,0.262578,0.262038,0.261499,0.260959,0.260419,0.259879,0.259338,0.258798,0.258257,0.257716,0.257175,0.256633,0.256092,0.255550,0.255008,0.254466,0.253923,0.253380,0.252838,0.252294,0.251751,0.251208,0.250664,0.250120,0.249576,0.249032,0.248487,0.247942,0.247397,0.246852,0.246307,0.245761,0.245216,0.244670,0.244124,0.243577,0.243031,0.242484,0.241937,0.241390,0.240843,0.240295,0.239748,0.239200,0.238652,0.238103,0.237555,0.237006,0.236457,0.235908,0.235359,0.234810,0.234260,0.233711,0.233161,0.232610,0.232060,0.231510,0.230959,0.230408,0.229857,0.229306,0.228754,0.228203,0.227651,0.227099,0.226547,0.225995,0.225442,0.224890,0.224337,0.223784,0.223231,0.222677,0.222124,0.221570,0.221016,0.220462,0.219908,0.219354,0.218800,0.218245,0.217690,0.217135,0.216580,0.216025,0.215470,0.214914,0.214358,0.213802,0.213246,0.212690,0.212134,0.211577,0.211021"
0.658NaCl-0.342UCl3,"784.150000,789.360606,794.571212,799.781818,804.992424,810.203030,815.413636,820.624242,825.834848,831.045455,836.256061,841.466667,846.677273,851.887879,857.098485,862.309091,867.519697,872.730303,877.940909,883.151515,888.362121,893.572727,898.783333,903.993939,909.204545,914.415152,919.625758,924.836364,930.046970,935.257576,940.468182,945.678788,950.889394,956.100000,961.310606,966.521212,971.731818,976.942424,982.153030,987.363636,992.574242,997.784848,1002.995455,1008.206061,1013.416667,1018.627273,1023.837879,1029.048485,1034.259091,1039.469697,1044.680303,1049.890909,1055.101515,1060.312121,1065.522727,1070.733333,1075.943939,1081.154545,1086.365152,1091.575758,1096.786364,1101.996970,1107.207576,1112.418182,1117.628788,1122.839394,1128.050000,1133.260606,1138.471212,1143.681818,1148.892424,1154.103030,1159.313636,1164.524242,1169.734848,1174.945455,1180.156061,1185.366667,1190.577273,1195.787879,1200.998485,1206.209091,1211.419697,1216.630303,1221.840909,1227.051515,1232.262121,1237.472727,1242.683333,1247.893939,1253.104545,1258.315152,1263.525758,1268.736364,1273.946970,1279.157576,1284.368182,1289.578788,1294.789394,1300.000000","0.268417,0.267722,0.267027,0.266332,0.265636,0.264940,0.264244,0.263548,0.262851,0.262154,0.261457,0.260759,0.260062,0.259364,0.258665,0.257967,0.257268,0.256569,0.255869,0.255170,0.254470,0.253770,0.253070,0.252369,0.251668,0.250967,0.250266,0.249564,0.248862,0.248160,0.247458,0.246755,0.246052,0.245349,0.244646,0.243943,0.243239,0.242535,0.241831,0.241126,0.240422,0.239717,0.239012,0.238306,0.237601,0.236895,0.236189,0.235483,0.234776,0.234070,0.233363,0.232656,0.231949,0.231241,0.230534,0.229826,0.229118,0.228410,0.227702,0.226993,0.226284,0.225575,0.224866,0.224157,0.223447,0.222738,0.222028,0.221318,0.220608,0.219898,0.219187,0.218477,0.217766,0.217055,0.216344,0.215633,0.214921,0.214210,0.213498,0.212786,0.212074,0.211362,0.210650,0.209938,0.209226,0.208513,0.207800,0.207088,0.206375,0.205662,0.204949,0.204236,0.203522,0.202809,0.202096,0.201382,0.200668,0.199955,0.199241,0.198527"
0.5454LiF-0.3636NaF-0.091UF4,"923.000000,926.808081,930.616162,934.424242,938.232323,942.040404,945.848485,949.656566,953.464646,957.272727,961.080808,964.888889,968.696970,972.505051,976.313131,980.121212,983.929293,987.737374,991.545455,995.353535,999.161616,1002.969697,1006.777778,1010.585859,1014.393939,1018.202020,1022.010101,1025.818182,1029.626263,1033.434343,1037.242424,1041.050505,1044.858586,1048.666667,1052.474747,1056.282828,1060.090909,1063.898990,1067.707071,1071.515152,1075.323232,1079.131313,1082.939394,1086.747475,1090.555556,1094.363636,1098.171717,1101.979798,1105.787879,1109.595960,1113.404040,1117.212121,1121.020202,1124.828283,1128.636364,1132.444444,1136.252525,1140.060606,1143.868687,1147.676768,1151.484848,1155.292929,1159.101010,1162.909091,1166.717172,1170.525253,1174.333333,1178.141414,1181.949495,1185.757576,1189.565657,1193.373737,1197.181818,1200.989899,1204.797980,1208.606061,1212.414141,1216.222222,1220.030303,1223.838384,1227.646465,1231.454545,1235.262626,1239.070707,1242.878788,1246.686869,1250.494949,1254.303030,1258.111111,1261.919192,1265.727273,1269.535354,1273.343434,1277.151515,1280.959596,1284.767677,1288.575758,1292.383838,1296.191919,1300.000000","0.582148,0.581057,0.579964,0.578871,0.577777,0.576683,0.575589,0.574493,0.573397,0.572301,0.571204,0.570107,0.569009,0.567910,0.566811,0.565711,0.564611,0.563511,0.562409,0.561308,0.560206,0.559103,0.558000,0.556896,0.555792,0.554687,0.553582,0.552476,0.551370,0.550263,0.549156,0.548049,0.546941,0.545832,0.544723,0.543614,0.542504,0.541394,0.540283,0.539172,0.538060,0.536948,0.535836,0.534723,0.533609,0.532496,0.531381,0.530267,0.529152,0.528036,0.526921,0.525805,0.524688,0.523571,0.522454,0.521336,0.520218,0.519100,0.517981,0.516862,0.515743,0.514623,0.513503,0.512382,0.511261,0.510140,0.509019,0.507897,0.506775,0.505652,0.504530,0.503407,0.502284,0.501160,0.500036,0.498912,0.497788,0.496663,0.495538,0.494413,0.493287,0.492161,0.491035,0.489909,0.488783,0.487656,0.486529,0.485402,0.484275,0.483147,0.482019,0.480892,0.479763,0.478635,0.477507,0.476378,0.475249,0.474120,0.472991,0.471861"
0.6LiF-0.4NaF,"930.000000,932.727273,935.454545,938.181818,940.909091,943.636364,946.363636,949.090909,951.818182,954.545455,957.272727,960.000000,962.727273,965.454545,968.181818,970.909091,973.636364,976.363636,979.090909,981.818182,984.545455,987.272727,990.000000,992.727273,995.454545,998.181818,1000.909091,1003.636364,1006.363636,1009.090909,1011.818182,1014.545455,1017.272727,1020.000000,1022.727273,1025.454545,1028.181818,1030.909091,1033.636364,1036.363636,1039.090909,1041.818182,1044.545455,1047.272727,1050.000000,1052.727273,1055.454545,1058.181818,1060.909091,1063.636364,1066.363636,1069.090909,1071.818182,1074.545455,1077.272727,1080.000000,1082.727273,1085.454545,1088.181818,1090.909091,1093.636364,1096.363636,1099.090909,1101.818182,1104.545455,1107.272727,1110.000000,1112.727273,1115.454545,1118.181818,1120.909091,1123.636364,1126.363636,1129.090909,1131.818182,1134.545455,1137.272727,1140.000000,1142.727273,1145.454545,1148.181818,1150.909091,1153.636364,1156.363636,1159.090909,1161.818182,1164.545455,1167.272727,1170.000000,1172.727273,1175.454545,1178.181818,1180.909091,1183.636364,1186.363636,1189.090909,1191.818182,1194.545455,1197.272727,1200.000000","0.721034,0.719876,0.718720,0.717564,0.716409,0.715256,0.714103,0.712951,0.711800,0.710649,0.709500,0.708352,0.707205,0.706058,0.704913,0.703768,0.702624,0.701482,0.700340,0.699199,0.698059,0.696920,0.695782,0.694645,0.693509,0.692373,0.691239,0.690105,0.688973,0.687841,0.686711,0.685581,0.684452,0.683324,0.682197,0.681071,0.679946,0.678822,0.677699,0.676576,0.675455,0.674334,0.673215,0.672096,0.670978,0.669862,0.668746,0.667631,0.666517,0.665404,0.664292,0.663180,0.662070,0.660961,0.659852,0.658745,0.657638,0.656532,0.655428,0.654324,0.653221,0.652119,0.651018,0.649918,0.648819,0.647720,0.646623,0.645527,0.644431,0.643336,0.642243,0.641150,0.640058,0.638967,0.637878,0.636789,0.635700,0.634613,0.633527,0.632442,0.631357,0.630274,0.629191,0.628110,0.627029,0.625949,0.624871,0.623793,0.622716,0.621640,0.620565,0.619490,0.618417,0.617345,0.616273,0.615203,0.614133,0.613065,0.611997,0.610930"
