r (A),g(r)_weighted_U-F,g(r)_weighted_U-U,g(r)_weighted_F-F,S_i_U-F,Average_SCL,lambda_BC
0.0,0.0,0.0,0.0,1.0,4.197708475907213,0
0.004963558538269135,0.0,0.0,0.0,1.0,4.197708475907213,0
0.00992711707653827,0.0,0.0,0.0,1.0,4.197708475907213,0
0.014890675614807405,0.0,0.0,0.0,1.0,4.197708475907213,0
0.01985423415307654,0.0,0.0,0.0,1.0,4.197708475907213,0
0.024817792691345673,0.0,0.0,0.0,1.0,4.197708475907213,0
0.02978135122961481,0.0,0.0,0.0,1.0,4.197708475907213,0
0.03474490976788394,0.0,0.0,0.0,1.0,4.197708475907213,0
0.03970846830615308,0.0,0.0,0.0,1.0,4.197708475907213,0
0.044672026844422216,0.0,0.0,0.0,1.0,4.197708475907213,0
0.04963558538269135,0.0,0.0,0.0,1.0,4.197708475907213,0
0.054599143920960484,0.0,0.0,0.0,1.0,4.197708475907213,0
0.05956270245922962,0.0,0.0,0.0,1.0,4.197708475907213,0
0.06452626099749875,0.0,0.0,0.0,1.0,4.197708475907213,0
0.06948981953576788,0.0,0.0,0.0,1.0,4.197708475907213,0
0.07445337807403703,0.0,0.0,0.0,1.0,4.197708475907213,0
0.07941693661230616,0.0,0.0,0.0,1.0,4.197708475907213,0
0.08438049515057529,0.0,0.0,0.0,1.0,4.197708475907213,0
0.08934405368884443,0.0,0.0,0.0,1.0,4.197708475907213,0
0.09430761222711356,0.0,0.0,0.0,1.0,4.197708475907213,0
0.0992711707653827,0.0,0.0,0.0,1.0,4.197708475907213,0
0.10423472930365184,0.0,0.0,0.0,1.0,4.197708475907213,0
0.10919828784192097,0.0,0.0,0.0,1.0,4.197708475907213,0
0.1141618463801901,0.0,0.0,0.0,1.0,4.197708475907213,0
0.11912540491845924,0.0,0.0,0.0,1.0,4.197708475907213,0
0.12408896345672837,0.0,0.0,0.0,1.0,4.197708475907213,0
0.1290525219949975,0.0,0.0,0.0,1.0,4.197708475907213,0
0.13401608053326663,0.0,0.0,0.0,1.0,4.197708475907213,0
0.13897963907153577,0.0,0.0,0.0,1.0,4.197708475907213,0
0.14394319760980492,0.0,0.0,0.0,1.0,4.197708475907213,0
0.14890675614807405,0.0,0.0,0.0,1.0,4.197708475907213,0
0.15387031468634318,0.0,0.0,0.0,1.0,4.197708475907213,0
0.15883387322461232,0.0,0.0,0.0,1.0,4.197708475907213,0
0.16379743176288145,0.0,0.0,0.0,1.0,4.197708475907213,0
0.16876099030115058,0.0,0.0,0.0,1.0,4.197708475907213,0
0.1737245488394197,0.0,0.0,0.0,1.0,4.197708475907213,0
0.17868810737768887,0.0,0.0,0.0,1.0,4.197708475907213,0
0.183651665915958,0.0,0.0,0.0,1.0,4.197708475907213,0
0.18861522445422713,0.0,0.0,0.0,1.0,4.197708475907213,0
0.19357878299249626,0.0,0.0,0.0,1.0,4.197708475907213,0
0.1985423415307654,0.0,0.0,0.0,1.0,4.197708475907213,0
0.20350590006903452,0.0,0.0,0.0,1.0,4.197708475907213,0
0.20846945860730368,0.0,0.0,0.0,1.0,4.197708475907213,0
0.2134330171455728,0.0,0.0,0.0,1.0,4.197708475907213,0
0.21839657568384194,0.0,0.0,0.0,1.0,4.197708475907213,0
0.22336013422211107,0.0,0.0,0.0,1.0,4.197708475907213,0
0.2283236927603802,0.0,0.0,0.0,1.0,4.197708475907213,0
0.23328725129864933,0.0,0.0,0.0,1.0,4.197708475907213,0
0.2382508098369185,0.0,0.0,0.0,1.0,4.197708475907213,0
0.24321436837518762,0.0,0.0,0.0,1.0,4.197708475907213,0
0.24817792691345675,0.0,0.0,0.0,1.0,4.197708475907213,0
0.2531414854517259,0.0,0.0,0.0,1.0,4.197708475907213,0
0.258105043989995,0.0,0.0,0.0,1.0,4.197708475907213,0
0.26306860252826414,0.0,0.0,0.0,1.0,4.197708475907213,0
0.26803216106653327,0.0,0.0,0.0,1.0,4.197708475907213,0
0.2729957196048024,0.0,0.0,0.0,1.0,4.197708475907213,0
0.27795927814307153,0.0,0.0,0.0,1.0,4.197708475907213,0
0.28292283668134066,0.0,0.0,0.0,1.0,4.197708475907213,0
0.28788639521960985,0.0,0.0,0.0,1.0,4.197708475907213,0
0.292849953757879,0.0,0.0,0.0,1.0,4.197708475907213,0
0.2978135122961481,0.0,0.0,0.0,1.0,4.197708475907213,0
0.30277707083441724,0.0,0.0,0.0,1.0,4.197708475907213,0
0.30774062937268637,0.0,0.0,0.0,1.0,4.197708475907213,0
0.3127041879109555,0.0,0.0,0.0,1.0,4.197708475907213,0
0.31766774644922463,0.0,0.0,0.0,1.0,4.197708475907213,0
0.32263130498749376,0.0,0.0,0.0,1.0,4.197708475907213,0
0.3275948635257629,0.0,0.0,0.0,1.0,4.197708475907213,0
0.332558422064032,0.0,0.0,0.0,1.0,4.197708475907213,0
0.33752198060230115,0.0,0.0,0.0,1.0,4.197708475907213,0
0.3424855391405703,0.0,0.0,0.0,1.0,4.197708475907213,0
0.3474490976788394,0.0,0.0,0.0,1.0,4.197708475907213,0
0.3524126562171086,0.0,0.0,0.0,1.0,4.197708475907213,0
0.35737621475537773,0.0,0.0,0.0,1.0,4.197708475907213,0
0.36233977329364686,0.0,0.0,0.0,1.0,4.197708475907213,0
0.367303331831916,0.0,0.0,0.0,1.0,4.197708475907213,0
0.3722668903701851,0.0,0.0,0.0,1.0,4.197708475907213,0
0.37723044890845425,0.0,0.0,0.0,1.0,4.197708475907213,0
0.3821940074467234,0.0,0.0,0.0,1.0,4.197708475907213,0
0.3871575659849925,0.0,0.0,0.0,1.0,4.197708475907213,0
0.39212112452326164,0.0,0.0,0.0,1.0,4.197708475907213,0
0.3970846830615308,0.0,0.0,0.0,1.0,4.197708475907213,0
0.4020482415997999,0.0,0.0,0.0,1.0,4.197708475907213,0
0.40701180013806904,0.0,0.0,0.0,1.0,4.197708475907213,0
0.41197535867633817,0.0,0.0,0.0,1.0,4.197708475907213,0
0.41693891721460735,0.0,0.0,0.0,1.0,4.197708475907213,0
0.4219024757528765,0.0,0.0,0.0,1.0,4.197708475907213,0
0.4268660342911456,0.0,0.0,0.0,1.0,4.197708475907213,0
0.43182959282941474,0.0,0.0,0.0,1.0,4.197708475907213,0
0.4367931513676839,0.0,0.0,0.0,1.0,4.197708475907213,0
0.441756709905953,0.0,0.0,0.0,1.0,4.197708475907213,0
0.44672026844422213,0.0,0.0,0.0,1.0,4.197708475907213,0
0.45168382698249127,0.0,0.0,0.0,1.0,4.197708475907213,0
0.4566473855207604,0.0,0.0,0.0,1.0,4.197708475907213,0
0.4616109440590295,0.0,0.0,0.0,1.0,4.197708475907213,0
0.46657450259729866,0.0,0.0,0.0,1.0,4.197708475907213,0
0.4715380611355678,0.0,0.0,0.0,1.0,4.197708475907213,0
0.476501619673837,0.0,0.0,0.0,1.0,4.197708475907213,0
0.4814651782121061,0.0,0.0,0.0,1.0,4.197708475907213,0
0.48642873675037523,0.0,0.0,0.0,1.0,4.197708475907213,0
0.49139229528864437,0.0,0.0,0.0,1.0,4.197708475907213,0
0.4963558538269135,0.0,0.0,0.0,1.0,4.197708475907213,0
0.5013194123651826,0.0,0.0,0.0,1.0,4.197708475907213,0
0.5062829709034518,0.0,0.0,0.0,1.0,4.197708475907213,0
0.5112465294417209,0.0,0.0,0.0,1.0,4.197708475907213,0
0.51621008797999,0.0,0.0,0.0,1.0,4.197708475907213,0
0.5211736465182591,0.0,0.0,0.0,1.0,4.197708475907213,0
0.5261372050565283,0.0,0.0,0.0,1.0,4.197708475907213,0
0.5311007635947974,0.0,0.0,0.0,1.0,4.197708475907213,0
0.5360643221330665,0.0,0.0,0.0,1.0,4.197708475907213,0
0.5410278806713357,0.0,0.0,0.0,1.0,4.197708475907213,0
0.5459914392096048,0.0,0.0,0.0,1.0,4.197708475907213,0
0.5509549977478739,0.0,0.0,0.0,1.0,4.197708475907213,0
0.5559185562861431,0.0,0.0,0.0,1.0,4.197708475907213,0
0.5608821148244122,0.0,0.0,0.0,1.0,4.197708475907213,0
0.5658456733626813,0.0,0.0,0.0,1.0,4.197708475907213,0
0.5708092319009505,0.0,0.0,0.0,1.0,4.197708475907213,0
0.5757727904392197,0.0,0.0,0.0,1.0,4.197708475907213,0
0.5807363489774888,0.0,0.0,0.0,1.0,4.197708475907213,0
0.585699907515758,0.0,0.0,0.0,1.0,4.197708475907213,0
0.5906634660540271,0.0,0.0,0.0,1.0,4.197708475907213,0
0.5956270245922962,0.0,0.0,0.0,1.0,4.197708475907213,0
0.6005905831305653,0.0,0.0,0.0,1.0,4.197708475907213,0
0.6055541416688345,0.0,0.0,0.0,1.0,4.197708475907213,0
0.6105177002071036,0.0,0.0,0.0,1.0,4.197708475907213,0
0.6154812587453727,0.0,0.0,0.0,1.0,4.197708475907213,0
0.6204448172836419,0.0,0.0,0.0,1.0,4.197708475907213,0
0.625408375821911,0.0,0.0,0.0,1.0,4.197708475907213,0
0.6303719343601801,0.0,0.0,0.0,1.0,4.197708475907213,0
0.6353354928984493,0.0,0.0,0.0,1.0,4.197708475907213,0
