Ca-Ca,,Ca-Cl,,Ca-K,,Cl-Cl,,K-Cl,,K-K,
1.338750000,0.000000000,1.338750000,0.000000000,1.338750000,0.000000000,1.338750000,0.000000000,1.338750000,0.000000000,1.338750000,0.000000000
1.391250000,0.000000000,1.391250000,0.000000000,1.391250000,0.000000000,1.391250000,0.000000000,1.391250000,0.000000000,1.391250000,0.000000000
1.443750000,0.000000000,1.443750000,0.000000000,1.443750000,0.000000000,1.443750000,0.000000000,1.443750000,0.000000000,1.443750000,0.000000000
1.496250000,0.000000000,1.496250000,0.000000000,1.496250000,0.000000000,1.496250000,0.000000000,1.496250000,0.000000000,1.496250000,0.000000000
1.548750000,0.000000000,1.548750000,0.000000000,1.548750000,0.000000000,1.548750000,0.000000000,1.548750000,0.000000000,1.548750000,0.000000000
1.601250000,0.000000000,1.601250000,0.000000000,1.601250000,0.000000000,1.601250000,0.000000000,1.601250000,0.000000000,1.601250000,0.000000000
1.653750000,0.000000000,1.653750000,0.000000000,1.653750000,0.000000000,1.653750000,0.000000000,1.653750000,0.000000000,1.653750000,0.000000000
1.706250000,0.000000000,1.706250000,0.000000000,1.706250000,0.000000000,1.706250000,0.000000000,1.706250000,0.000000000,1.706250000,0.000000000
1.758750000,0.000000000,1.758750000,0.000000000,1.758750000,0.000000000,1.758750000,0.000000000,1.758750000,0.000000000,1.758750000,0.000000000
1.811250000,0.000000000,1.811250000,0.000000000,1.811250000,0.000000000,1.811250000,0.000000000,1.811250000,0.000000000,1.811250000,0.000000000
1.863750000,0.000000000,1.863750000,0.000000000,1.863750000,0.000000000,1.863750000,0.000000000,1.863750000,0.000000000,1.863750000,0.000000000
1.916250000,0.000000000,1.916250000,0.000000000,1.916250000,0.000000000,1.916250000,0.000000000,1.916250000,0.000000000,1.916250000,0.000000000
1.968750000,0.000000000,1.968750000,0.000000000,1.968750000,0.000000000,1.968750000,0.000000000,1.968750000,0.000000000,1.968750000,0.000000000
2.021250000,0.000000000,2.021250000,0.000000000,2.021250000,0.000000000,2.021250000,0.000000000,2.021250000,0.000000000,2.021250000,0.000000000
2.073750000,0.000000000,2.073750000,0.000000000,2.073750000,0.000000000,2.073750000,0.000000000,2.073750000,0.000000000,2.073750000,0.000000000
2.126250000,0.000000000,2.126250000,0.000000000,2.126250000,0.000000000,2.126250000,0.000000000,2.126250000,0.000000000,2.126250000,0.000000000
2.178750000,0.000000000,2.178750000,0.000063609,2.178750000,0.000000000,2.178750000,0.000000000,2.178750000,0.000000000,2.178750000,0.000000000
2.231250000,0.000000000,2.231250000,0.000909767,2.231250000,0.000000000,2.231250000,0.000000000,2.231250000,0.000000000,2.231250000,0.000000000
2.283750000,0.000000000,2.283750000,0.002605265,2.283750000,0.000000000,2.283750000,0.000000000,2.283750000,0.000000000,2.283750000,0.000000000
2.336250000,0.000000000,2.336250000,0.017205175,2.336250000,0.000000000,2.336250000,0.000000000,2.336250000,0.000000000,2.336250000,0.000000000
2.388750000,0.000000000,2.388750000,0.061860190,2.388750000,0.000000000,2.388750000,0.000000000,2.388750000,0.000105834,2.388750000,0.000000000
2.441250000,0.000000000,2.441250000,0.152453204,2.441250000,0.000000000,2.441250000,0.000000000,2.441250000,0.001215978,2.441250000,0.000000000
2.493750000,0.000000000,2.493750000,0.301623516,2.493750000,0.000000000,2.493750000,0.000000000,2.493750000,0.004467058,2.493750000,0.000000000
2.546250000,0.000000000,2.546250000,0.475468064,2.546250000,0.000000000,2.546250000,0.000000000,2.546250000,0.013878879,2.546250000,0.000000000
2.598750000,0.000000000,2.598750000,0.600644060,2.598750000,0.000000000,2.598750000,0.000000000,2.598750000,0.038585365,2.598750000,0.000090583
2.651250000,0.000000000,2.651250000,0.684615356,2.651250000,0.000000000,2.651250000,0.000000000,2.651250000,0.089094068,2.651250000,0.000000000
2.703750000,0.000000000,2.703750000,0.705458297,2.703750000,0.000000000,2.703750000,0.000249643,2.703750000,0.165428908,2.703750000,0.000083684
2.756250000,0.000000000,2.756250000,0.653958774,2.756250000,0.000000000,2.756250000,0.000400372,2.756250000,0.277434631,2.756250000,0.000161053
2.808750000,0.000000000,2.808750000,0.577610157,2.808750000,0.000000000,2.808750000,0.001156636,2.808750000,0.398176271,2.808750000,0.000155089
2.861250000,0.000000000,2.861250000,0.473473158,2.861250000,0.000000000,2.861250000,0.002526383,2.861250000,0.519466820,2.861250000,0.000672525
2.913750000,0.000000000,2.913750000,0.388135575,2.913750000,0.000000000,2.913750000,0.006448672,2.913750000,0.626252250,2.913750000,0.000864678
2.966250000,0.000000000,2.966250000,0.304508387,2.966250000,0.000000000,2.966250000,0.012652267,2.966250000,0.711080065,2.966250000,0.001599155
3.018750000,0.000000000,3.018750000,0.233769255,3.018750000,0.000066271,3.018750000,0.023831264,3.018750000,0.770030249,3.018750000,0.002483853
3.071250000,0.000000000,3.071250000,0.184966143,3.071250000,0.000128049,3.071250000,0.048884637,3.071250000,0.792108338,3.071250000,0.004280480
3.123750000,0.000000000,3.123750000,0.143152351,3.123750000,0.000433232,3.123750000,0.074997531,3.123750000,0.795940641,3.123750000,0.005203611
3.176250000,0.000061926,3.176250000,0.113317500,3.176250000,0.000299307,3.176250000,0.118787594,3.176250000,0.761615670,3.176250000,0.008246870
3.228750000,0.000119856,3.228750000,0.088488824,3.228750000,0.000724131,3.228750000,0.173075997,3.228750000,0.726245552,3.228750000,0.012088664
3.281250000,0.000522232,3.281250000,0.072891014,3.281250000,0.000925511,3.281250000,0.240637793,3.281250000,0.685635440,3.281250000,0.014261831
3.333750000,0.000562126,3.333750000,0.056892794,3.333750000,0.001847521,3.333750000,0.306573521,3.333750000,0.637639400,3.333750000,0.021742604
3.386250000,0.001089663,3.386250000,0.050639355,3.386250000,0.003186356,3.386250000,0.385631087,3.386250000,0.596375147,3.386250000,0.025715193
3.438750000,0.002535949,3.438750000,0.040780345,3.438750000,0.005132655,3.438750000,0.455484893,3.438750000,0.539771367,3.438750000,0.034869020
3.491250000,0.003639126,3.491250000,0.035896650,3.491250000,0.007977033,3.491250000,0.531974094,3.491250000,0.494402625,3.491250000,0.043916473
3.543750000,0.004328067,3.543750000,0.030873548,3.543750000,0.010964438,3.543750000,0.614082183,3.543750000,0.442737236,3.543750000,0.051393459
3.596250000,0.007825578,3.596250000,0.026873453,3.596250000,0.015316234,3.596250000,0.684618845,3.596250000,0.406487224,3.596250000,0.063858070
3.648750000,0.008681302,3.648750000,0.024948968,3.648750000,0.021093219,3.648750000,0.733461876,3.648750000,0.368042625,3.648750000,0.072694283
3.701250000,0.012541152,3.701250000,0.023210253,3.701250000,0.026913313,3.701250000,0.774881713,3.701250000,0.338190773,3.701250000,0.088464665
3.753750000,0.015739808,3.753750000,0.021129770,3.753750000,0.036023471,3.753750000,0.811943590,3.753750000,0.313024876,3.753750000,0.098554753
3.806250000,0.016386679,3.806250000,0.020029841,3.806250000,0.043790526,3.806250000,0.828918335,3.806250000,0.278792025,3.806250000,0.111816517
3.858750000,0.020223481,3.858750000,0.020056351,3.858750000,0.054369138,3.858750000,0.855215556,3.858750000,0.254425649,3.858750000,0.125105614
3.911250000,0.020827702,3.911250000,0.018396443,3.911250000,0.065374484,3.911250000,0.840483573,3.911250000,0.235600783,3.911250000,0.134006616
3.963750000,0.024415092,3.963750000,0.019142387,3.963750000,0.076012190,3.963750000,0.844269955,3.963750000,0.213641329,3.963750000,0.156880113
4.016250000,0.025640069,4.016250000,0.020760581,4.016250000,0.082499441,4.016250000,0.827923707,4.016250000,0.198133432,4.016250000,0.162818111
4.068750000,0.025926122,4.068750000,0.019152121,4.068750000,0.093407631,4.068750000,0.808312919,4.068750000,0.185556682,4.068750000,0.177416151
4.121250000,0.029757304,4.121250000,0.019325083,4.121250000,0.102723394,4.121250000,0.774132778,4.121250000,0.177339183,4.121250000,0.183370213
4.173750000,0.028224418,4.173750000,0.020402035,4.173750000,0.111942517,4.173750000,0.748215348,4.173750000,0.165972366,4.173750000,0.200137998
4.226250000,0.029591247,4.226250000,0.021149348,4.226250000,0.117580905,4.226250000,0.708727624,4.226250000,0.155095207,4.226250000,0.209513501
4.278750000,0.028323550,4.278750000,0.020864447,4.278750000,0.122465230,4.278750000,0.684165509,4.278750000,0.148277758,4.278750000,0.217669694
4.331250000,0.028506953,4.331250000,0.021923046,4.331250000,0.125115888,4.331250000,0.655714686,4.331250000,0.144157704,4.331250000,0.223218979
4.383750000,0.027535662,4.383750000,0.024512266,4.383750000,0.128280861,4.383750000,0.630828155,4.383750000,0.140269865,4.383750000,0.232389016
4.436250000,0.027110007,4.436250000,0.024549266,4.436250000,0.127671525,4.436250000,0.596326710,4.436250000,0.134407222,4.436250000,0.231521891
4.488750000,0.027719832,4.488750000,0.026915730,4.488750000,0.129138555,4.488750000,0.565884008,4.488750000,0.132135845,4.488750000,0.244567781
4.541250000,0.025264997,4.541250000,0.027190166,4.541250000,0.124310453,4.541250000,0.534557676,4.541250000,0.130167239,4.541250000,0.239005112
4.593750000,0.022588841,4.593750000,0.029691646,4.593750000,0.119424810,4.593750000,0.513242070,4.593750000,0.127037311,4.593750000,0.241458728
4.646250000,0.023354610,4.646250000,0.031570205,4.646250000,0.118503669,4.646250000,0.493593316,4.646250000,0.129651846,4.646250000,0.238186660
4.698750000,0.023684549,4.698750000,0.034246859,4.698750000,0.113750450,4.698750000,0.476921482,4.698750000,0.125485189,4.698750000,0.241067988
4.751250000,0.022914955,4.751250000,0.036490499,4.751250000,0.109177218,4.751250000,0.451618807,4.751250000,0.125563157,4.751250000,0.236339106
4.803750000,0.020575829,4.803750000,0.038798523,4.803750000,0.103467091,4.803750000,0.441036899,4.803750000,0.125804041,4.803750000,0.228842034
4.856250000,0.022755989,4.856250000,0.043431533,4.856250000,0.098130681,4.856250000,0.424923254,4.856250000,0.127618533,4.856250000,0.229498161
4.908750000,0.021260660,4.908750000,0.044750666,4.908750000,0.095178187,4.908750000,0.415150535,4.908750000,0.130592736,4.908750000,0.222965131
4.961250000,0.021752211,4.961250000,0.048642124,4.961250000,0.089849916,4.961250000,0.406806288,4.961250000,0.132370363,4.961250000,0.217152856
5.013750000,0.022069501,5.013750000,0.052974259,5.013750000,0.084098137,5.013750000,0.406365856,5.013750000,0.134165411,5.013750000,0.204938633
5.066250000,0.021541454,5.066250000,0.055093791,5.066250000,0.080328935,5.066250000,0.401518930,5.066250000,0.137893291,5.066250000,0.195469579
5.118750000,0.022174823,5.118750000,0.058659959,5.118750000,0.079288903,5.118750000,0.396319990,5.118750000,0.138997588,5.118750000,0.189682714
5.171250000,0.023992997,5.171250000,0.064746830,5.171250000,0.076399904,5.171250000,0.403213949,5.171250000,0.144782665,5.171250000,0.184180868
5.223750000,0.022872094,5.223750000,0.068143883,5.223750000,0.072028018,5.223750000,0.402261526,5.223750000,0.144974498,5.223750000,0.179353992
5.276250000,0.022037688,5.276250000,0.071111567,5.276250000,0.070623461,5.276250000,0.410401086,5.276250000,0.152288948,5.276250000,0.175209212
5.328750000,0.022045623,5.328750000,0.076544370,5.328750000,0.069185562,5.328750000,0.411866289,5.328750000,0.158246278,5.328750000,0.168434460
5.381250000,0.022545266,5.381250000,0.080678615,5.381250000,0.067706636,5.381250000,0.412965386,5.381250000,0.163547023,5.381250000,0.162417596
5.433750000,0.021815483,5.433750000,0.085825908,5.433750000,0.066517124,5.433750000,0.413842297,5.433750000,0.170281374,5.433750000,0.159190679
5.486250000,0.019884738,5.486250000,0.091113476,5.486250000,0.064949201,5.486250000,0.416287691,5.486250000,0.178595243,5.486250000,0.150630111
5.538750000,0.019468835,5.538750000,0.096983382,5.538750000,0.063064298,5.538750000,0.417971553,5.538750000,0.184950536,5.538750000,0.145514762
5.591250000,0.018405494,5.591250000,0.101178593,5.591250000,0.062561694,5.591250000,0.407707382,5.591250000,0.196465151,5.591250000,0.143225458
5.643750000,0.016338613,5.643750000,0.107505332,5.643750000,0.061147213,5.643750000,0.407777873,5.643750000,0.202259799,5.643750000,0.141591162
5.696250000,0.015307167,5.696250000,0.110623329,5.696250000,0.058694484,5.696250000,0.399808465,5.696250000,0.215709429,5.696250000,0.140614694
5.748750000,0.014518449,5.748750000,0.115391739,5.748750000,0.057599930,5.748750000,0.400215340,5.748750000,0.221573323,5.748750000,0.134855660
5.801250000,0.013124481,5.801250000,0.118507695,5.801250000,0.056131446,5.801250000,0.403452272,5.801250000,0.235454175,5.801250000,0.138897222
5.853750000,0.012397854,5.853750000,0.124022908,5.853750000,0.054071662,5.853750000,0.397597192,5.853750000,0.246133555,5.853750000,0.135149397
5.906250000,0.010996405,5.906250000,0.126848488,5.906250000,0.052205761,5.906250000,0.395913983,5.906250000,0.253619054,5.906250000,0.133581689
5.958750000,0.009994108,5.958750000,0.130814319,5.958750000,0.049444445,5.958750000,0.395564471,5.958750000,0.265685210,5.958750000,0.133684821
6.011250000,0.009647410,6.011250000,0.132951566,6.011250000,0.047414656,6.011250000,0.393365379,6.011250000,0.275588273,6.011250000,0.130361056
6.063750000,0.009430106,6.063750000,0.136325914,6.063750000,0.046145501,6.063750000,0.392059682,6.063750000,0.284806169,6.063750000,0.130492759
6.116250000,0.009486021,6.116250000,0.137515016,6.116250000,0.043588935,6.116250000,0.391635060,6.116250000,0.297333020,6.116250000,0.131941753
6.168750000,0.008093918,6.168750000,0.138128274,6.168750000,0.041382142,6.168750000,0.392335036,6.168750000,0.304140873,6.168750000,0.128242541
6.221250000,0.009491357,6.221250000,0.140097864,6.221250000,0.039266723,6.221250000,0.388004661,6.221250000,0.314562871,6.221250000,0.125755322
6.273750000,0.008825244,6.273750000,0.138790979,6.273750000,0.038228702,6.273750000,0.391785160,6.273750000,0.318419062,6.273750000,0.125213741
6.326250000,0.007945687,6.326250000,0.136821402,6.326250000,0.037596837,6.326250000,0.389413572,6.326250000,0.325990137,6.326250000,0.124703314
6.378750000,0.008368194,6.378750000,0.135936583,6.378750000,0.035822781,6.378750000,0.385063224,6.378750000,0.333410851,6.378750000,0.119516638
6.431250000,0.009410305,6.431250000,0.135230218,6.431250000,0.034904479,6.431250000,0.384935370,6.431250000,0.337341808,6.431250000,0.121463343
6.483750000,0.008961305,6.483750000,0.132826463,6.483750000,0.033975188,6.483750000,0.386989634,6.483750000,0.337690360,6.483750000,0.119897215
6.536250000,0.010221777,6.536250000,0.130460973,6.536250000,0.032060406,6.536250000,0.388102624,6.536250000,0.340889174,6.536250000,0.116389429
6.588750000,0.010246617,6.588750000,0.126776462,6.588750000,0.031516742,6.588750000,0.384240551,6.588750000,0.343101909,6.588750000,0.115641214
6.641250000,0.010056927,6.641250000,0.127285757,6.641250000,0.032204830,6.641250000,0.388451246,6.641250000,0.339964955,6.641250000,0.113293057
6.693750000,0.010917656,6.693750000,0.122473193,6.693750000,0.030596396,6.693750000,0.387120183,6.693750000,0.335920099,6.693750000,0.111400006
6.746250000,0.011434753,6.746250000,0.120236047,6.746250000,0.030208295,6.746250000,0.387614550,6.746250000,0.335482570,6.746250000,0.110707940
6.798750000,0.012367151,6.798750000,0.115766670,6.798750000,0.030899856,6.798750000,0.390061148,6.798750000,0.330563113,6.798750000,0.110090058
6.851250000,0.012817207,6.851250000,0.114127935,6.851250000,0.030415246,6.851250000,0.392581921,6.851250000,0.328925939,6.851250000,0.108604823
6.903750000,0.013422599,6.903750000,0.111220347,6.903750000,0.030841393,6.903750000,0.401145995,6.903750000,0.324810277,6.903750000,0.108743480
6.956250000,0.014279453,6.956250000,0.108761619,6.956250000,0.031332382,6.956250000,0.400896789,6.956250000,0.319133491,6.956250000,0.108233464
7.008750000,0.015541642,7.008750000,0.105552382,7.008750000,0.032856414,7.008750000,0.408362391,7.008750000,0.313331529,7.008750000,0.108560882
7.061250000,0.016351372,7.061250000,0.102874356,7.061250000,0.032218259,7.061250000,0.411536295,7.061250000,0.309162039,7.061250000,0.105112188
7.113750000,0.016826956,7.113750000,0.101182515,7.113750000,0.032639521,7.113750000,0.416483725,7.113750000,0.298177222,7.113750000,0.104219254
7.166250000,0.017968156,7.166250000,0.098605883,7.166250000,0.033315500,7.166250000,0.428385449,7.166250000,0.296817215,7.166250000,0.107593878
7.218750000,0.018966597,7.218750000,0.097217401,7.218750000,0.034414624,7.218750000,0.430827478,7.218750000,0.287057001,7.218750000,0.106938545
7.271250000,0.020407094,7.271250000,0.095972819,7.271250000,0.035924127,7.271250000,0.435133600,7.271250000,0.283629247,7.271250000,0.106267710
7.323750000,0.021059032,7.323750000,0.094506097,7.323750000,0.038062532,7.323750000,0.438387768,7.323750000,0.276700684,7.323750000,0.109323297
7.376250000,0.023252026,7.376250000,0.093726144,7.376250000,0.039581647,7.376250000,0.443607516,7.376250000,0.270644769,7.376250000,0.110684804
7.428750000,0.024566048,7.428750000,0.091371928,7.428750000,0.040512471,7.428750000,0.451083609,7.428750000,0.263730480,7.428750000,0.112662171
7.481250000,0.025294066,7.481250000,0.090212714,7.481250000,0.042179475,7.481250000,0.452263668,7.481250000,0.257835376,7.481250000,0.114573327
7.533750000,0.026582868,7.533750000,0.089412000,7.533750000,0.045440194,7.533750000,0.460730508,7.533750000,0.254100100,7.533750000,0.114814431
7.586250000,0.026932681,7.586250000,0.087302525,7.586250000,0.046088430,7.586250000,0.468043127,7.586250000,0.248685470,7.586250000,0.117759191
7.638750000,0.028383914,7.638750000,0.086939792,7.638750000,0.046937138,7.638750000,0.468877416,7.638750000,0.244730325,7.638750000,0.121251975
7.691250000,0.029634731,7.691250000,0.085307753,7.691250000,0.050111669,7.691250000,0.470632622,7.691250000,0.239389508,7.691250000,0.125331642
7.743750000,0.030994991,7.743750000,0.084119714,7.743750000,0.050753822,7.743750000,0.472763944,7.743750000,0.235374046,7.743750000,0.128177885
7.796250000,0.031689051,7.796250000,0.085151692,7.796250000,0.052616194,7.796250000,0.475876290,7.796250000,0.231777525,7.796250000,0.129507116
7.848750000,0.031540359,7.848750000,0.085065332,7.848750000,0.055130217,7.848750000,0.475456428,7.848750000,0.228407804,7.848750000,0.133530348
7.901250000,0.033344226,7.901250000,0.083880613,7.901250000,0.056242865,7.901250000,0.475590326,7.901250000,0.224386189,7.901250000,0.136249852
7.953750000,0.034288077,7.953750000,0.083430866,7.953750000,0.059178207,7.953750000,0.481410462,7.953750000,0.220168882,7.953750000,0.141613206
8.006250000,0.034492889,8.006250000,0.083419058,8.006250000,0.061160471,8.006250000,0.480147514,8.006250000,0.219278861,8.006250000,0.141527717
8.058750000,0.034602892,8.058750000,0.082796022,8.058750000,0.061593694,8.058750000,0.482407920,8.058750000,0.213831979,8.058750000,0.147291690
8.111250000,0.034963552,8.111250000,0.081787367,8.111250000,0.062520062,8.111250000,0.480778789,8.111250000,0.215088829,8.111250000,0.149268649
8.163750000,0.033756009,8.163750000,0.080417139,8.163750000,0.064677145,8.163750000,0.477307727,8.163750000,0.212752682,8.163750000,0.151724311
8.216250000,0.035130659,8.216250000,0.082054214,8.216250000,0.065029665,8.216250000,0.479022372,8.216250000,0.210901326,8.216250000,0.157612350
8.268750000,0.032904159,8.268750000,0.082472999,8.268750000,0.067682270,8.268750000,0.479080288,8.268750000,0.210855102,8.268750000,0.157603659
8.321250000,0.033744413,8.321250000,0.081644941,8.321250000,0.067703114,8.321250000,0.478729621,8.321250000,0.208233399,8.321250000,0.161911832
8.373750000,0.033028591,8.373750000,0.082325420,8.373750000,0.068794716,8.373750000,0.479104841,8.373750000,0.208528721,8.373750000,0.166065014
8.426250000,0.033348629,8.426250000,0.082136326,8.426250000,0.068565311,8.426250000,0.475475204,8.426250000,0.208664447,8.426250000,0.167103979
8.478750000,0.031329184,8.478750000,0.082420234,8.478750000,0.067975061,8.478750000,0.475731787,8.478750000,0.207810539,8.478750000,0.169866107
8.531250000,0.030979117,8.531250000,0.082574785,8.531250000,0.069422895,8.531250000,0.473062453,8.531250000,0.207550920,8.531250000,0.169849635
8.583750000,0.030703078,8.583750000,0.082096464,8.583750000,0.068539401,8.583750000,0.468102594,8.583750000,0.207130450,8.583750000,0.173142050
8.636250000,0.029744576,8.636250000,0.082307848,8.636250000,0.069384747,8.636250000,0.470022194,8.636250000,0.208129936,8.636250000,0.174209487
8.688750000,0.028823480,8.688750000,0.083188112,8.688750000,0.069112770,8.688750000,0.469443953,8.688750000,0.209190210,8.688750000,0.174160793
8.741250000,0.028282060,8.741250000,0.084163863,8.741250000,0.068636802,8.741250000,0.472507950,8.741250000,0.211415406,8.741250000,0.174909350
8.793750000,0.027525263,8.793750000,0.084868350,8.793750000,0.067663512,8.793750000,0.466222117,8.793750000,0.211257125,8.793750000,0.176695676
8.846250000,0.027574745,8.846250000,0.085488497,8.846250000,0.067341243,8.846250000,0.465368944,8.846250000,0.212033068,8.846250000,0.173635254
8.898750000,0.025964351,8.898750000,0.086019505,8.898750000,0.066587135,8.898750000,0.464795313,8.898750000,0.215231786,8.898750000,0.175022660
8.951250000,0.025824420,8.951250000,0.087342472,8.951250000,0.065341033,8.951250000,0.461317996,8.951250000,0.215405307,8.951250000,0.174082740
9.003750000,0.024714950,9.003750000,0.088856040,9.003750000,0.064942572,9.003750000,0.457071998,9.003750000,0.216230629,9.003750000,0.176737330
9.056250000,0.023941713,9.056250000,0.088594623,9.056250000,0.063484898,9.056250000,0.460354974,9.056250000,0.219588589,9.056250000,0.174888086
9.108750000,0.023282498,9.108750000,0.090047498,9.108750000,0.062747915,9.108750000,0.457321868,9.108750000,0.221148083,9.108750000,0.171860364
9.161250000,0.023366277,9.161250000,0.089788339,9.161250000,0.062322231,9.161250000,0.459082707,9.161250000,0.224686706,9.161250000,0.169961870
9.213750000,0.021356606,9.213750000,0.092385478,9.213750000,0.061144510,9.213750000,0.458824709,9.213750000,0.227348010,9.213750000,0.169493395
9.266250000,0.022075739,9.266250000,0.092618180,9.266250000,0.060302397,9.266250000,0.451550254,9.266250000,0.228675736,9.266250000,0.169024596
9.318750000,0.020381632,9.318750000,0.095020040,9.318750000,0.058362598,9.318750000,0.451821764,9.318750000,0.231277082,9.318750000,0.164237066
9.371250000,0.020730139,9.371250000,0.096031745,9.371250000,0.057566095,9.371250000,0.448948620,9.371250000,0.235342919,9.371250000,0.163217075
9.423750000,0.020647541,9.423750000,0.096508436,9.423750000,0.056627259,9.423750000,0.449515767,9.423750000,0.237773951,9.423750000,0.158152077
9.476250000,0.018944466,9.476250000,0.099547850,9.476250000,0.055402999,9.476250000,0.444663957,9.476250000,0.240375559,9.476250000,0.160253699
9.528750000,0.019768400,9.528750000,0.099172279,9.528750000,0.054311955,9.528750000,0.447636623,9.528750000,0.244817830,9.528750000,0.155534804
9.581250000,0.018198049,9.581250000,0.099670617,9.581250000,0.053343401,9.581250000,0.439457615,9.581250000,0.246543403,9.581250000,0.153208558
9.633750000,0.018653209,9.633750000,0.101544772,9.633750000,0.052184447,9.633750000,0.439400327,9.633750000,0.248421900,9.633750000,0.149519611
9.686250000,0.019190683,9.686250000,0.102841508,9.686250000,0.051806965,9.686250000,0.435693997,9.686250000,0.250586448,9.686250000,0.149285533
9.738750000,0.018338787,9.738750000,0.102579408,9.738750000,0.050587672,9.738750000,0.434113591,9.738750000,0.255832436,9.738750000,0.148080248
9.791250000,0.018070968,9.791250000,0.104638378,9.791250000,0.050925418,9.791250000,0.434337719,9.791250000,0.256488584,9.791250000,0.145743519
9.843750000,0.017736882,9.843750000,0.104279349,9.843750000,0.049187020,9.843750000,0.434331485,9.843750000,0.261254609,9.843750000,0.142052808
9.896250000,0.017868152,9.896250000,0.104766848,9.896250000,0.048879274,9.896250000,0.428480689,9.896250000,0.262720299,9.896250000,0.141717741
9.948750000,0.017130919,9.948750000,0.105454884,9.948750000,0.048621029,9.948750000,0.424148648,9.948750000,0.264506681,9.948750000,0.137475491
10.001250000,0.017576135,10.001250000,0.106955950,10.001250000,0.047861346,10.001250000,0.426087185,10.001250000,0.266534005,10.001250000,0.137705686
10.053750000,0.017374510,10.053750000,0.104951580,10.053750000,0.047407606,10.053750000,0.425590923,10.053750000,0.268979671,10.053750000,0.135175768
