r (A),Average_SCL,lambda_BC
0.0,0,0
0.0050025012506253125,0,0
0.010005002501250625,0,0
0.015007503751875938,0,0
0.02001000500250125,0,0
0.02501250625312656,0,0
0.030015007503751877,0,0
0.03501750875437719,0,0
0.0400200100050025,0,0
0.04502251125562781,0,0
0.05002501250625312,0,0
0.055027513756878435,0,0
0.060030015007503754,0,0
0.06503251625812906,0,0
0.07003501750875438,0,0
0.07503751875937968,0,0
0.080040020010005,0,0
0.08504252126063032,0,0
0.09004502251125562,0,0
0.09504752376188094,0,0
0.10005002501250625,0,0
0.10505252626313157,0,0
0.11005502751375687,0,0
0.11505752876438219,0,0
0.12006003001500751,0,0
0.12506253126563283,0,0
0.13006503251625812,0,0
0.13506753376688344,0,0
0.14007003501750875,0,0
0.14507253626813407,0,0
0.15007503751875936,0,0
0.15507753876938468,0,0
0.16008004002001,0,0
0.16508254127063532,0,0
0.17008504252126064,0,0
0.17508754377188593,0,0
0.18009004502251125,0,0
0.18509254627313657,0,0
0.19009504752376188,0,0
0.19509754877438718,0,0
0.2001000500250125,0,0
0.2051025512756378,0,0
0.21010505252626313,0,0
0.21510755377688845,0,0
0.22011005502751374,0,0
0.22511255627813906,0,0
0.23011505752876438,0,0
0.2351175587793897,0,0
0.24012006003001501,0,0
0.2451225612806403,0,0
0.25012506253126565,0,0
0.25512756378189094,0,0
0.26013006503251623,0,0
0.2651325662831416,0,0
0.27013506753376687,0,0
0.27513756878439216,0,0
0.2801400700350175,0,0
0.2851425712856428,0,0
0.29014507253626814,0,0
0.29514757378689344,0,0
0.3001500750375187,0,0
0.3051525762881441,0,0
0.31015507753876936,0,0
0.3151575787893947,0,0
0.32016008004002,0,0
0.3251625812906453,0,0
0.33016508254127064,0,0
0.33516758379189593,0,0
0.3401700850425213,0,0
0.34517258629314657,0,0
0.35017508754377186,0,0
0.3551775887943972,0,0
0.3601800900450225,0,0
0.36518259129564784,0,0
0.37018509254627313,0,0
0.3751875937968984,0,0
0.38019009504752377,0,0
0.38519259629814906,0,0
0.39019509754877435,0,0
0.3951975987993997,0,0
0.400200100050025,0,0
0.40520260130065033,0,0
0.4102051025512756,0,0
0.4152076038019009,0,0
0.42021010505252626,0,0
0.42521260630315155,0,0
0.4302151075537769,0,0
0.4352176088044022,0,0
0.4402201100550275,0,0
0.4452226113056528,0,0
0.4502251125562781,0,0
0.45522761380690346,0,0
0.46023011505752875,0,0
0.46523261630815405,0,0
0.4702351175587794,0,0
0.4752376188094047,0,0
0.48024012006003003,0,0
0.4852426213106553,0,0
0.4902451225612806,0,0
0.49524762381190596,0,0
0.5002501250625313,0,0
0.5052526263131566,0,0
0.5102551275637819,0,0
0.5152576288144072,0,0
0.5202601300650325,0,0
0.5252626313156579,0,0
0.5302651325662832,0,0
0.5352676338169085,0,0
0.5402701350675337,0,0
0.545272636318159,0,0
0.5502751375687843,0,0
0.5552776388194097,0,0
0.560280140070035,0,0
0.5652826413206603,0,0
0.5702851425712856,0,0
0.5752876438219109,0,0
0.5802901450725363,0,0
0.5852926463231616,0,0
0.5902951475737869,0,0
0.5952976488244122,0,0
0.6003001500750375,0,0
0.6053026513256629,0,0
0.6103051525762881,0,0
0.6153076538269134,0,0
0.6203101550775387,0,0
0.625312656328164,0,0
0.6303151575787894,0,0
0.6353176588294147,0,0
0.64032016008004,0,0
0.6453226613306653,0,0
0.6503251625812906,0,0
0.655327663831916,0,0
0.6603301650825413,0,0
0.6653326663331666,0,0
0.6703351675837919,0,0
0.6753376688344171,0,0
0.6803401700850426,0,0
0.6853426713356678,0,0
0.6903451725862931,0,0
0.6953476738369184,0,0
0.7003501750875437,0,0
0.7053526763381691,0,0
0.7103551775887944,0,0
0.7153576788394197,0,0
0.720360180090045,0,0
0.7253626813406703,0,0
0.7303651825912957,0,0
0.735367683841921,0,0
0.7403701850925463,0,0
0.7453726863431716,0,0
0.7503751875937968,0,0
0.7553776888444221,0,0
0.7603801900950475,0,0
0.7653826913456728,0,0
0.7703851925962981,0,0
0.7753876938469234,0,0
0.7803901950975487,0,0
0.7853926963481741,0,0
0.7903951975987994,0,0
0.7953976988494247,0,0
0.80040020010005,0,0
0.8054027013506753,0,0
0.8104052026013007,0,0
0.815407703851926,0,0
0.8204102051025512,0,0
0.8254127063531765,0,0
0.8304152076038018,0,0
0.8354177088544272,0,0
0.8404202101050525,0,0
0.8454227113556778,0,0
0.8504252126063031,0,0
0.8554277138569284,0,0
0.8604302151075538,0,0
0.8654327163581791,0,0
0.8704352176088044,0,0
0.8754377188594297,0,0
0.880440220110055,0,0
0.8854427213606804,0,0
0.8904452226113057,0,0
0.8954477238619309,0,0
0.9004502251125562,0,0
0.9054527263631815,0,0
0.9104552276138069,0,0
0.9154577288644322,0,0
0.9204602301150575,0,0
0.9254627313656828,0,0
0.9304652326163081,0,0
0.9354677338669335,0,0
0.9404702351175588,0,0
0.9454727363681841,0,0
0.9504752376188094,0,0
0.9554777388694347,0,0
0.9604802401200601,0,0
0.9654827413706853,0,0
0.9704852426213106,0,0
0.9754877438719359,0,0
0.9804902451225612,0,0
0.9854927463731865,0,0
0.9904952476238119,0,0
0.9954977488744372,0,0
1.0005002501250626,0,0
1.0055027513756878,0,0
1.0105052526263132,0,0
1.0155077538769384,0,0
1.0205102551275638,0,0
1.0255127563781892,0,0
1.0305152576288144,0,0
1.0355177588794398,0,0
1.040520260130065,0,0
1.0455227613806903,0,0
1.0505252626313157,0,0
1.055527763881941,0,0
1.0605302651325663,0,0
1.0655327663831915,0,0
1.070535267633817,0,0
1.075537768884442,0,0
1.0805402701350675,0,0
1.0855427713856929,0,0
1.090545272636318,0,0
1.0955477738869435,0,0
1.1005502751375686,0,0
1.105552776388194,0,0
1.1105552776388194,0,0
1.1155577788894446,0,0
1.12056028014007,0,0
1.1255627813906952,0,0
1.1305652826413206,0,0
1.135567783891946,0,0
1.1405702851425712,0,0
1.1455727863931966,0,0
1.1505752876438218,0,0
1.1555777888944472,0,0
1.1605802901450726,0,0
1.1655827913956978,0,0
1.1705852926463232,0,0
1.1755877938969483,0,0
1.1805902951475737,0,0
1.1855927963981991,0,0
1.1905952976488243,0,0
1.1955977988994497,0,0
1.200600300150075,0,0
1.2056028014007003,0,0
1.2106053026513257,0,0
1.215607803901951,0,0
1.2206103051525763,0,0
1.2256128064032015,0,0
1.2306153076538269,0,0
1.2356178089044523,0,0
1.2406203101550775,0,0
1.2456228114057029,0,0
1.250625312656328,0,0
1.2556278139069534,0,0
1.2606303151575788,0,0
1.265632816408204,0,0
1.2706353176588294,0,0
1.2756378189094546,0,0
1.28064032016008,0,0
1.2856428214107054,0,0
1.2906453226613306,0,0
1.295647823911956,0,0
1.3006503251625812,0,0
1.3056528264132066,0,0
1.310655327663832,0,0
1.3156578289144572,0,0
1.3206603301650826,0,0
1.3256628314157077,0,0
1.3306653326663331,0,0
1.3356678339169585,0,0
1.3406703351675837,0,0
1.3456728364182091,0,0
1.3506753376688343,0,0
1.3556778389194597,0,0
1.360680340170085,0,0
1.3656828414207103,0,0
1.3706853426713357,0,0
1.3756878439219609,0,0
1.3806903451725863,0,0
1.3856928464232117,0,0
1.3906953476738368,0,0
1.3956978489244622,0,0
1.4007003501750874,0,0
1.4057028514257128,0,0
1.4107053526763382,0,0
1.4157078539269634,0,0
1.4207103551775888,0,0
1.425712856428214,0,0
1.4307153576788394,0,0
1.4357178589294648,0,0
1.44072036018009,0,0
1.4457228614307154,0,0
1.4507253626813406,0,0
1.455727863931966,0,0
1.4607303651825914,0,0
1.4657328664332165,0,0
1.470735367683842,0,0
1.4757378689344671,0,0
1.4807403701850925,0,0
1.485742871435718,0,0
1.490745372686343,0,0
1.4957478739369685,0,0
1.5007503751875937,0,0
1.505752876438219,0,0
1.5107553776888443,0,0
1.5157578789394697,0,0
1.520760380190095,0,0
1.5257628814407203,0,0
1.5307653826913457,0,0
1.5357678839419708,0,0
1.5407703851925962,0,0
1.5457728864432216,0,0
1.5507753876938468,0,0
1.5557778889444722,0,0
1.5607803901950974,0,0
1.5657828914457228,0,0
1.5707853926963482,0,0
1.5757878939469734,0,0
1.5807903951975988,0,0
1.585792896448224,0,0
1.5907953976988494,0,0
1.5957978989494748,0,0
1.6008004002001,0,0
1.6058029014507254,0,0
1.6108054027013505,0,0
1.615807903951976,0,0
1.6208104052026013,0,0
1.6258129064532265,0,0
1.630815407703852,0,0
1.635817908954477,0,0
1.6408204102051025,0,0
1.645822911455728,0,0
1.650825412706353,0,0
1.6558279139569785,0,0
1.6608304152076037,0,0
1.665832916458229,0,0
1.6708354177088545,0,0
1.6758379189594796,0,0
1.680840420210105,0,0
1.6858429214607302,0,0
1.6908454227113556,0,0
1.695847923961981,0,0
1.7008504252126062,0,0
1.7058529264632316,0,0
1.7108554277138568,0,0
1.7158579289644822,0,0
1.7208604302151076,0,0
1.7258629314657328,0,0
1.7308654327163582,0,0
1.7358679339669834,0,0
1.7408704352176088,0,0
1.7458729364682342,0,0
1.7508754377188593,0,0
1.7558779389694847,0,0
1.76088044022011,0,0
1.7658829414707353,0,0
1.7708854427213607,0,0
1.775887943971986,0,0
1.7808904452226113,0,0
1.7858929464732365,0,0
1.7908954477238619,0,0
1.7958979489744873,0,0
1.8009004502251125,0,0
1.8059029514757379,0,0
1.810905452726363,0,0
1.8159079539769885,0,0
1.8209104552276139,0,0
1.825912956478239,0,0
1.8309154577288644,0,0
1.8359179589794896,0,0
1.840920460230115,0,0
1.8459229614807404,0,0
1.8509254627313656,0,0
1.855927963981991,0,0
1.8609304652326162,0,0
1.8659329664832416,0,0
1.870935467733867,0,0
1.8759379689844922,0,0
1.8809404702351176,0,0
1.8859429714857427,0,0
1.8909454727363681,0,0
1.8959479739869936,0,0
1.9009504752376187,0,0
1.9059529764882441,0,0
1.9109554777388693,0,0
1.9159579789894947,0,0
1.9209604802401201,0,0
1.9259629814907453,0,0
1.9309654827413707,0,0
1.9359679839919959,0,0
1.9409704852426213,0,0
1.9459729864932465,0,0
1.9509754877438719,0,0
1.9559779889944973,0,0
1.9609804902451224,0,0
1.9659829914957478,0,0
1.970985492746373,0,0
1.9759879939969984,0,0
1.9809904952476238,0,0
1.985992996498249,0,0
1.9909954977488744,0,0
1.9959979989994996,0,0
2.001000500250125,0,0
2.0060030015007504,0,0
2.0110055027513756,0,0
2.0160080040020008,0,0
2.0210105052526264,0,0
2.0260130065032516,0,0
2.0310155077538767,0,0
2.0360180090045024,0,0
2.0410205102551275,0,0
2.0460230115057527,0,0
2.0510255127563783,0,0
2.0560280140070035,0,0
2.0610305152576287,0,0
2.066033016508254,0,0
2.0710355177588795,0,0
2.0760380190095047,0,0
2.08104052026013,0,0
2.0860430215107555,0,0
2.0910455227613807,0,0
2.096048024012006,0,0
2.1010505252626315,0,0
2.1060530265132567,0,0
2.111055527763882,0,0
2.116058029014507,0,0
2.1210605302651326,0,0
2.126063031515758,0,0
2.131065532766383,0,0
2.1360680340170086,0,0
2.141070535267634,0,0
2.146073036518259,0,0
2.151075537768884,0,0
2.15607803901951,0,0
2.161080540270135,0,0
2.16608304152076,0,0
2.1710855427713858,0,0
2.176088044022011,0,0
2.181090545272636,0,0
2.1860930465232618,0,0
2.191095547773887,0,0
2.196098049024512,0,0
2.2011005502751373,0,0
2.206103051525763,0,0
2.211105552776388,0,0
2.2161080540270133,0,0
2.221110555277639,0,0
2.226113056528264,0,0
2.2311155577788893,0,0
2.236118059029515,0,0
2.24112056028014,0,0
2.2461230615307652,0,0
2.2511255627813904,0,0
2.256128064032016,0,0
2.2611305652826412,0,0
2.2661330665332664,0,0
2.271135567783892,0,0
2.276138069034517,0,0
2.2811405702851424,0,0
2.286143071535768,0,0
2.291145572786393,0,0
2.2961480740370184,0,0
2.3011505752876436,0,0
2.306153076538269,0,0
2.3111555777888944,0,0
2.3161580790395195,0,0
2.321160580290145,0,0
2.3261630815407703,0,0
2.3311655827913955,0,0
2.336168084042021,0,0
2.3411705852926463,0,0
2.3461730865432715,0,0
2.3511755877938967,0,0
2.3561780890445223,0,0
2.3611805902951475,0,0
2.3661830915457727,0,0
2.3711855927963983,0,0
2.3761880940470235,0,0
2.3811905952976486,0,0
2.3861930965482743,0,0
2.3911955977988995,0,0
2.3961980990495246,0,0
2.40120060030015,0,0
2.4062031015507754,0,0
2.4112056028014006,0,0
2.416208104052026,0,0
2.4212106053026514,0,0
2.4262131065532766,0,0
2.431215607803902,0,0
2.4362181090545274,0,0
2.4412206103051526,0,0
2.4462231115557778,0,0
2.451225612806403,0,0
2.4562281140570286,0,0
2.4612306153076537,0,0
2.466233116558279,0,0
2.4712356178089045,0,0
2.4762381190595297,0,0
2.481240620310155,0,0
2.4862431215607805,0,0
2.4912456228114057,0,0
2.496248124062031,0,0
2.501250625312656,0,0
2.5062531265632817,0,0
2.511255627813907,0,0
2.516258129064532,0,0
2.5212606303151577,0,0
2.526263131565783,0,0
2.531265632816408,0,0
2.5362681340670337,0,0
2.541270635317659,0,0
2.546273136568284,0,0
2.551275637818909,0,0
2.556278139069535,0,0
2.56128064032016,0,0
2.566283141570785,0,0
2.571285642821411,0,0
2.576288144072036,0,0
2.581290645322661,0,0
2.5862931465732864,0,0
2.591295647823912,0,0
2.596298149074537,0,0
2.6013006503251623,0,0
2.606303151575788,0,0
2.611305652826413,0,0
2.6163081540770383,0,0
2.621310655327664,0,0
2.626313156578289,0,0
2.6313156578289143,0,0
2.6363181590795395,0,0
2.641320660330165,0,0
2.6463231615807903,0,0
2.6513256628314155,0,0
2.656328164082041,0,0
2.6613306653326663,0,0
2.6663331665832914,0,0
2.671335667833917,0,0
2.6763381690845423,0,0
2.6813406703351674,0,0
2.6863431715857926,0,0
2.6913456728364182,0,0
2.6963481740870434,0,0
2.7013506753376686,0,0
2.706353176588294,0,0
2.7113556778389194,0,0
2.7163581790895446,0,0
2.72136068034017,0,0
2.7263631815907954,0,0
2.7313656828414206,0,0
2.7363681840920457,0,0
2.7413706853426714,0,0
2.7463731865932965,0,0
2.7513756878439217,0,0
2.7563781890945473,0,0
2.7613806903451725,0,0
2.7663831915957977,0,0
2.7713856928464233,0,0
2.7763881940970485,0,0
2.7813906953476737,0,0
2.786393196598299,0,0
2.7913956978489245,0,0
2.7963981990995497,0,0
2.801400700350175,0,0
2.8064032016008005,0,0
2.8114057028514257,0,0
2.816408204102051,0,0
2.8214107053526765,0,0
2.8264132066033016,0,0
2.831415707853927,0,0
2.836418209104552,0,0
2.8414207103551776,0,0
2.846423211605803,0,0
2.851425712856428,0,0
2.8564282141070536,0,0
2.861430715357679,0,0
2.866433216608304,0,0
2.8714357178589296,0,0
2.8764382191095548,0,0
2.88144072036018,0,0
2.886443221610805,0,0
2.8914457228614308,0,0
2.896448224112056,0,0
2.901450725362681,0,0
2.9064532266133067,0,0
2.911455727863932,0,0
2.916458229114557,0,0
2.9214607303651827,0,0
2.926463231615808,0,0
2.931465732866433,0,0
2.9364682341170583,0,0
2.941470735367684,0,0
2.946473236618309,0,0
2.9514757378689342,0,0
2.95647823911956,0,0
2.961480740370185,0,0
2.9664832416208102,0,0
2.971485742871436,0,0
2.976488244122061,0,0
2.981490745372686,0,0
2.9864932466233114,0,0
2.991495747873937,0,0
2.996498249124562,0,0
3.0015007503751874,0,0
