Cl-Cl,,Mg-Cl,,Mg-Mg,,Mg-Na,,Na-Cl,,Na-Na,
1.338750000,0.000000000,1.338750000,0.000000000,1.338750000,0.000000000,1.338750000,0.000000000,1.338750000,0.000000000,1.338750000,0.000000000
1.391250000,0.000000000,1.391250000,0.000000000,1.391250000,0.000000000,1.391250000,0.000000000,1.391250000,0.000000000,1.391250000,0.000000000
1.443750000,0.000000000,1.443750000,0.000000000,1.443750000,0.000000000,1.443750000,0.000000000,1.443750000,0.000000000,1.443750000,0.000000000
1.496250000,0.000000000,1.496250000,0.000000000,1.496250000,0.000000000,1.496250000,0.000000000,1.496250000,0.000000000,1.496250000,0.000000000
1.548750000,0.000000000,1.548750000,0.000000000,1.548750000,0.000000000,1.548750000,0.000000000,1.548750000,0.000000000,1.548750000,0.000000000
1.601250000,0.000000000,1.601250000,0.000000000,1.601250000,0.000000000,1.601250000,0.000000000,1.601250000,0.000000000,1.601250000,0.000000000
1.653750000,0.000000000,1.653750000,0.000000000,1.653750000,0.000000000,1.653750000,0.000000000,1.653750000,0.000000000,1.653750000,0.000000000
1.706250000,0.000000000,1.706250000,0.000000000,1.706250000,0.000000000,1.706250000,0.000000000,1.706250000,0.000000000,1.706250000,0.000000000
1.758750000,0.000000000,1.758750000,0.000000000,1.758750000,0.000000000,1.758750000,0.000000000,1.758750000,0.000000000,1.758750000,0.000000000
1.811250000,0.000000000,1.811250000,0.000000000,1.811250000,0.000000000,1.811250000,0.000000000,1.811250000,0.000000000,1.811250000,0.000000000
1.863750000,0.000000000,1.863750000,0.000000000,1.863750000,0.000000000,1.863750000,0.000000000,1.863750000,0.000000000,1.863750000,0.000000000
1.916250000,0.000000000,1.916250000,0.000000000,1.916250000,0.000000000,1.916250000,0.000000000,1.916250000,0.000000000,1.916250000,0.000000000
1.968750000,0.000000000,1.968750000,0.000763246,1.968750000,0.000000000,1.968750000,0.000000000,1.968750000,0.000000000,1.968750000,0.000000000
2.021250000,0.000000000,2.021250000,0.005068797,2.021250000,0.000000000,2.021250000,0.000000000,2.021250000,0.000000000,2.021250000,0.000000000
2.073750000,0.000000000,2.073750000,0.072231163,2.073750000,0.000000000,2.073750000,0.000000000,2.073750000,0.000000000,2.073750000,0.000000000
2.126250000,0.000000000,2.126250000,0.436461982,2.126250000,0.000000000,2.126250000,0.000000000,2.126250000,0.000261746,2.126250000,0.000000000
2.178750000,0.000000000,2.178750000,1.490098806,2.178750000,0.000000000,2.178750000,0.000000000,2.178750000,0.001495708,2.178750000,0.000000000
2.231250000,0.000000000,2.231250000,3.433759853,2.231250000,0.000000000,2.231250000,0.000000000,2.231250000,0.012122298,2.231250000,0.000000000
2.283750000,0.000000000,2.283750000,5.754209959,2.283750000,0.000000000,2.283750000,0.000000000,2.283750000,0.059898916,2.283750000,0.000000000
2.336250000,0.000000000,2.336250000,7.359803112,2.336250000,0.000000000,2.336250000,0.000000000,2.336250000,0.179733450,2.336250000,0.000000000
2.388750000,0.000000000,2.388750000,7.649049719,2.388750000,0.000000000,2.388750000,0.000000000,2.388750000,0.438821671,2.388750000,0.000000000
2.441250000,0.000000000,2.441250000,6.825472989,2.441250000,0.000000000,2.441250000,0.000000000,2.441250000,0.899671778,2.441250000,0.000000000
2.493750000,0.000000000,2.493750000,5.628455620,2.493750000,0.000000000,2.493750000,0.000000000,2.493750000,1.449417079,2.493750000,0.000000000
2.546250000,0.000000000,2.546250000,4.282408689,2.546250000,0.000000000,2.546250000,0.000000000,2.546250000,2.050080480,2.546250000,0.000000000
2.598750000,0.000000000,2.598750000,3.146102951,2.598750000,0.000000000,2.598750000,0.000000000,2.598750000,2.603266524,2.598750000,0.000000000
2.651250000,0.000000000,2.651250000,2.304304530,2.651250000,0.000000000,2.651250000,0.000000000,2.651250000,2.965334723,2.651250000,0.001780526
2.703750000,0.000501296,2.703750000,1.655392530,2.703750000,0.000000000,2.703750000,0.000000000,2.703750000,3.133934591,2.703750000,0.003424105
2.756250000,0.000602977,2.756250000,1.212077307,2.756250000,0.001292551,2.756250000,0.001518748,2.756250000,3.188746533,2.756250000,0.003294910
2.808750000,0.005225821,2.808750000,0.933190125,2.808750000,0.001244684,2.808750000,0.001462504,2.808750000,3.085058603,2.808750000,0.004759335
2.861250000,0.014100276,2.861250000,0.720383486,2.861250000,0.003598284,2.861250000,0.006576865,2.861250000,2.860574636,2.861250000,0.006879432
2.913750000,0.033776051,2.913750000,0.578620561,2.913750000,0.005782980,2.913750000,0.009513003,2.913750000,2.664477055,2.913750000,0.013267529
2.966250000,0.077260572,2.966250000,0.470394439,2.966250000,0.018972306,2.966250000,0.020544032,2.966250000,2.427490788,2.966250000,0.022047975
3.018750000,0.146076792,3.018750000,0.400771801,3.018750000,0.039868924,3.018750000,0.035873054,3.018750000,2.193937437,3.018750000,0.035708529
3.071250000,0.258746306,3.071250000,0.338103099,3.071250000,0.069748027,3.071250000,0.068498812,3.071250000,2.012685670,3.071250000,0.047766722
3.123750000,0.444192313,3.123750000,0.304701509,3.123750000,0.122770806,3.123750000,0.100111882,3.123750000,1.785520482,3.123750000,0.062207511
3.176250000,0.641311933,3.176250000,0.281662759,3.176250000,0.164492271,3.176250000,0.159349869,3.176250000,1.638893069,3.176250000,0.083118827
3.228750000,0.885152625,3.228750000,0.263638366,3.228750000,0.239250771,3.228750000,0.256770723,3.228750000,1.524278103,3.228750000,0.113453331
3.281250000,1.193767251,3.281250000,0.248949693,3.281250000,0.329243592,3.281250000,0.346853432,3.281250000,1.363452923,3.281250000,0.138913306
3.333750000,1.484469575,3.333750000,0.234515839,3.333750000,0.470923336,3.333750000,0.510078623,3.333750000,1.217352791,3.333750000,0.197072881
3.386250000,1.744166144,3.386250000,0.233363613,3.386250000,0.555771148,3.386250000,0.644981445,3.386250000,1.133251862,3.386250000,0.263593228
3.438750000,1.967831134,3.438750000,0.228544205,3.438750000,0.782238696,3.438750000,0.836194114,3.438750000,1.042171557,3.438750000,0.347687903
3.491250000,2.149318968,3.491250000,0.251334048,3.491250000,0.903095269,3.491250000,1.009705145,3.491250000,0.946501430,3.491250000,0.374788824
3.543750000,2.300081252,3.543750000,0.259844017,3.543750000,1.009462482,3.543750000,1.247675368,3.543750000,0.898593829,3.543750000,0.459940294
3.596250000,2.368436401,3.596250000,0.265122922,3.596250000,1.154075339,3.596250000,1.449414942,3.596250000,0.842079790,3.596250000,0.579189315
3.648750000,2.381491831,3.648750000,0.279881226,3.648750000,1.169045983,3.648750000,1.681287361,3.648750000,0.781045263,3.648750000,0.645369864
3.701250000,2.343369790,3.701250000,0.288950397,3.701250000,1.245069894,3.701250000,1.789743273,3.701250000,0.751271014,3.701250000,0.780220932
3.753750000,2.279645837,3.753750000,0.298980954,3.753750000,1.307353699,3.753750000,2.003970308,3.753750000,0.705964562,3.753750000,0.832272740
3.806250000,2.194048574,3.806250000,0.319379140,3.806250000,1.314916758,3.806250000,2.170205841,3.806250000,0.676495646,3.806250000,0.889382736
3.858750000,2.095251913,3.858750000,0.334689691,3.858750000,1.369728676,3.858750000,2.196534047,3.858750000,0.653285650,3.858750000,1.001095770
3.911250000,1.962245542,3.911250000,0.358351355,3.911250000,1.353103350,3.911250000,2.226961326,3.911250000,0.629754627,3.911250000,1.149073793
3.963750000,1.830605710,3.963750000,0.372365072,3.963750000,1.389997309,3.963750000,2.252568683,3.963750000,0.621016424,3.963750000,1.198497637
4.016250000,1.700873484,4.016250000,0.409738536,4.016250000,1.335023794,4.016250000,2.305650548,4.016250000,0.600631928,4.016250000,1.322941290
4.068750000,1.584157325,4.068750000,0.434170359,4.068750000,1.355364801,4.068750000,2.235847863,4.068750000,0.604174980,4.068750000,1.339297223
4.121250000,1.492972346,4.121250000,0.474128031,4.121250000,1.348226281,4.121250000,2.217968220,4.121250000,0.586859707,4.121250000,1.439874416
4.173750000,1.378023753,4.173750000,0.479088559,4.173750000,1.230532763,4.173750000,2.156119372,4.173750000,0.584348768,4.173750000,1.470696644
4.226250000,1.279677797,4.226250000,0.516205328,4.226250000,1.249630220,4.226250000,2.160376935,4.226250000,0.587743604,4.226250000,1.512866266
4.278750000,1.192820119,4.278750000,0.555164879,4.278750000,1.232562037,4.278750000,2.069663794,4.278750000,0.592283588,4.278750000,1.570994269
4.331250000,1.113532572,4.331250000,0.580819518,4.331250000,1.283472833,4.331250000,2.039886160,4.331250000,0.605389604,4.331250000,1.566165413
4.383750000,1.050121270,4.383750000,0.624105917,4.383750000,1.191598186,4.383750000,1.972507296,4.383750000,0.620780622,4.383750000,1.571536320
4.436250000,0.991197541,4.436250000,0.666695978,4.436250000,1.175536798,4.436250000,1.916326334,4.436250000,0.622890956,4.436250000,1.553639387
4.488750000,0.948322561,4.488750000,0.700086598,4.488750000,1.122857705,4.488750000,1.824233686,4.488750000,0.635774937,4.488750000,1.582111208
4.541250000,0.914039653,4.541250000,0.722869671,4.541250000,1.011339313,4.541250000,1.783231605,4.541250000,0.650711798,4.541250000,1.515094637
4.593750000,0.871255443,4.593750000,0.772333080,4.593750000,1.022789554,4.593750000,1.708077265,4.593750000,0.661495066,4.593750000,1.549757758
4.646250000,0.831773339,4.646250000,0.811508866,4.646250000,0.947041460,4.646250000,1.642615150,4.646250000,0.678699048,4.646250000,1.492032395
4.698750000,0.824286833,4.698750000,0.865500640,4.698750000,0.888192098,4.698750000,1.605068917,4.698750000,0.696474070,4.698750000,1.479852230
4.751250000,0.809296386,4.751250000,0.882584869,4.751250000,0.857362484,4.751250000,1.542534827,4.751250000,0.721899231,4.751250000,1.425983924
4.803750000,0.792299222,4.803750000,0.924232449,4.803750000,0.805533362,4.803750000,1.493336100,4.803750000,0.739437223,4.803750000,1.439188975
4.856250000,0.784312899,4.856250000,0.961248089,4.856250000,0.784046921,4.856250000,1.422408871,4.856250000,0.764733209,4.856250000,1.412485563
4.908750000,0.771238116,4.908750000,0.997029725,4.908750000,0.694826623,4.908750000,1.341708247,4.908750000,0.785591385,4.908750000,1.369448348
4.961250000,0.769481317,4.961250000,1.033373243,4.961250000,0.685385510,4.961250000,1.314400330,4.961250000,0.802996196,4.961250000,1.349517408
5.013750000,0.756330288,5.013750000,1.065159288,5.013750000,0.660950714,5.013750000,1.227042830,5.013750000,0.831884618,5.013750000,1.293770523
5.066250000,0.754407477,5.066250000,1.101636942,5.066250000,0.671808396,5.066250000,1.167879280,5.066250000,0.858210601,5.066250000,1.250028892
5.118750000,0.738207722,5.118750000,1.139393834,5.118750000,0.601882798,5.118750000,1.118358390,5.118750000,0.891868378,5.118750000,1.219264572
5.171250000,0.735697030,5.171250000,1.172521758,5.171250000,0.565855937,5.171250000,1.053770571,5.171250000,0.919785409,5.171250000,1.192995723
5.223750000,0.725180425,5.223750000,1.222525559,5.223750000,0.585846733,5.223750000,0.994359131,5.223750000,0.953170934,5.223750000,1.160880645
5.276250000,0.727736578,5.276250000,1.239976376,5.276250000,0.560842410,5.276250000,0.929769772,5.276250000,0.978080760,5.276250000,1.153853852
5.328750000,0.727599601,5.328750000,1.278853835,5.328750000,0.570248941,5.328750000,0.906799035,5.328750000,1.011080603,5.328750000,1.099715117
5.381250000,0.716572441,5.381250000,1.297595820,5.381250000,0.593764734,5.381250000,0.856121080,5.381250000,1.048497446,5.381250000,1.079226521
5.433750000,0.723644617,5.433750000,1.343434277,5.433750000,0.586004910,5.433750000,0.833926274,5.433750000,1.084486856,5.433750000,1.034734534
5.486250000,0.718231978,5.486250000,1.388075246,5.486250000,0.602247812,5.486250000,0.787375440,5.486250000,1.098704485,5.486250000,1.039351599
5.538750000,0.725108100,5.538750000,1.379437499,5.538750000,0.616812225,5.538750000,0.749702706,5.538750000,1.142780619,5.538750000,0.994651113
5.591250000,0.732948618,5.591250000,1.395530222,5.591250000,0.622245118,5.591250000,0.715882945,5.591250000,1.176081848,5.591250000,0.968453347
5.643750000,0.728321345,5.643750000,1.404332887,5.643750000,0.634769009,5.643750000,0.690430798,5.643750000,1.204533892,5.643750000,0.955038342
5.696250000,0.743222038,5.696250000,1.413715167,5.696250000,0.657017144,5.696250000,0.682266896,5.696250000,1.231669107,5.696250000,0.914950031
5.748750000,0.756211910,5.748750000,1.399246765,5.748750000,0.683104496,5.748750000,0.674051938,5.748750000,1.256291797,5.748750000,0.883734462
5.801250000,0.771415916,5.801250000,1.375574178,5.801250000,0.692388183,5.801250000,0.648307922,5.801250000,1.270190819,5.801250000,0.866882021
5.853750000,0.775233822,5.853750000,1.364350174,5.853750000,0.727594628,5.853750000,0.634711005,5.853750000,1.292059657,5.853750000,0.832409296
5.906250000,0.791690114,5.906250000,1.326845514,5.906250000,0.768482835,5.906250000,0.632407925,5.906250000,1.309120285,5.906250000,0.846559172
5.958750000,0.810157949,5.958750000,1.294861006,5.958750000,0.791506573,5.958750000,0.638427615,5.958750000,1.313550034,5.958750000,0.817607914
6.011250000,0.838587460,6.011250000,1.256909258,6.011250000,0.794861690,6.011250000,0.630730712,6.011250000,1.303740395,6.011250000,0.795769022
6.063750000,0.855250736,6.063750000,1.225825001,6.063750000,0.842848934,6.063750000,0.635755432,6.063750000,1.300830816,6.063750000,0.775241381
6.116250000,0.872592269,6.116250000,1.195499582,6.116250000,0.847866418,6.116250000,0.628692109,6.116250000,1.292956908,6.116250000,0.783067808
6.168750000,0.895746664,6.168750000,1.146899191,6.168750000,0.880977042,6.168750000,0.634409736,6.168750000,1.290759130,6.168750000,0.779662861
6.221250000,0.929479101,6.221250000,1.121967567,6.221250000,0.929852643,6.221250000,0.641038080,6.221250000,1.269952903,6.221250000,0.772218651
6.273750000,0.954582942,6.273750000,1.082598231,6.273750000,0.940800667,6.273750000,0.654978342,6.273750000,1.266496335,6.273750000,0.756963752
6.326250000,0.979942179,6.326250000,1.048367604,6.326250000,0.976776090,6.326250000,0.644921296,6.326250000,1.229743597,6.326250000,0.735226725
6.378750000,1.008100969,6.378750000,1.011731554,6.378750000,1.023270086,6.378750000,0.687187844,6.378750000,1.205687034,6.378750000,0.785309859
6.431250000,1.039599283,6.431250000,0.987913581,6.431250000,1.041294243,6.431250000,0.679640793,6.431250000,1.182191661,6.431250000,0.761344632
6.483750000,1.070232670,6.483750000,0.975744885,6.483750000,1.084764220,6.483750000,0.723571334,6.483750000,1.156762599,6.483750000,0.745492500
6.536250000,1.090037193,6.536250000,0.939185569,6.536250000,1.111309098,6.536250000,0.725677986,6.536250000,1.145622858,6.536250000,0.763885949
6.588750000,1.120325748,6.588750000,0.920155130,6.588750000,1.125789828,6.588750000,0.750483239,6.588750000,1.105276522,6.588750000,0.770068539
6.641250000,1.147363826,6.641250000,0.903048822,6.641250000,1.181531226,6.641250000,0.758807879,6.641250000,1.081002338,6.641250000,0.767731691
6.693750000,1.165874031,6.693750000,0.891613120,6.693750000,1.212818989,6.693750000,0.780084750,6.693750000,1.060942664,6.693750000,0.782412455
6.746250000,1.180611487,6.746250000,0.882112747,6.746250000,1.261548861,6.746250000,0.820891421,6.746250000,1.041790080,6.746250000,0.816070207
6.798750000,1.200127880,6.798750000,0.874270461,6.798750000,1.261472907,6.798750000,0.838799156,6.798750000,1.021282539,6.798750000,0.819355685
6.851250000,1.212273539,6.851250000,0.860797026,6.851250000,1.298069861,6.851250000,0.859586931,6.851250000,0.983883257,6.851250000,0.854308252
6.903750000,1.221817104,6.903750000,0.851851682,6.903750000,1.321874381,6.903750000,0.882229986,6.903750000,0.971459121,6.903750000,0.858827213
6.956250000,1.229761678,6.956250000,0.851331080,6.956250000,1.322086988,6.956250000,0.909578312,6.956250000,0.951128373,6.956250000,0.865570116
7.008750000,1.218531978,7.008750000,0.844256068,7.008750000,1.345533322,7.008750000,0.937342290,7.008750000,0.936908602,7.008750000,0.895328558
7.061250000,1.225450939,7.061250000,0.842458650,7.061250000,1.379364349,7.061250000,0.963797413,7.061250000,0.915837409,7.061250000,0.909801770
7.113750000,1.217912318,7.113750000,0.846263694,7.113750000,1.393231585,7.113750000,0.993704373,7.113750000,0.916797826,7.113750000,0.950339010
7.166250000,1.212085698,7.166250000,0.839699340,7.166250000,1.355110207,7.166250000,1.012599323,7.166250000,0.895141597,7.166250000,0.949260608
7.218750000,1.201358736,7.218750000,0.838742758,7.218750000,1.392756906,7.218750000,1.029439180,7.218750000,0.891002709,7.218750000,0.981978397
7.271250000,1.183224203,7.271250000,0.842706290,7.271250000,1.411349065,7.271250000,1.054927303,7.271250000,0.875452068,7.271250000,1.017206584
7.323750000,1.180669286,7.323750000,0.842885161,7.323750000,1.400157958,7.323750000,1.073558238,7.323750000,0.866100817,7.323750000,1.024026204
7.376250000,1.163215263,7.376250000,0.850368560,7.376250000,1.409715857,7.376250000,1.078971419,7.376250000,0.848291420,7.376250000,1.050907254
7.428750000,1.144408402,7.428750000,0.854286817,7.428750000,1.395732935,7.428750000,1.101338745,7.428750000,0.849188578,7.428750000,1.064114984
7.481250000,1.128419322,7.481250000,0.861579722,7.481250000,1.367440125,7.481250000,1.116514750,7.481250000,0.844966032,7.481250000,1.094180441
7.533750000,1.109583258,7.533750000,0.871662460,7.533750000,1.328205915,7.533750000,1.122149804,7.533750000,0.850202524,7.533750000,1.123417667
7.586250000,1.106759661,7.586250000,0.870769157,7.586250000,1.312274872,7.586250000,1.159265780,7.586250000,0.842629398,7.586250000,1.134345618
7.638750000,1.082554882,7.638750000,0.874989584,7.638750000,1.297159674,7.638750000,1.151295187,7.638750000,0.847656121,7.638750000,1.180474247
7.691250000,1.067563183,7.691250000,0.892367279,7.691250000,1.289969382,7.691250000,1.156241570,7.691250000,0.847966448,7.691250000,1.160711026
7.743750000,1.053870235,7.743750000,0.899376944,7.743750000,1.281544138,7.743750000,1.156138138,7.743750000,0.852433390,7.743750000,1.175707502
7.796250000,1.027183573,7.796250000,0.930770946,7.796250000,1.226376647,7.796250000,1.156818489,7.796250000,0.844924373,7.796250000,1.195961782
7.848750000,1.014365462,7.848750000,0.934737427,7.848750000,1.229312918,7.848750000,1.137024184,7.848750000,0.857536984,7.848750000,1.188650621
7.901250000,1.000372693,7.901250000,0.945080035,7.901250000,1.200919433,7.901250000,1.180613187,7.901250000,0.868395037,7.901250000,1.217413654
7.953750000,0.993451927,7.953750000,0.961218691,7.953750000,1.168509364,7.953750000,1.161066546,7.953750000,0.866883244,7.953750000,1.202186653
8.006250000,0.979765460,8.006250000,0.967161765,8.006250000,1.166562719,8.006250000,1.141509387,8.006250000,0.868659399,8.006250000,1.187350672
8.058750000,0.964445670,8.058750000,0.984508144,8.058750000,1.119357678,8.058750000,1.149366548,8.058750000,0.882178315,8.058750000,1.241791777
8.111250000,0.961860477,8.111250000,0.995862352,8.111250000,1.112078664,8.111250000,1.132957877,8.111250000,0.885382832,8.111250000,1.207221125
8.163750000,0.953199484,8.163750000,1.012104279,8.163750000,1.092222567,8.163750000,1.131878870,8.163750000,0.905602477,8.163750000,1.223857010
8.216250000,0.951276420,8.216250000,1.031554302,8.216250000,1.055617036,8.216250000,1.114326735,8.216250000,0.907967606,8.216250000,1.221986456
8.268750000,0.937077734,8.268750000,1.027129257,8.268750000,1.070261000,8.268750000,1.107365454,8.268750000,0.919494310,8.268750000,1.213108478
8.321250000,0.927831157,8.321250000,1.045655935,8.321250000,1.041341037,8.321250000,1.079717179,8.321250000,0.938486166,8.321250000,1.182666211
8.373750000,0.927940469,8.373750000,1.060917321,8.373750000,1.022022579,8.373750000,1.070170060,8.373750000,0.945336590,8.373750000,1.183679753
8.426250000,0.921200642,8.426250000,1.074072483,8.426250000,0.981528141,8.426250000,1.060830475,8.426250000,0.956260747,8.426250000,1.163158731
8.478750000,0.918506804,8.478750000,1.077170995,8.478750000,0.967225154,8.478750000,1.051799930,8.478750000,0.969246048,8.478750000,1.167079431
8.531250000,0.912523853,8.531250000,1.096696712,8.531250000,0.942675177,8.531250000,1.035512617,8.531250000,0.985433596,8.531250000,1.179585979
8.583750000,0.914240403,8.583750000,1.091393242,8.583750000,0.956101355,8.583750000,1.027425853,8.583750000,1.003900268,8.583750000,1.146260821
8.636250000,0.912998079,8.636250000,1.107814809,8.636250000,0.919102453,8.636250000,1.012703459,8.636250000,1.004488548,8.636250000,1.142519292
8.688750000,0.914607231,8.688750000,1.103285151,8.688750000,0.912321423,8.688750000,0.994796558,8.688750000,1.018752248,8.688750000,1.116320215
8.741250000,0.904133598,8.741250000,1.107708769,8.741250000,0.901524063,8.741250000,0.995365941,8.741250000,1.038208334,8.741250000,1.087472116
8.793750000,0.915335729,8.793750000,1.109652939,8.793750000,0.895236196,8.793750000,0.979935542,8.793750000,1.047242708,8.793750000,1.084318134
8.846250000,0.910579631,8.846250000,1.118542639,8.846250000,0.874101396,8.846250000,0.966520378,8.846250000,1.049200304,8.846250000,1.068447348
8.898750000,0.922763463,8.898750000,1.111958904,8.898750000,0.882790716,8.898750000,0.963114929,8.898750000,1.054655430,8.898750000,1.075950341
8.951250000,0.923165279,8.951250000,1.102812190,8.951250000,0.879941624,8.951250000,0.964474696,8.951250000,1.075758327,8.951250000,1.045012171
9.003750000,0.924421721,9.003750000,1.104495362,9.003750000,0.877462149,9.003750000,0.951504632,9.003750000,1.069322277,9.003750000,1.021976594
9.056250000,0.929854295,9.056250000,1.094432191,9.056250000,0.882044881,9.056250000,0.942005308,9.056250000,1.077896644,9.056250000,1.019318207
9.108750000,0.933223363,9.108750000,1.101500007,9.108750000,0.869066074,9.108750000,0.933959076,9.108750000,1.086616484,9.108750000,0.991159394
9.161250000,0.936836417,9.161250000,1.088735323,9.161250000,0.862293010,9.161250000,0.922368872,9.161250000,1.088199495,9.161250000,0.992507687
9.213750000,0.945724404,9.213750000,1.087567597,9.213750000,0.875281494,9.213750000,0.913745002,9.213750000,1.085131587,9.213750000,0.982924773
9.266250000,0.953102978,9.266250000,1.080774527,9.266250000,0.852697024,9.266250000,0.910721491,9.266250000,1.090787351,9.266250000,0.967809847
9.318750000,0.957153924,9.318750000,1.067643131,9.318750000,0.884955452,9.318750000,0.914174148,9.318750000,1.094925274,9.318750000,0.956070928
9.371250000,0.963986029,9.371250000,1.054181478,9.371250000,0.890945580,9.371250000,0.915784504,9.371250000,1.085480965,9.371250000,0.945816235
9.423750000,0.976672997,9.423750000,1.050130619,9.423750000,0.902608037,9.423750000,0.913534551,9.423750000,1.085612999,9.423750000,0.941649296
9.476250000,0.982072512,9.476250000,1.044753800,9.476250000,0.898102134,9.476250000,0.902069814,9.476250000,1.085280133,9.476250000,0.932568515
9.528750000,0.990220275,9.528750000,1.034657906,9.528750000,0.914405192,9.528750000,0.909905317,9.528750000,1.090792812,9.528750000,0.905434606
9.581250000,1.000007235,9.581250000,1.024977768,9.581250000,0.920884817,9.581250000,0.907418527,9.581250000,1.079309991,9.581250000,0.921375385
9.633750000,1.001368653,9.633750000,1.006999167,9.633750000,0.924947364,9.633750000,0.916120633,9.633750000,1.079513282,9.633750000,0.924374191
9.686250000,1.012035729,9.686250000,1.002040913,9.686250000,0.932845093,9.686250000,0.908307330,9.686250000,1.068208760,9.686250000,0.909512003
9.738750000,1.010253371,9.738750000,0.990907659,9.738750000,0.937309610,9.738750000,0.915369562,9.738750000,1.053191654,9.738750000,0.894783739
9.791250000,0.997604201,9.791250000,0.961593311,9.791250000,0.902190027,9.791250000,0.896352508,9.791250000,1.033200511,9.791250000,0.870526750
9.843750000,0.995066008,9.843750000,0.945318441,9.843750000,0.917724380,9.843750000,0.886300950,9.843750000,1.009019483,9.843750000,0.865786656
9.896250000,0.976397556,9.896250000,0.914894228,9.896250000,0.903701644,9.896250000,0.903822850,9.896250000,0.987358323,9.896250000,0.859692113
9.948750000,0.967193527,9.948750000,0.898433871,9.948750000,0.907086518,9.948750000,0.876434491,9.948750000,0.960788432,9.948750000,0.826111112
10.001250000,0.956452253,10.001250000,0.879310058,10.001250000,0.902496927,10.001250000,0.875754872,10.001250000,0.937193240,10.001250000,0.836918208
10.053750000,0.946226441,10.053750000,0.854930562,10.053750000,0.880952306,10.053750000,0.870171182,10.053750000,0.913580609,10.053750000,0.829252898
