Cl-Cl,,Li-Cl,,Li-Li,
R (A),RDF,R (A),RDF,R (A),RDF
1.496250000,0.000000000,1.496250000,0.000000000,1.496250000,0.000000000
1.548750000,0.000000000,1.548750000,0.000000000,1.548750000,0.000000000
1.601250000,0.000000000,1.601250000,0.000000000,1.601250000,0.000000000
1.653750000,0.000000000,1.653750000,0.000000000,1.653750000,0.000000000
1.706250000,0.000000000,1.706250000,0.000000000,1.706250000,0.000000000
1.758750000,0.000000000,1.758750000,0.000030612,1.758750000,0.000000000
1.811250000,0.000000000,1.811250000,0.000793739,1.811250000,0.000000000
1.863750000,0.000000000,1.863750000,0.008511984,1.863750000,0.000000000
1.916250000,0.000000000,1.916250000,0.051896342,1.916250000,0.000000000
1.968750000,0.000000000,1.968750000,0.208309469,1.968750000,0.000012329
2.021250000,0.000000000,2.021250000,0.590048752,2.021250000,0.000175456
2.073750000,0.000000000,2.073750000,1.256136371,2.073750000,0.000511169
2.126250000,0.000000000,2.126250000,2.123426060,2.126250000,0.001183885
2.178750000,0.000000000,2.178750000,3.008996676,2.178750000,0.002506720
2.231250000,0.000000000,2.231250000,3.671475783,2.231250000,0.005673007
2.283750000,0.000000000,2.283750000,4.009960219,2.283750000,0.011334329
2.336250000,0.000000000,2.336250000,4.033959816,2.336250000,0.020558128
2.388750000,0.000000000,2.388750000,3.814493520,2.388750000,0.034865018
2.441250000,0.000000000,2.441250000,3.455265932,2.441250000,0.058006895
2.493750000,0.000000000,2.493750000,3.028798536,2.493750000,0.089233418
2.546250000,0.000000000,2.546250000,2.599422913,2.546250000,0.129242664
2.598750000,0.000000000,2.598750000,2.203049230,2.598750000,0.178829106
2.651250000,0.000067987,2.651250000,1.862202772,2.651250000,0.245562774
2.703750000,0.000444534,2.703750000,1.579589747,2.703750000,0.316945903
2.756250000,0.001572650,2.756250000,1.352196164,2.756250000,0.399849364
2.808750000,0.005179283,2.808750000,1.168259048,2.808750000,0.491898646
2.861250000,0.013939683,2.861250000,1.016739723,2.861250000,0.588221929
2.913750000,0.030379349,2.913750000,0.899498029,2.913750000,0.686363891
2.966250000,0.065486954,2.966250000,0.804816348,2.966250000,0.786446336
3.018750000,0.122346588,3.018750000,0.731558449,3.018750000,0.886207786
3.071250000,0.207986800,3.071250000,0.674803043,3.071250000,0.975980543
3.123750000,0.329659541,3.123750000,0.629678592,3.123750000,1.066017213
3.176250000,0.485347992,3.176250000,0.596617235,3.176250000,1.147783885
3.228750000,0.686658788,3.228750000,0.569263906,3.228750000,1.218953666
3.281250000,0.904138223,3.281250000,0.547910779,3.281250000,1.278270660
3.333750000,1.138882161,3.333750000,0.530283022,3.333750000,1.334931555
3.386250000,1.380493846,3.386250000,0.519969578,3.386250000,1.379981220
3.438750000,1.613580746,3.438750000,0.514592485,3.438750000,1.418695957
3.491250000,1.822001361,3.491250000,0.508289325,3.491250000,1.447241608
3.543750000,1.988871673,3.543750000,0.508874096,3.543750000,1.470973881
3.596250000,2.113170296,3.596250000,0.511778315,3.596250000,1.490840160
3.648750000,2.215252921,3.648750000,0.512678854,3.648750000,1.499474919
3.701250000,2.270770273,3.701250000,0.519974175,3.701250000,1.501005694
3.753750000,2.291849807,3.753750000,0.528570573,3.753750000,1.506782641
3.806250000,2.277280264,3.806250000,0.542026180,3.806250000,1.493407120
3.858750000,2.235442503,3.858750000,0.555666986,3.858750000,1.489719425
3.911250000,2.177671169,3.911250000,0.571981436,3.911250000,1.471741807
3.963750000,2.099537480,3.963750000,0.590950539,3.963750000,1.454272814
4.016250000,2.016081837,4.016250000,0.610134561,4.016250000,1.433149327
4.068750000,1.922283664,4.068750000,0.631813236,4.068750000,1.412971202
4.121250000,1.816845946,4.121250000,0.651219224,4.121250000,1.385758192
4.173750000,1.718510403,4.173750000,0.677494771,4.173750000,1.355494476
4.226250000,1.618800296,4.226250000,0.702221478,4.226250000,1.327498866
4.278750000,1.522674181,4.278750000,0.729412208,4.278750000,1.297795495
4.331250000,1.424802240,4.331250000,0.755409320,4.331250000,1.264051244
4.383750000,1.336070326,4.383750000,0.785587857,4.383750000,1.230984466
4.436250000,1.247945798,4.436250000,0.815161994,4.436250000,1.198497991
4.488750000,1.166768221,4.488750000,0.845837520,4.488750000,1.161637917
4.541250000,1.090901002,4.541250000,0.873851710,4.541250000,1.126967828
4.593750000,1.023005611,4.593750000,0.905228100,4.593750000,1.088809824
4.646250000,0.950918483,4.646250000,0.934522712,4.646250000,1.052627955
4.698750000,0.892024618,4.698750000,0.965748515,4.698750000,1.015827638
4.751250000,0.842058373,4.751250000,0.996151746,4.751250000,0.979852207
4.803750000,0.789339904,4.803750000,1.027317919,4.803750000,0.946453217
4.856250000,0.752366470,4.856250000,1.060157249,4.856250000,0.915027650
4.908750000,0.717404537,4.908750000,1.088230061,4.908750000,0.889278493
4.961250000,0.686761412,4.961250000,1.119102906,4.961250000,0.863767821
5.013750000,0.657667374,5.013750000,1.144677134,5.013750000,0.839680177
5.066250000,0.636470038,5.066250000,1.169971027,5.066250000,0.819390564
5.118750000,0.618682521,5.118750000,1.193984501,5.118750000,0.804339624
5.171250000,0.607581821,5.171250000,1.214856697,5.171250000,0.791791970
5.223750000,0.597505948,5.223750000,1.234881003,5.223750000,0.781158185
5.276250000,0.593979811,5.276250000,1.253006889,5.276250000,0.773556021
5.328750000,0.592325589,5.328750000,1.269596982,5.328750000,0.769789495
5.381250000,0.588336819,5.381250000,1.281357271,5.381250000,0.768952980
5.433750000,0.593725341,5.433750000,1.290167125,5.433750000,0.771850712
5.486250000,0.600072645,5.486250000,1.297704328,5.486250000,0.776194556
5.538750000,0.606296518,5.538750000,1.300311193,5.538750000,0.783335842
5.591250000,0.616078566,5.591250000,1.300091273,5.591250000,0.788750983
5.643750000,0.631702530,5.643750000,1.298295803,5.643750000,0.798653749
5.696250000,0.646402522,5.696250000,1.288302848,5.696250000,0.810717632
5.748750000,0.666301888,5.748750000,1.275422984,5.748750000,0.825379432
5.801250000,0.684516346,5.801250000,1.259821385,5.801250000,0.836023160
5.853750000,0.707805621,5.853750000,1.239875898,5.853750000,0.854615443
5.906250000,0.733422914,5.906250000,1.219803486,5.906250000,0.868099304
5.958750000,0.761984548,5.958750000,1.192531296,5.958750000,0.887808080
6.011250000,0.792093897,6.011250000,1.166129697,6.011250000,0.903826356
6.063750000,0.820359319,6.063750000,1.139949113,6.063750000,0.922513824
6.116250000,0.850795558,6.116250000,1.113611439,6.116250000,0.941409094
6.168750000,0.885161249,6.168750000,1.085708271,6.168750000,0.960612788
6.221250000,0.917307282,6.221250000,1.057236283,6.221250000,0.978801073
6.273750000,0.946838452,6.273750000,1.028900865,6.273750000,0.996023935
6.326250000,0.981265113,6.326250000,1.000779771,6.326250000,1.013107459
6.378750000,1.018403559,6.378750000,0.977500134,6.378750000,1.025352152
6.431250000,1.050717520,6.431250000,0.953484203,6.431250000,1.045699423
6.483750000,1.084143973,6.483750000,0.931826734,6.483750000,1.059101210
6.536250000,1.114962480,6.536250000,0.910806313,6.536250000,1.071139408
6.588750000,1.144732129,6.588750000,0.892340612,6.588750000,1.083920354
6.641250000,1.174002341,6.641250000,0.874557361,6.641250000,1.096225562
6.693750000,1.197656265,6.693750000,0.859872417,6.693750000,1.105129870
6.746250000,1.219316236,6.746250000,0.846140279,6.746250000,1.112034460
6.798750000,1.243007075,6.798750000,0.835541451,6.798750000,1.120264571
6.851250000,1.257616108,6.851250000,0.827155016,6.851250000,1.124066766
6.903750000,1.270503635,6.903750000,0.821996220,6.903750000,1.130770645
6.956250000,1.282871171,6.956250000,0.818093551,6.956250000,1.132790438
7.008750000,1.287905126,7.008750000,0.815718774,7.008750000,1.134967445
7.061250000,1.288578450,7.061250000,0.815902057,7.061250000,1.133758224
7.113750000,1.287243541,7.113750000,0.817075486,7.113750000,1.133967209
7.166250000,1.284137958,7.166250000,0.820378524,7.166250000,1.132243989
7.218750000,1.278322963,7.218750000,0.824593354,7.218750000,1.128686260
7.271250000,1.265497292,7.271250000,0.831365877,7.271250000,1.125635316
7.323750000,1.255192077,7.323750000,0.840794388,7.323750000,1.119479840
7.376250000,1.241433052,7.376250000,0.849763725,7.376250000,1.115213671
7.428750000,1.226146234,7.428750000,0.860512593,7.428750000,1.106903054
7.481250000,1.210193037,7.481250000,0.869948656,7.481250000,1.100614067
7.533750000,1.189957242,7.533750000,0.882331267,7.533750000,1.092253556
7.586250000,1.169338334,7.586250000,0.894650135,7.586250000,1.082742762
7.638750000,1.146839325,7.638750000,0.909352079,7.638750000,1.076820235
7.691250000,1.125237802,7.691250000,0.925401521,7.691250000,1.065933760
7.743750000,1.100022266,7.743750000,0.937832517,7.743750000,1.055342140
7.796250000,1.079305060,7.796250000,0.953748589,7.796250000,1.045454758
7.848750000,1.057013200,7.848750000,0.969422636,7.848750000,1.036343262
7.901250000,1.034898091,7.901250000,0.982039880,7.901250000,1.025215194
7.953750000,1.015938020,7.953750000,0.996231473,7.953750000,1.013051504
8.006250000,0.993299707,8.006250000,1.013012338,8.006250000,1.004862595
8.058750000,0.970985078,8.058750000,1.025177265,8.058750000,0.992703763
8.111250000,0.952301049,8.111250000,1.037978614,8.111250000,0.984521917
8.163750000,0.934760815,8.163750000,1.049991825,8.163750000,0.975919192
8.216250000,0.918379045,8.216250000,1.060652620,8.216250000,0.968275036
8.268750000,0.900451499,8.268750000,1.072229611,8.268750000,0.959020649
8.321250000,0.889461334,8.321250000,1.080137782,8.321250000,0.952731031
8.373750000,0.877320199,8.373750000,1.087789616,8.373750000,0.945066774
8.426250000,0.867471971,8.426250000,1.095807000,8.426250000,0.940609113
8.478750000,0.856452125,8.478750000,1.103848945,8.478750000,0.936616500
8.531250000,0.850221537,8.531250000,1.108582273,8.531250000,0.931742515
8.583750000,0.840693067,8.583750000,1.111027485,8.583750000,0.929907447
8.636250000,0.832058722,8.636250000,1.099672062,8.636250000,0.918792965
8.688750000,0.818960664,8.688750000,1.078537106,8.688750000,0.903012272
8.741250000,0.806378991,8.741250000,1.055994529,8.741250000,0.888762901
8.793750000,0.794959326,8.793750000,1.032607320,8.793750000,0.870898695
8.846250000,0.783751923,8.846250000,1.010745372,8.846250000,0.858082376
8.898750000,0.776550154,8.898750000,0.987214380,8.898750000,0.848827490
8.951250000,0.770442891,8.951250000,0.964622540,8.951250000,0.835747560
9.003750000,0.760975603,9.003750000,0.940026870,9.003750000,0.824821761
9.056250000,0.756346342,9.056250000,0.915120758,9.056250000,0.812491149
9.108750000,0.751423308,9.108750000,0.890855136,9.108750000,0.801201356
9.161250000,0.747252688,9.161250000,0.865563388,9.161250000,0.790652071
9.213750000,0.743121868,9.213750000,0.842385954,9.213750000,0.781489595
9.266250000,0.740299877,9.266250000,0.819110958,9.266250000,0.767655023
9.318750000,0.735913571,9.318750000,0.795032114,9.318750000,0.759462339
9.371250000,0.733496520,9.371250000,0.773722126,9.371250000,0.748683621
9.423750000,0.730591875,9.423750000,0.751374161,9.423750000,0.740183110
9.476250000,0.724738891,9.476250000,0.730216806,9.476250000,0.729058161
9.528750000,0.718129617,9.528750000,0.708848629,9.528750000,0.718652276
9.581250000,0.713053433,9.581250000,0.687697096,9.581250000,0.706194642
9.633750000,0.704588202,9.633750000,0.667890496,9.633750000,0.697013541
9.686250000,0.698871552,9.686250000,0.648587303,9.686250000,0.685422252
9.738750000,0.691427421,9.738750000,0.628947269,9.738750000,0.673551959
9.791250000,0.683174130,9.791250000,0.610650402,9.791250000,0.663153378
9.843750000,0.675041322,9.843750000,0.594540630,9.843750000,0.650185686
9.896250000,0.664874584,9.896250000,0.577281735,9.896250000,0.638856097
9.948750000,0.656960019,9.948750000,0.560459985,9.948750000,0.625239766
10.001250000,0.644874971,10.001250000,0.545374766,10.001250000,0.612790731
10.053750000,0.633554322,10.053750000,0.529932441,10.053750000,0.601291765
10.106250000,0.620598819,10.106250000,0.515350461,10.106250000,0.588743112
10.158750000,0.607368128,10.158750000,0.502259397,10.158750000,0.575450448
10.211250000,0.592763600,10.211250000,0.488498939,10.211250000,0.561551862
10.263750000,0.578924817,10.263750000,0.476945243,10.263750000,0.547609207
10.316250000,0.564239730,10.316250000,0.464983766,10.316250000,0.533141006
10.368750000,0.549666490,10.368750000,0.453091063,10.368750000,0.518947680
10.421250000,0.534162801,10.421250000,0.442884131,10.421250000,0.505944608
10.473750000,0.519066593,10.473750000,0.432123527,10.473750000,0.491605874
