Ca-Ca,,Ca-Cl,,Ca-K,,Cl-Cl,,K-Cl,,K-K,
1.338750000,0.000000000,1.338750000,0.000000000,1.338750000,0.000000000,1.338750000,0.000000000,1.338750000,0.000000000,1.338750000,0.000000000
1.391250000,0.000000000,1.391250000,0.000000000,1.391250000,0.000000000,1.391250000,0.000000000,1.391250000,0.000000000,1.391250000,0.000000000
1.443750000,0.000000000,1.443750000,0.000000000,1.443750000,0.000000000,1.443750000,0.000000000,1.443750000,0.000000000,1.443750000,0.000000000
1.496250000,0.000000000,1.496250000,0.000000000,1.496250000,0.000000000,1.496250000,0.000000000,1.496250000,0.000000000,1.496250000,0.000000000
1.548750000,0.000000000,1.548750000,0.000000000,1.548750000,0.000000000,1.548750000,0.000000000,1.548750000,0.000000000,1.548750000,0.000000000
1.601250000,0.000000000,1.601250000,0.000000000,1.601250000,0.000000000,1.601250000,0.000000000,1.601250000,0.000000000,1.601250000,0.000000000
1.653750000,0.000000000,1.653750000,0.000000000,1.653750000,0.000000000,1.653750000,0.000000000,1.653750000,0.000000000,1.653750000,0.000000000
1.706250000,0.000000000,1.706250000,0.000000000,1.706250000,0.000000000,1.706250000,0.000000000,1.706250000,0.000000000,1.706250000,0.000000000
1.758750000,0.000000000,1.758750000,0.000000000,1.758750000,0.000000000,1.758750000,0.000000000,1.758750000,0.000000000,1.758750000,0.000000000
1.811250000,0.000000000,1.811250000,0.000000000,1.811250000,0.000000000,1.811250000,0.000000000,1.811250000,0.000000000,1.811250000,0.000000000
1.863750000,0.000000000,1.863750000,0.000000000,1.863750000,0.000000000,1.863750000,0.000000000,1.863750000,0.000000000,1.863750000,0.000000000
1.916250000,0.000000000,1.916250000,0.000000000,1.916250000,0.000000000,1.916250000,0.000000000,1.916250000,0.000000000,1.916250000,0.000000000
1.968750000,0.000000000,1.968750000,0.000000000,1.968750000,0.000000000,1.968750000,0.000000000,1.968750000,0.000000000,1.968750000,0.000000000
2.021250000,0.000000000,2.021250000,0.000000000,2.021250000,0.000000000,2.021250000,0.000000000,2.021250000,0.000000000,2.021250000,0.000000000
2.073750000,0.000000000,2.073750000,0.000000000,2.073750000,0.000000000,2.073750000,0.000000000,2.073750000,0.000000000,2.073750000,0.000000000
2.126250000,0.000000000,2.126250000,0.000000000,2.126250000,0.000000000,2.126250000,0.000000000,2.126250000,0.000000000,2.126250000,0.000000000
2.178750000,0.000000000,2.178750000,0.000664854,2.178750000,0.000000000,2.178750000,0.000000000,2.178750000,0.000000000,2.178750000,0.000000000
2.231250000,0.000000000,2.231250000,0.009509047,2.231250000,0.000000000,2.231250000,0.000000000,2.231250000,0.000000000,2.231250000,0.000000000
2.283750000,0.000000000,2.283750000,0.027230682,2.283750000,0.000000000,2.283750000,0.000000000,2.283750000,0.000000000,2.283750000,0.000000000
2.336250000,0.000000000,2.336250000,0.179831484,2.336250000,0.000000000,2.336250000,0.000000000,2.336250000,0.000000000,2.336250000,0.000000000
2.388750000,0.000000000,2.388750000,0.646573461,2.388750000,0.000000000,2.388750000,0.000000000,2.388750000,0.000425461,2.388750000,0.000000000
2.441250000,0.000000000,2.441250000,1.593467399,2.441250000,0.000000000,2.441250000,0.000000000,2.441250000,0.004888311,2.441250000,0.000000000
2.493750000,0.000000000,2.493750000,3.152621446,2.493750000,0.000000000,2.493750000,0.000000000,2.493750000,0.017957870,2.493750000,0.000000000
2.546250000,0.000000000,2.546250000,4.969674895,2.546250000,0.000000000,2.546250000,0.000000000,2.546250000,0.055794022,2.546250000,0.000000000
2.598750000,0.000000000,2.598750000,6.278036176,2.598750000,0.000000000,2.598750000,0.000000000,2.598750000,0.155115748,2.598750000,0.000644263
2.651250000,0.000000000,2.651250000,7.155718762,2.651250000,0.000000000,2.651250000,0.000000000,2.651250000,0.358164114,2.651250000,0.000000000
2.703750000,0.000000000,2.703750000,7.373572812,2.703750000,0.000000000,2.703750000,0.000567241,2.703750000,0.665035275,2.703750000,0.000595197
2.756250000,0.000000000,2.756250000,6.835290840,2.756250000,0.000000000,2.756250000,0.000909730,2.756250000,1.115305772,2.756250000,0.001145478
2.808750000,0.000000000,2.808750000,6.037281816,2.808750000,0.000000000,2.808750000,0.002628121,2.808750000,1.600695245,2.808750000,0.001103058
2.861250000,0.000000000,2.861250000,4.948823788,2.861250000,0.000000000,2.861250000,0.005740478,2.861250000,2.088291361,2.861250000,0.004783282
2.913750000,0.000000000,2.913750000,4.056860532,2.913750000,0.000000000,2.913750000,0.014652748,2.913750000,2.517575935,2.913750000,0.006149958
2.966250000,0.000000000,2.966250000,3.182774624,2.966250000,0.000000000,2.966250000,0.028748630,2.966250000,2.858589426,2.966250000,0.011373870
3.018750000,0.000000000,3.018750000,2.443396911,3.018750000,0.001225495,3.018750000,0.054149677,3.018750000,3.095573106,3.018750000,0.017666224
3.071250000,0.000000000,3.071250000,1.933298296,3.071250000,0.002367913,3.071250000,0.111076245,3.071250000,3.184328503,3.071250000,0.030444600
3.123750000,0.000000000,3.123750000,1.496253269,3.123750000,0.008011466,3.123750000,0.170410270,3.123750000,3.199734617,3.123750000,0.037010298
3.176250000,0.002977379,3.176250000,1.184414214,3.176250000,0.005534871,3.176250000,0.269910563,3.176250000,3.061745939,3.176250000,0.058655253
3.228750000,0.005762685,3.228750000,0.924900581,3.228750000,0.013390856,3.228750000,0.393265309,3.228750000,2.919555699,3.228750000,0.085979727
3.281250000,0.025108914,3.281250000,0.761869553,3.281250000,0.017114837,3.281250000,0.546780014,3.281250000,2.756300332,3.281250000,0.101436222
3.333750000,0.027027028,3.333750000,0.594653377,3.333750000,0.034164936,3.333750000,0.696599949,3.333750000,2.563353038,3.333750000,0.154642660
3.386250000,0.052390987,3.386250000,0.529291347,3.386250000,0.058923070,3.386250000,0.876235475,3.386250000,2.397467983,3.386250000,0.182897408
3.438750000,0.121928411,3.438750000,0.426243254,3.438750000,0.094914627,3.438750000,1.034958113,3.438750000,2.169917001,3.438750000,0.248003325
3.491250000,0.174969192,3.491250000,0.375198030,3.491250000,0.147513755,3.491250000,1.208757771,3.491250000,1.987531623,3.491250000,0.312352668
3.543750000,0.208093481,3.543750000,0.322695696,3.543750000,0.202757756,3.543750000,1.395324734,3.543750000,1.779833304,3.543750000,0.365532177
3.596250000,0.376253778,3.596250000,0.280886008,3.596250000,0.283232513,3.596250000,1.555598964,3.596250000,1.634105831,3.596250000,0.454185803
3.648750000,0.417397014,3.648750000,0.260770957,3.648750000,0.390062292,3.648750000,1.666580671,3.648750000,1.479555971,3.648750000,0.517032710
3.701250000,0.602978587,3.701250000,0.242597596,3.701250000,0.497689261,3.701250000,1.760695309,3.701250000,1.359549530,3.701250000,0.629198389
3.753750000,0.756769990,3.753750000,0.220852027,3.753750000,0.666157117,3.753750000,1.844907741,3.753750000,1.258380938,3.753750000,0.700963390
3.806250000,0.787871534,3.806250000,0.209355381,3.806250000,0.809787886,3.806250000,1.883477955,3.806250000,1.120762590,3.806250000,0.795286708
3.858750000,0.972344970,3.858750000,0.209632470,3.858750000,1.005410828,3.858750000,1.943230809,3.858750000,1.022808127,3.858750000,0.889804425
3.911250000,1.001395928,3.911250000,0.192282821,3.911250000,1.208925070,3.911250000,1.909756626,3.911250000,0.947130906,3.911250000,0.953112145
3.963750000,1.173877639,3.963750000,0.200079560,3.963750000,1.405640809,3.963750000,1.918360087,3.963750000,0.858852433,3.963750000,1.115798201
4.016250000,1.232774511,4.016250000,0.216993203,4.016250000,1.525605050,4.016250000,1.881217951,4.016250000,0.796509649,4.016250000,1.158031774
4.068750000,1.246527941,4.068750000,0.200181301,4.068750000,1.727322646,4.068750000,1.836658088,4.068750000,0.745950275,4.068750000,1.261859255
4.121250000,1.430731195,4.121250000,0.201989129,4.121250000,1.899592616,4.121250000,1.758993570,4.121250000,0.712915377,4.121250000,1.304207077
4.173750000,1.357030035,4.173750000,0.213245619,4.173750000,2.070075469,4.173750000,1.700103684,4.173750000,0.667220012,4.173750000,1.423466711
4.226250000,1.422747164,4.226250000,0.221056659,4.226250000,2.174342278,4.226250000,1.610379213,4.226250000,0.623493104,4.226250000,1.490149278
4.278750000,1.361796261,4.278750000,0.218078824,4.278750000,2.264664715,4.278750000,1.554568888,4.278750000,0.596086505,4.278750000,1.548159599
4.331250000,1.370614309,4.331250000,0.229143494,4.331250000,2.313681505,4.331250000,1.489922594,4.331250000,0.579523611,4.331250000,1.587628476
4.383750000,1.323914625,4.383750000,0.256206471,4.383750000,2.372209146,4.383750000,1.433375128,4.383750000,0.563894239,4.383750000,1.652849688
4.436250000,1.303449157,4.436250000,0.256593195,4.436250000,2.360941125,4.436250000,1.354980540,4.436250000,0.540326023,4.436250000,1.646682323
4.488750000,1.332769513,4.488750000,0.281327891,4.488750000,2.388069899,4.488750000,1.285808275,4.488750000,0.531194935,4.488750000,1.739470254
4.541250000,1.214741056,4.541250000,0.284196346,4.541250000,2.298787146,4.541250000,1.214628216,4.541250000,0.523281009,4.541250000,1.699906183
4.593750000,1.086071497,4.593750000,0.310342251,4.593750000,2.208440327,4.593750000,1.166194648,4.593750000,0.510698488,4.593750000,1.717357341
4.646250000,1.122889663,4.646250000,0.329977277,4.646250000,2.191406304,4.646250000,1.121548518,4.646250000,0.521209094,4.646250000,1.694085001
4.698750000,1.138753121,4.698750000,0.357954127,4.698750000,2.103508321,4.698750000,1.083666581,4.698750000,0.504458854,4.698750000,1.714578232
4.751250000,1.101751044,4.751250000,0.381405039,4.751250000,2.018938709,4.751250000,1.026173547,4.751250000,0.504772289,4.751250000,1.680944409
4.803750000,0.989285839,4.803750000,0.405528914,4.803750000,1.913345281,4.803750000,1.002129211,4.803750000,0.505740661,4.803750000,1.627622042
4.856250000,1.094107965,4.856250000,0.453953936,4.856250000,1.814662742,4.856250000,0.965515599,4.856250000,0.513035039,4.856250000,1.632288699
4.908750000,1.022212534,4.908750000,0.467741740,4.908750000,1.760064317,4.908750000,0.943309912,4.908750000,0.524991533,4.908750000,1.585823002
4.961250000,1.045846298,4.961250000,0.508415942,4.961250000,1.661532297,4.961250000,0.924350015,4.961250000,0.532137714,4.961250000,1.544483624
5.013750000,1.061101591,5.013750000,0.553696166,5.013750000,1.555168632,5.013750000,0.923349260,5.013750000,0.539353926,5.013750000,1.457610868
5.066250000,1.035713099,5.066250000,0.575849883,5.066250000,1.485467386,5.066250000,0.912336018,5.066250000,0.554340255,5.066250000,1.390262923
5.118750000,1.066165491,5.118750000,0.613124092,5.118750000,1.466234795,5.118750000,0.900522926,5.118750000,0.558779601,5.118750000,1.349104274
5.171250000,1.153583309,5.171250000,0.676745124,5.171250000,1.412810533,5.171250000,0.916187462,5.171250000,0.582035998,5.171250000,1.309972797
5.223750000,1.099690270,5.223750000,0.712251718,5.223750000,1.331964273,5.223750000,0.914023355,5.223750000,0.582807181,5.223750000,1.275642006
5.276250000,1.059572046,5.276250000,0.743270466,5.276250000,1.305990778,5.276250000,0.932518158,5.276250000,0.612211757,5.276250000,1.246162560
5.328750000,1.059953554,5.328750000,0.800055072,5.328750000,1.279400698,5.328750000,0.935847409,5.328750000,0.636160623,5.328750000,1.197977635
5.381250000,1.083976398,5.381250000,0.843266911,5.381250000,1.252051950,5.381250000,0.938344789,5.381250000,0.657469972,5.381250000,1.155183138
5.433750000,1.048888439,5.433750000,0.897067319,5.433750000,1.230055129,5.433750000,0.940337318,5.433750000,0.684542512,5.433750000,1.132231927
5.486250000,0.956058188,5.486250000,0.952333892,5.486250000,1.201060603,5.486250000,0.945893771,5.486250000,0.717964823,5.486250000,1.071345525
5.538750000,0.936061606,5.538750000,1.013687170,5.538750000,1.166204398,5.538750000,0.949719862,5.538750000,0.743513526,5.538750000,1.034962984
5.591250000,0.884936147,5.591250000,1.057536251,5.591250000,1.156910099,5.591250000,0.926397492,5.591250000,0.789803050,5.591250000,1.018680476
5.643750000,0.785560526,5.643750000,1.123664427,5.643750000,1.130753071,5.643750000,0.926557662,5.643750000,0.813097923,5.643750000,1.007056665
5.696250000,0.735968606,5.696250000,1.156254271,5.696250000,1.085396463,5.696250000,0.908449480,5.696250000,0.867166335,5.696250000,1.000111613
5.748750000,0.698047015,5.748750000,1.206094521,5.748750000,1.065155635,5.748750000,0.909373985,5.748750000,0.890739580,5.748750000,0.959150906
5.801250000,0.631025057,5.801250000,1.238663038,5.801250000,1.037999972,5.801250000,0.916728982,5.801250000,0.946541534,5.801250000,0.987896215
5.853750000,0.596088822,5.853750000,1.296309008,5.853750000,0.999909804,5.853750000,0.903425000,5.853750000,0.989473354,5.853750000,0.961240090
5.906250000,0.528707143,5.906250000,1.325842453,5.906250000,0.965405004,5.906250000,0.899600392,5.906250000,1.019565562,5.906250000,0.950089882
5.958750000,0.480516732,5.958750000,1.367294014,5.958750000,0.914341889,5.958750000,0.898806227,5.958750000,1.068072317,5.958750000,0.950823400
6.011250000,0.463847453,6.011250000,1.389632888,6.011250000,0.876806416,6.011250000,0.893809425,6.011250000,1.107883293,6.011250000,0.927183369
6.063750000,0.453399475,6.063750000,1.424902159,6.063750000,0.853336795,6.063750000,0.890842604,6.063750000,1.144939851,6.063750000,0.928120094
6.116250000,0.456087878,6.116250000,1.437330866,6.116250000,0.806059989,6.116250000,0.889877774,6.116250000,1.195298629,6.116250000,0.938425962
6.168750000,0.389155592,6.168750000,1.443740743,6.168750000,0.765251307,6.168750000,0.891468267,6.168750000,1.222666654,6.168750000,0.912115591
6.221250000,0.456344435,6.221250000,1.464327244,6.221250000,0.726132331,6.221250000,0.881628738,6.221250000,1.264563780,6.221250000,0.894425430
6.273750000,0.424317709,6.273750000,1.450667451,6.273750000,0.706936921,6.273750000,0.890218833,6.273750000,1.280065927,6.273750000,0.890573472
6.326250000,0.382028627,6.326250000,1.430081087,6.326250000,0.695252281,6.326250000,0.884830081,6.326250000,1.310502155,6.326250000,0.886943094
6.378750000,0.402342774,6.378750000,1.420832805,6.378750000,0.662445895,6.378750000,0.874945170,6.378750000,1.340333924,6.378750000,0.850053248
6.431250000,0.452447475,6.431250000,1.413449757,6.431250000,0.645464373,6.431250000,0.874654659,6.431250000,1.356136635,6.431250000,0.863899044
6.483750000,0.430859562,6.483750000,1.388325289,6.483750000,0.628279623,6.483750000,0.879322382,6.483750000,1.357537833,6.483750000,0.852760070
6.536250000,0.491463025,6.536250000,1.363600783,6.536250000,0.592870894,6.536250000,0.881851330,6.536250000,1.370397282,6.536250000,0.827811202
6.588750000,0.492657337,6.588750000,1.325089628,6.588750000,0.582817300,6.588750000,0.873075884,6.588750000,1.379292624,6.588750000,0.822489581
6.641250000,0.483537040,6.641250000,1.330412866,6.641250000,0.595541626,6.641250000,0.882643474,6.641250000,1.366681860,6.641250000,0.805788487
6.693750000,0.524920915,6.693750000,1.280111116,6.693750000,0.565797962,6.693750000,0.879619016,6.693750000,1.350421268,6.693750000,0.792324306
6.746250000,0.549782948,6.746250000,1.256728074,6.746250000,0.558621086,6.746250000,0.880742323,6.746250000,1.348662370,6.746250000,0.787402035
6.798750000,0.594612604,6.798750000,1.210013369,6.798750000,0.571409646,6.798750000,0.886301512,6.798750000,1.328885826,6.798750000,0.783007394
6.851250000,0.616251302,6.851250000,1.192885021,6.851250000,0.562448083,6.851250000,0.892029241,6.851250000,1.322304277,6.851250000,0.772443771
6.903750000,0.645358552,6.903750000,1.162494410,6.903750000,0.570328524,6.903750000,0.911488630,6.903750000,1.305759041,6.903750000,0.773429959
6.956250000,0.686556084,6.956250000,1.136795354,6.956250000,0.579408050,6.956250000,0.910922384,6.956250000,1.282937981,6.956250000,0.769802507
7.008750000,0.747242139,7.008750000,1.103251849,7.008750000,0.607590912,7.008750000,0.927885811,7.008750000,1.259613704,7.008750000,0.772131243
7.061250000,0.786173958,7.061250000,1.075260657,7.061250000,0.595789966,7.061250000,0.935097592,7.061250000,1.242852075,7.061250000,0.747602663
7.113750000,0.809040021,7.113750000,1.057577242,7.113750000,0.603580063,7.113750000,0.946339201,7.113750000,1.198692377,7.113750000,0.741251739
7.166250000,0.863908926,7.166250000,1.030645842,7.166250000,0.616080477,7.166250000,0.973382439,7.166250000,1.193225059,7.166250000,0.765253502
7.218750000,0.911913993,7.218750000,1.016133178,7.218750000,0.636405811,7.218750000,0.978931245,7.218750000,1.153988345,7.218750000,0.760592491
7.271250000,0.981173060,7.271250000,1.003124592,7.271250000,0.664320009,7.271250000,0.988715666,7.271250000,1.140208545,7.271250000,0.755821225
7.323750000,1.012518256,7.323750000,0.987794158,7.323750000,0.703864048,7.323750000,0.996109824,7.323750000,1.112355257,7.323750000,0.777553864
7.376250000,1.117957405,7.376250000,0.979641955,7.376250000,0.731955999,7.376250000,1.007970196,7.376250000,1.088010075,7.376250000,0.787237485
7.428750000,1.181135595,7.428750000,0.955035280,7.428750000,0.749169080,7.428750000,1.024957464,7.428750000,1.060214172,7.428750000,0.801301360
7.481250000,1.216138691,7.481250000,0.942918972,7.481250000,0.779995823,7.481250000,1.027638807,7.481250000,1.036515460,7.481250000,0.814894312
7.533750000,1.278104272,7.533750000,0.934549776,7.533750000,0.840294041,7.533750000,1.046877259,7.533750000,1.021499401,7.533750000,0.816609146
7.586250000,1.294923308,7.586250000,0.912501175,7.586250000,0.852281421,7.586250000,1.063493079,7.586250000,0.999732224,7.586250000,0.837553533
7.638750000,1.364698590,7.638750000,0.908709825,7.638750000,0.867975991,7.638750000,1.065388760,7.638750000,0.983832276,7.638750000,0.862395701
7.691250000,1.424837846,7.691250000,0.891651469,7.691250000,0.926680399,7.691250000,1.069376959,7.691250000,0.962361833,7.691250000,0.891412032
7.743750000,1.490239179,7.743750000,0.879233878,7.743750000,0.938555292,7.743750000,1.074219775,7.743750000,0.946219408,7.743750000,0.911655729
7.796250000,1.523609554,7.796250000,0.890020289,7.796250000,0.972994849,7.796250000,1.081291684,7.796250000,0.931761156,7.796250000,0.921109782
7.848750000,1.516460476,7.848750000,0.889117640,7.848750000,1.019484934,7.848750000,1.080337667,7.848750000,0.918214648,7.848750000,0.949724724
7.901250000,1.603190410,7.901250000,0.876734753,7.901250000,1.040060367,7.901250000,1.080641912,7.901250000,0.902047487,7.901250000,0.969066997
7.953750000,1.648570732,7.953750000,0.872033919,7.953750000,1.094341606,7.953750000,1.093866494,7.953750000,0.885093633,7.953750000,1.007213457
8.006250000,1.658418105,8.006250000,0.871910500,8.006250000,1.130998256,8.006250000,1.090996809,8.006250000,0.881515690,8.006250000,1.006605418
8.058750000,1.663707036,8.058750000,0.865398426,8.058750000,1.139009542,8.058750000,1.096132929,8.058750000,0.859618860,8.058750000,1.047601250
8.111250000,1.681047603,8.111250000,0.854855783,8.111250000,1.156140231,8.111250000,1.092431200,8.111250000,0.864671481,8.111250000,1.061662222
8.163750000,1.622988898,8.163750000,0.840533919,8.163750000,1.196029675,8.163750000,1.084544211,8.163750000,0.855280014,8.163750000,1.079127942
8.216250000,1.689082077,8.216250000,0.857644917,8.216250000,1.202548566,8.216250000,1.088440248,8.216250000,0.847837437,8.216250000,1.121006181
8.268750000,1.582031976,8.268750000,0.862022134,8.268750000,1.251601369,8.268750000,1.088571845,8.268750000,0.847651616,8.268750000,1.120944366
8.321250000,1.622431388,8.321250000,0.853367119,8.321250000,1.251986820,8.321250000,1.087775056,8.321250000,0.837112191,8.321250000,1.151585931
8.373750000,1.588014632,8.373750000,0.860479604,8.373750000,1.272173050,8.373750000,1.088627634,8.373750000,0.838299408,8.373750000,1.181125129
8.426250000,1.603402080,8.426250000,0.858503164,8.426250000,1.267930825,8.426250000,1.080380330,8.426250000,0.838845034,8.426250000,1.188514692
8.478750000,1.506307156,8.478750000,0.861470616,8.478750000,1.257015737,8.478750000,1.080963343,8.478750000,0.835412268,8.478750000,1.208160119
8.531250000,1.489475939,8.531250000,0.863086015,8.531250000,1.283789536,8.531250000,1.074898050,8.531250000,0.834368581,8.531250000,1.208042969
8.583750000,1.476203967,8.583750000,0.858086524,8.583750000,1.267451684,8.583750000,1.063628200,8.583750000,0.832678262,8.583750000,1.231460021
8.636250000,1.430119214,8.636250000,0.860295942,8.636250000,1.283084085,8.636250000,1.067989937,8.636250000,0.836696266,8.636250000,1.239052090
8.688750000,1.385832902,8.688750000,0.869496612,8.688750000,1.278054603,8.688750000,1.066676052,8.688750000,0.840958638,8.688750000,1.238705757
8.741250000,1.359801425,8.741250000,0.879695332,8.741250000,1.269252861,8.741250000,1.073638103,8.741250000,0.849904075,8.741250000,1.244029818
8.793750000,1.323414632,8.793750000,0.887058758,8.793750000,1.251254488,8.793750000,1.059355358,8.793750000,0.849267773,8.793750000,1.256734929
8.846250000,1.325793725,8.846250000,0.893540635,8.846250000,1.245294990,8.846250000,1.057416768,8.846250000,0.852387115,8.846250000,1.234967899
8.898750000,1.248365991,8.898750000,0.899090824,8.898750000,1.231349790,8.898750000,1.056113359,8.898750000,0.865246176,8.898750000,1.244835725
8.951250000,1.241638092,8.951250000,0.912918711,8.951250000,1.208306491,8.951250000,1.048212158,8.951250000,0.865943744,8.951250000,1.238150614
9.003750000,1.188294787,9.003750000,0.928738779,9.003750000,1.200938020,9.003750000,1.038564352,9.003750000,0.869261592,9.003750000,1.257031189
9.056250000,1.151117555,9.056250000,0.926006412,9.056250000,1.173982261,9.056250000,1.046023968,9.056250000,0.882760817,9.056250000,1.243878575
9.108750000,1.119422510,9.108750000,0.941192115,9.108750000,1.160353758,9.108750000,1.039132107,9.108750000,0.889030087,9.108750000,1.222344128
9.161250000,1.123450588,9.161250000,0.938483332,9.161250000,1.152481877,9.161250000,1.043133107,9.161250000,0.903255586,9.161250000,1.208841228
9.213750000,1.026825636,9.213750000,0.965629082,9.213750000,1.130703097,9.213750000,1.042546882,9.213750000,0.913954206,9.213750000,1.205509237
9.266250000,1.061401523,9.266250000,0.968061326,9.266250000,1.115130484,9.266250000,1.026017779,9.266250000,0.919291755,9.266250000,1.202174937
9.318750000,0.979948883,9.318750000,0.993165988,9.318750000,1.079259124,9.318750000,1.026634707,9.318750000,0.929749340,9.318750000,1.168123987
9.371250000,0.996705103,9.371250000,1.003740498,9.371250000,1.064529945,9.371250000,1.020106317,9.371250000,0.946094277,9.371250000,1.160869374
9.423750000,0.992733752,9.423750000,1.008722960,9.423750000,1.047168701,9.423750000,1.021394994,9.423750000,0.955867187,9.423750000,1.124844954
9.476250000,0.910849930,9.476250000,1.040491436,9.476250000,1.024529297,9.476250000,1.010370655,9.476250000,0.966325828,9.476250000,1.139792584
9.528750000,0.950464673,9.528750000,1.036565905,9.528750000,1.004353375,9.528750000,1.017125181,9.528750000,0.984184053,9.528750000,1.106229791
9.581250000,0.874962198,9.581250000,1.041774626,9.581250000,0.986442589,9.581250000,0.998540743,9.581250000,0.991120973,9.581250000,1.089684539
9.633750000,0.896846309,9.633750000,1.061363613,9.633750000,0.965010852,9.633750000,0.998410573,9.633750000,0.998672654,9.633750000,1.063447177
9.686250000,0.922688023,9.686250000,1.074917330,9.686250000,0.958030337,9.686250000,0.989989006,9.686250000,1.007374283,9.686250000,1.061782310
9.738750000,0.881728873,9.738750000,1.072177811,9.738750000,0.935482800,9.738750000,0.986397990,9.738750000,1.028463505,9.738750000,1.053209812
9.791250000,0.868852126,9.791250000,1.093698525,9.791250000,0.941728490,9.791250000,0.986907255,9.791250000,1.031101265,9.791250000,1.036589997
9.843750000,0.852789271,9.843750000,1.089945889,9.843750000,0.909581504,9.843750000,0.986893090,9.843750000,1.050261003,9.843750000,1.010340091
9.896250000,0.859100739,9.896250000,1.095041312,9.896250000,0.903890566,9.896250000,0.973598844,9.896250000,1.056153174,9.896250000,1.007956953
9.948750000,0.823654581,9.948750000,1.102232791,9.948750000,0.899115031,9.948750000,0.963755528,9.948750000,1.063334551,9.948750000,0.977784260
10.001250000,0.845060587,10.001250000,1.117922186,10.001250000,0.885066735,10.001250000,0.968160295,10.001250000,1.071484530,10.001250000,0.979421506
10.053750000,0.835366420,10.053750000,1.096972162,10.053750000,0.876676042,10.053750000,0.967032683,10.053750000,1.081316269,10.053750000,0.961427655
