Cl-Cl,,K-Cl,,K-K,,K-Mg,,Mg-Cl,,Mg-Mg,
2.91375,0.013198189,2.91375,2.26183703,2.91375,0.000572919,2.91375,0.001767865,2.91375,0.322184109,2.91375,0.005060947
2.96625,0.030907764,2.96625,2.678906251,2.96625,0.003316913,2.96625,0.005117523,2.96625,0.269952327,2.96625,0.004883388
3.01875,0.061065751,3.01875,3.03346298,3.01875,0.003736307,3.01875,0.009333141,3.01875,0.223089327,3.01875,0.037720101
3.07125,0.109849882,3.07125,3.139650893,3.07125,0.007734996,3.07125,0.012729592,3.07125,0.207946336,3.07125,0.05010717
3.12375,0.194442486,3.12375,3.237046618,3.12375,0.011963499,3.12375,0.01897069,3.12375,0.18583459,3.12375,0.068252261
3.17625,0.30437798,3.17625,3.225961916,3.17625,0.01783907,3.17625,0.033226126,3.17625,0.169615886,3.17625,0.117122829
3.22875,0.446127667,3.22875,3.114742611,3.22875,0.023795865,3.22875,0.047991657,3.22875,0.168799743,3.22875,0.156622191
3.28125,0.645493458,3.28125,2.955477861,3.28125,0.03433487,3.28125,0.092471802,3.28125,0.163441479,3.28125,0.229471124
3.33375,0.849397693,3.33375,2.766940031,3.33375,0.04420344,3.33375,0.127395931,3.33375,0.159253567,3.33375,0.245497344
3.38625,1.086779375,3.38625,2.546400871,3.38625,0.068294993,3.38625,0.212920383,3.38625,0.165490491,3.38625,0.309140083
3.43875,1.338126598,3.43875,2.354194799,3.43875,0.095430691,3.43875,0.302933661,3.43875,0.173219066,3.43875,0.426949323
3.49125,1.566747146,3.49125,2.14840105,3.49125,0.134483668,3.49125,0.39117129,3.49125,0.168886886,3.49125,0.555211665
3.54375,1.765091711,3.54375,1.958553979,3.54375,0.155317361,3.54375,0.582846756,3.54375,0.178766339,3.54375,0.559411985
3.59625,1.953996849,3.59625,1.761374506,3.59625,0.209487184,3.59625,0.757055146,3.59625,0.183459083,3.59625,0.654495807
3.64875,2.088632506,3.64875,1.600496324,3.64875,0.254651827,3.64875,0.936851427,3.64875,0.211405778,3.64875,0.664843791
3.70125,2.162419858,3.70125,1.459056269,3.70125,0.326303037,3.70125,1.16574326,3.70125,0.226331776,3.70125,0.693164411
3.75375,2.219586009,3.75375,1.314071288,3.75375,0.37488821,3.75375,1.41031337,3.75375,0.243971029,3.75375,0.734898529
3.80625,2.196582478,3.80625,1.182645201,3.80625,0.463662423,3.80625,1.642075679,3.80625,0.239050222,3.80625,0.763701834
3.85875,2.176029917,3.85875,1.091142976,3.85875,0.565793078,3.85875,1.85037284,3.85875,0.26329303,3.85875,0.812318829
3.91125,2.07726714,3.91125,0.986564395,3.91125,0.617159743,3.91125,2.087523265,3.91125,0.272466711,3.91125,0.832789287
3.96375,1.972921761,3.96375,0.906201958,3.96375,0.750762567,3.96375,2.291481991,3.96375,0.284478963,3.96375,0.823181766
4.01625,1.89404898,4.01625,0.829676802,4.01625,0.833187893,4.01625,2.446602378,4.01625,0.300840919,4.01625,0.815120603
4.06875,1.747759047,4.06875,0.767721419,4.06875,0.918188208,4.06875,2.497807546,4.06875,0.330462662,4.06875,0.79162574
4.12125,1.655035267,4.12125,0.723557487,4.12125,1.036416973,4.12125,2.538851155,4.12125,0.359689988,4.12125,0.794353768
4.17375,1.533437429,4.17375,0.685154569,4.17375,1.126664669,4.17375,2.563266651,4.17375,0.379141128,4.17375,0.710365732
4.22625,1.435096693,4.22625,0.653703677,4.22625,1.223301539,4.22625,2.598017779,4.22625,0.405671362,4.22625,0.754170773
4.27875,1.351475435,4.27875,0.606123284,4.27875,1.310900107,4.27875,2.514978646,4.27875,0.415029211,4.27875,0.715827983
4.33125,1.242335036,4.33125,0.585448079,4.33125,1.435403454,4.33125,2.492250187,4.33125,0.458669812,4.33125,0.736371991
4.38375,1.191988637,4.38375,0.581832233,4.38375,1.460203944,4.38375,2.423801697,4.38375,0.49413271,4.38375,0.688655584
4.43625,1.115962647,4.43625,0.563164998,4.43625,1.555110836,4.43625,2.286694921,4.43625,0.497949927,4.43625,0.648436512
4.48875,1.06901581,4.48875,0.549521765,4.48875,1.596439491,4.48875,2.192796102,4.48875,0.534284726,4.48875,0.657881216
4.54125,1.027103655,4.54125,0.549477633,4.54125,1.692530479,4.54125,2.093141703,4.54125,0.553211578,4.54125,0.589629063
4.59375,0.982282917,4.59375,0.521264492,4.59375,1.712151466,4.59375,2.014988362,4.59375,0.594618328,4.59375,0.599644652
4.64625,0.955194408,4.64625,0.525717506,4.64625,1.769438837,4.64625,1.874225433,4.64625,0.61047924,4.64625,0.568256548
4.69875,0.92564298,4.69875,0.529953395,4.69875,1.722849274,4.69875,1.847987046,4.69875,0.652324765,4.69875,0.51962516
4.75125,0.91545061,4.75125,0.532355876,4.75125,1.695544093,4.75125,1.718500906,4.75125,0.696594333,4.75125,0.550079885
4.80375,0.883492509,4.80375,0.535164094,4.80375,1.75817755,4.80375,1.696537178,4.80375,0.727383431,4.80375,0.507398868
4.85625,0.863212126,4.85625,0.542244504,4.85625,1.703455884,4.85625,1.651780178,4.85625,0.741307028,4.85625,0.550235677
4.90875,0.840509777,4.90875,0.546360226,4.90875,1.67286578,4.90875,1.579886065,4.90875,0.778638588,4.90875,0.531396147
4.96125,0.821280964,4.96125,0.56013115,4.96125,1.686262554,4.96125,1.514307764,4.96125,0.825542555,4.96125,0.473949056
5.01375,0.81073276,5.01375,0.571552245,5.01375,1.645908875,5.01375,1.461862867,5.01375,0.872658356,5.01375,0.464930129
5.06625,0.792055108,5.06625,0.590778845,5.06625,1.551330558,5.06625,1.435815864,5.06625,0.915962387,5.06625,0.487988452
5.11875,0.780840613,5.11875,0.60022077,5.11875,1.549745992,5.11875,1.390093097,5.11875,0.940744391,5.11875,0.470650318
5.17125,0.776460204,5.17125,0.625552661,5.17125,1.489881936,5.17125,1.325903105,5.17125,0.98706704,5.17125,0.473193321
5.22375,0.772097265,5.22375,0.643332884,5.22375,1.424434335,5.22375,1.320837629,5.22375,1.019647161,5.22375,0.503095629
5.27625,0.761059941,5.27625,0.658525625,5.27625,1.374912178,5.27625,1.251551145,5.27625,1.067438939,5.27625,0.510883393
5.32875,0.757887531,5.32875,0.693912983,5.32875,1.364741317,5.32875,1.246921589,5.32875,1.122962645,5.32875,0.5001098
5.38125,0.760823857,5.38125,0.727377891,5.38125,1.298600655,5.38125,1.188501352,5.38125,1.151784174,5.38125,0.563105933
5.43375,0.761800072,5.43375,0.735205492,5.43375,1.252705979,5.43375,1.133450775,5.43375,1.187764797,5.43375,0.559553691
5.48625,0.772764408,5.48625,0.780396957,5.48625,1.253732835,5.48625,1.082274302,5.48625,1.250250771,5.48625,0.586012345
5.53875,0.782193146,5.53875,0.814171134,5.53875,1.212002812,5.53875,1.025649493,5.53875,1.249140372,5.53875,0.598066123
5.59125,0.784488024,5.59125,0.851989805,5.59125,1.158853086,5.59125,0.970310448,5.59125,1.307081875,5.59125,0.607504307
5.64375,0.799211416,5.64375,0.896916997,5.64375,1.128383498,5.64375,0.902392587,5.64375,1.315833325,5.64375,0.629979357
5.69625,0.829791097,5.69625,0.91208589,5.69625,1.107379981,5.69625,0.892465667,5.69625,1.341358563,5.69625,0.676687023
5.74875,0.851201334,5.74875,0.967942077,5.74875,1.034554577,5.74875,0.801756087,5.74875,1.354684759,5.74875,0.714440291
5.80125,0.860293906,5.80125,0.99431047,5.80125,1.045543495,5.80125,0.765308548,5.80125,1.339155827,5.80125,0.734763047
5.85375,0.874693401,5.85375,1.048634747,5.85375,1.016511153,5.85375,0.732661814,5.85375,1.370622407,5.85375,0.784339644
5.90625,0.899744126,5.90625,1.082730488,5.90625,0.996707576,5.90625,0.684556149,5.90625,1.341165925,5.90625,0.777848375
5.95875,0.922397198,5.95875,1.107500479,5.95875,0.998126887,5.95875,0.660287838,5.95875,1.3178531,5.95875,0.813817931
6.01125,0.928411169,6.01125,1.158523463,6.01125,0.978614839,6.01125,0.622498221,6.01125,1.322358471,6.01125,0.872199599
6.06375,0.947159811,6.06375,1.18983693,6.06375,0.954995841,6.06375,0.584279844,6.06375,1.295530975,6.06375,0.900399946
6.11625,0.950490149,6.11625,1.205964347,6.11625,0.938021387,6.11625,0.583788152,6.11625,1.288132959,6.11625,0.915447204
6.16875,0.968789932,6.16875,1.231766701,6.16875,0.940401951,6.16875,0.560483103,6.16875,1.268381358,6.16875,0.959211832
6.22125,0.986176586,6.22125,1.242007856,6.22125,0.935782402,6.22125,0.53904165,6.22125,1.228455567,6.22125,0.963629187
6.27375,0.991108511,6.27375,1.25344626,6.27375,0.905850962,6.27375,0.514550145,6.27375,1.228616627,6.27375,1.049094333
6.32625,0.995930322,6.32625,1.266752648,6.32625,0.910932445,6.32625,0.528047352,6.32625,1.162488838,6.32625,1.083288364
6.37875,0.997272606,6.37875,1.271898965,6.37875,0.872448844,6.37875,0.527260595,6.37875,1.157053328,6.37875,1.078202248
6.43125,1.015271935,6.43125,1.281475699,6.43125,0.87860823,6.43125,0.502841347,6.43125,1.132620611,6.43125,1.137546159
6.48375,1.013272573,6.48375,1.282624594,6.48375,0.838982181,6.48375,0.514011058,6.48375,1.125410194,6.48375,1.160083025
6.53625,1.025351819,6.53625,1.265886513,6.53625,0.84810194,6.53625,0.517497802,6.53625,1.073268427,6.53625,1.206895608
6.58875,1.025405028,6.58875,1.267428815,6.58875,0.835648715,6.58875,0.526916767,6.58875,1.086473055,6.58875,1.210503936
6.64125,1.042341572,6.64125,1.254771523,6.64125,0.816754461,6.64125,0.513854821,6.64125,1.060561776,6.64125,1.255251094
6.69375,1.028415681,6.69375,1.241643261,6.69375,0.822122399,6.69375,0.530949812,6.69375,1.045073876,6.69375,1.317630488
6.74625,1.029069922,6.74625,1.233209578,6.74625,0.813758514,6.74625,0.549651102,6.74625,1.030947881,6.74625,1.33827116
6.79875,1.047585918,6.79875,1.218741152,6.79875,0.785454543,6.79875,0.575506869,6.79875,1.032216474,6.79875,1.353936488
6.85125,1.047846975,6.85125,1.201621775,6.85125,0.794084643,6.85125,0.579511062,6.85125,1.022442997,6.85125,1.375374065
6.90375,1.056643436,6.90375,1.188734054,6.90375,0.784400572,6.90375,0.604951513,6.90375,0.999931849,6.90375,1.414035859
6.95625,1.05654781,6.95625,1.169795841,6.95625,0.7835621,6.95625,0.626355647,6.95625,1.002524457,6.95625,1.409643894
7.00875,1.066511782,7.00875,1.149145703,7.00875,0.765232966,7.00875,0.644404877,7.00875,0.98220637,7.00875,1.450709357
7.06125,1.072452855,7.06125,1.134528419,7.06125,0.773016951,7.06125,0.659542231,7.06125,0.983893153,7.06125,1.436111788
7.11375,1.085094156,7.11375,1.112496753,7.11375,0.782026551,7.11375,0.683160947,7.11375,0.983606419,7.11375,1.443861622
7.16625,1.080408562,7.16625,1.091868806,7.16625,0.761043982,7.16625,0.705824437,7.16625,0.971584912,7.16625,1.487208513
7.21875,1.084949332,7.21875,1.078911783,7.21875,0.757388685,7.21875,0.733903424,7.21875,0.967747789,7.21875,1.50193578
7.27125,1.086270119,7.27125,1.064245097,7.27125,0.788443375,7.27125,0.775862924,7.27125,0.963485022,7.27125,1.510801665
7.32375,1.093732476,7.32375,1.054201453,7.32375,0.779900675,7.32375,0.813283476,7.32375,0.95586378,7.32375,1.483211007
7.37625,1.092612023,7.37625,1.026757525,7.37625,0.782874212,7.37625,0.832736264,7.37625,0.975211718,7.37625,1.515084378
7.42875,1.087352932,7.42875,1.020661745,7.42875,0.785509805,7.42875,0.867334522,7.42875,0.96550297,7.42875,1.499974322
7.48125,1.084900247,7.48125,1.003083272,7.48125,0.80424636,7.48125,0.90132995,7.48125,0.970252931,7.48125,1.535806648
7.53375,1.082432266,7.53375,0.988375083,7.53375,0.829070846,7.53375,0.921779604,7.53375,0.951197487,7.53375,1.477380949
7.58625,1.077697013,7.58625,0.968359297,7.58625,0.834877418,7.58625,0.980438166,7.58625,0.960533372,7.58625,1.416686827
7.63875,1.068026483,7.63875,0.95935447,7.63875,0.853367555,7.63875,0.99127294,7.63875,0.945187047,7.63875,1.439990485
7.69125,1.06858581,7.69125,0.947647763,7.69125,0.856064782,7.69125,1.033522216,7.69125,0.952447251,7.69125,1.448000803
7.74375,1.065252562,7.74375,0.940866032,7.74375,0.880106349,7.74375,1.038161557,7.74375,0.947668994,7.74375,1.421268069
7.79625,1.062844019,7.79625,0.93492584,7.79625,0.8904605,7.79625,1.081269959,7.79625,0.942176267,7.79625,1.412441384
7.84875,1.046036477,7.84875,0.920452666,7.84875,0.938755387,7.84875,1.107704885,7.84875,0.930857901,7.84875,1.377566566
7.90125,1.051018138,7.90125,0.906241099,7.90125,0.973693548,7.90125,1.150574246,7.90125,0.937797816,7.90125,1.398896086
7.95375,1.035358176,7.95375,0.90122738,7.95375,0.97226155,7.95375,1.138440593,7.95375,0.948713104,7.95375,1.325813599
8.00625,1.027068631,8.00625,0.900717951,8.00625,1.004627492,8.00625,1.185142295,8.00625,0.959501448,8.00625,1.341664255
8.05875,1.015106721,8.05875,0.885060815,8.05875,1.022438727,8.05875,1.188625463,8.05875,0.949557513,8.05875,1.318616487
8.11125,1.010256605,8.11125,0.888270071,8.11125,1.046581829,8.11125,1.207584585,8.11125,0.950620539,8.11125,1.230742383
8.16375,1.003803352,8.16375,0.885021674,8.16375,1.07753869,8.16375,1.228436561,8.16375,0.949470049,8.16375,1.164353789
8.21625,0.996704643,8.21625,0.882509087,8.21625,1.108053717,8.21625,1.240802678,8.21625,0.96026462,8.21625,1.171799007
8.26875,0.988691919,8.26875,0.879505185,8.26875,1.101853574,8.26875,1.236950883,8.26875,0.973212155,8.26875,1.127115194
8.32125,0.976637547,8.32125,0.876612703,8.32125,1.134357344,8.32125,1.233819752,8.32125,0.964069014,8.32125,1.154513988
8.37375,0.980086998,8.37375,0.881337537,8.37375,1.140780793,8.37375,1.238518313,8.37375,0.969028393,8.37375,1.120167305
8.42625,0.980555452,8.42625,0.884479943,8.42625,1.169427124,8.42625,1.235112259,8.42625,0.961739192,8.42625,1.117145439
8.47875,0.98114735,8.47875,0.872231942,8.47875,1.172988022,8.47875,1.222299985,8.47875,0.971537859,8.47875,1.088411203
8.53125,0.975163436,8.53125,0.880726922,8.53125,1.195353191,8.53125,1.229437312,8.53125,0.979619562,8.53125,1.052327539
8.58375,0.969012835,8.58375,0.881553729,8.58375,1.209955306,8.58375,1.229790429,8.58375,0.982509214,8.58375,1.043868185
8.63625,0.975346536,8.63625,0.889585061,8.63625,1.221571641,8.63625,1.226623044,8.63625,0.982140246,8.63625,0.976774134
8.68875,0.969949553,8.68875,0.893319632,8.68875,1.224830294,8.68875,1.215688393,8.68875,0.989218913,8.68875,0.980373157
8.74125,0.976178702,8.74125,0.891611963,8.74125,1.220410979,8.74125,1.202897333,8.74125,0.992280056,8.74125,0.952324414
8.79375,0.976394227,8.79375,0.902787052,8.79375,1.237836353,8.79375,1.176025776,8.79375,0.998830871,8.79375,0.97404832
8.84625,0.971596656,8.84625,0.906843644,8.84625,1.250723124,8.84625,1.183589931,8.84625,0.995594078,8.84625,0.937813067
8.89875,0.97452342,8.89875,0.913865634,8.89875,1.221451003,8.89875,1.162526079,8.89875,0.994686137,8.89875,0.941973216
8.95125,0.977786281,8.95125,0.925857187,8.95125,1.227077193,8.95125,1.148180137,8.95125,1.006959433,8.95125,0.924252799
9.00375,0.986016616,9.00375,0.937824938,9.00375,1.227929377,9.00375,1.134088767,9.00375,1.007285739,9.00375,0.909000545
9.05625,0.987267106,9.05625,0.942496078,9.05625,1.214979285,9.05625,1.124821206,9.05625,1.006820577,9.05625,0.874130541
9.10875,0.99531268,9.10875,0.955174023,9.10875,1.195210177,9.10875,1.113580801,9.10875,1.008761831,9.10875,0.898522211
9.16125,0.994288727,9.16125,0.963560893,9.16125,1.191982877,9.16125,1.081659247,9.16125,0.995163923,9.16125,0.87673436
9.21375,0.994825148,9.21375,0.969964185,9.21375,1.19115781,9.21375,1.083276357,9.21375,1.000071438,9.21375,0.881196681
9.26625,1.002221351,9.26625,0.979341238,9.26625,1.155208461,9.26625,1.07523142,9.26625,1.006856602,9.26625,0.846218518
9.31875,1.003255316,9.31875,0.990307374,9.31875,1.155615972,9.31875,1.041372221,9.31875,1.007043552,9.31875,0.874562915
9.37125,1.006196046,9.37125,1.010978608,9.37125,1.135780731,9.37125,1.033269053,9.37125,1.001579244,9.37125,0.846198961
9.42375,1.012595997,9.42375,1.000366126,9.42375,1.121408361,9.42375,1.006013979,9.42375,1.021453513,9.42375,0.879616461
9.47625,1.004575861,9.47625,1.014567217,9.47625,1.116763131,9.47625,1.005595144,9.47625,1.011987124,9.47625,0.86343741
9.52875,1.006293882,9.52875,1.022704111,9.52875,1.10325898,9.52875,0.983028341,9.52875,1.00787068,9.52875,0.866016628
9.58125,1.012782847,9.58125,1.031042422,9.58125,1.076683356,9.58125,0.991578068,9.58125,0.998719872,9.58125,0.861232672
9.63375,1.019789972,9.63375,1.039508161,9.63375,1.056175436,9.63375,0.968347429,9.63375,1.008256213,9.63375,0.837519357
9.68625,1.012375102,9.68625,1.040878191,9.68625,1.033766537,9.68625,0.967104154,9.68625,1.01573104,9.68625,0.855485329
9.73875,1.021813416,9.73875,1.0425715,9.73875,1.036703349,9.73875,0.961400189,9.73875,1.009252625,9.73875,0.879358881
9.79125,1.015862435,9.79125,1.054693835,9.79125,1.013540101,9.79125,0.952213871,9.79125,0.996700264,9.79125,0.848440516
9.84375,1.011760018,9.84375,1.061292375,9.84375,1.009434213,9.84375,0.955560078,9.84375,0.999355132,9.84375,0.84517924
9.89625,1.02134008,9.89625,1.054625674,9.89625,0.982958384,9.89625,0.94999508,9.89625,1.000776321,9.89625,0.846984722
9.94875,1.008910131,9.94875,1.064866067,9.94875,0.973102991,9.94875,0.946364303,9.94875,1.002679628,9.94875,0.846534522
10.00125,1.009913414,10.00125,1.067145654,10.00125,0.957126609,10.00125,0.919498396,10.00125,0.99389125,10.00125,0.87525814
10.05375,1.005472175,10.05375,1.067599363,10.05375,0.942296209,10.05375,0.924472765,10.05375,0.998244386,10.05375,0.889733993
10.10625,1.006048608,10.10625,1.074867951,10.10625,0.950724055,10.10625,0.917586997,10.10625,0.994676692,10.10625,0.866631109
10.15875,1.008096646,10.15875,1.06489045,10.15875,0.930129328,10.15875,0.932125023,10.15875,0.9925894,10.15875,0.843332506
10.21125,0.996622249,10.21125,1.05919469,10.21125,0.908227394,10.21125,0.918150436,10.21125,0.992941808,10.21125,0.872389015
10.26375,0.980727886,10.26375,1.040982059,10.26375,0.891987588,10.26375,0.901847634,10.26375,0.96692952,10.26375,0.856553162
10.31625,0.966891003,10.31625,1.023256954,10.31625,0.859530922,10.31625,0.899461483,10.31625,0.961120831,10.31625,0.842810497
10.36875,0.950671854,10.36875,1.005847945,10.36875,0.8492201,10.36875,0.877811332,10.36875,0.944048196,10.36875,0.823506421
10.42125,0.943714301,10.42125,0.983200655,10.42125,0.836654307,10.42125,0.864059858,10.42125,0.920590984,10.42125,0.834023263
10.47375,0.921273588,10.47375,0.966849689,10.47375,0.820749883,10.47375,0.849763968,10.47375,0.909173334,10.47375,0.815303308
