Cl-Cl,,Mg-Cl,,Mg-Mg,,Mg-Na,,Na-Cl,,Na-Na,
1.338750000,0.000000000,1.338750000,0.000000000,1.338750000,0.000000000,1.338750000,0.000000000,1.338750000,0.000000000,1.338750000,0.000000000
1.391250000,0.000000000,1.391250000,0.000000000,1.391250000,0.000000000,1.391250000,0.000000000,1.391250000,0.000000000,1.391250000,0.000000000
1.443750000,0.000000000,1.443750000,0.000000000,1.443750000,0.000000000,1.443750000,0.000000000,1.443750000,0.000000000,1.443750000,0.000000000
1.496250000,0.000000000,1.496250000,0.000000000,1.496250000,0.000000000,1.496250000,0.000000000,1.496250000,0.000000000,1.496250000,0.000000000
1.548750000,0.000000000,1.548750000,0.000000000,1.548750000,0.000000000,1.548750000,0.000000000,1.548750000,0.000000000,1.548750000,0.000000000
1.601250000,0.000000000,1.601250000,0.000000000,1.601250000,0.000000000,1.601250000,0.000000000,1.601250000,0.000000000,1.601250000,0.000000000
1.653750000,0.000000000,1.653750000,0.000000000,1.653750000,0.000000000,1.653750000,0.000000000,1.653750000,0.000000000,1.653750000,0.000000000
1.706250000,0.000000000,1.706250000,0.000075010,1.706250000,0.000000000,1.706250000,0.000000000,1.706250000,0.000000000,1.706250000,0.000000000
1.758750000,0.000000000,1.758750000,0.000000000,1.758750000,0.000000000,1.758750000,0.000000000,1.758750000,0.000000000,1.758750000,0.000000000
1.811250000,0.000000000,1.811250000,0.000332831,1.811250000,0.000000000,1.811250000,0.000000000,1.811250000,0.000000000,1.811250000,0.000000000
1.863750000,0.000000000,1.863750000,0.000062869,1.863750000,0.000000000,1.863750000,0.000000000,1.863750000,0.000000000,1.863750000,0.000000000
1.916250000,0.000000000,1.916250000,0.000118943,1.916250000,0.000000000,1.916250000,0.000000000,1.916250000,0.000000000,1.916250000,0.000000000
1.968750000,0.000000000,1.968750000,0.000338053,1.968750000,0.000000000,1.968750000,0.000000000,1.968750000,0.000112684,1.968750000,0.000000000
2.021250000,0.000000000,2.021250000,0.001069071,2.021250000,0.000000000,2.021250000,0.000000000,2.021250000,0.000000000,2.021250000,0.000000000
2.073750000,0.000000000,2.073750000,0.011171915,2.073750000,0.000000000,2.073750000,0.000000000,2.073750000,0.000000000,2.073750000,0.000000000
2.126250000,0.000000000,2.126250000,0.061781829,2.126250000,0.000000000,2.126250000,0.000000000,2.126250000,0.000386438,2.126250000,0.000000000
2.178750000,0.000000000,2.178750000,0.212405125,2.178750000,0.000000000,2.178750000,0.000000000,2.178750000,0.000598065,2.178750000,0.000000000
2.231250000,0.000000000,2.231250000,0.506560361,2.231250000,0.000000000,2.231250000,0.000000000,2.231250000,0.002719669,2.231250000,0.000000000
2.283750000,0.000000000,2.283750000,0.839242388,2.283750000,0.000000000,2.283750000,0.000000000,2.283750000,0.012101036,2.283750000,0.000000000
2.336250000,0.000000000,2.336250000,1.083549419,2.336250000,0.000000000,2.336250000,0.000000000,2.336250000,0.034489850,2.336250000,0.000000000
2.388750000,0.000000000,2.388750000,1.111306345,2.388750000,0.000000000,2.388750000,0.000000000,2.388750000,0.088217143,2.388750000,0.000000000
2.441250000,0.000000000,2.441250000,1.022433369,2.441250000,0.000000000,2.441250000,0.000000000,2.441250000,0.171492663,2.441250000,0.000000000
2.493750000,0.000000000,2.493750000,0.840036962,2.493750000,0.000000000,2.493750000,0.000000000,2.493750000,0.278654465,2.493750000,0.000000000
2.546250000,0.000000000,2.546250000,0.642353588,2.546250000,0.000000000,2.546250000,0.000000000,2.546250000,0.391643699,2.546250000,0.000000000
2.598750000,0.000065091,2.598750000,0.483176594,2.598750000,0.000066050,2.598750000,0.000000000,2.598750000,0.486248602,2.598750000,0.000131540
2.651250000,0.000250154,2.651250000,0.352072369,2.651250000,0.000000000,2.651250000,0.000000000,2.651250000,0.556350164,2.651250000,0.000000000
2.703750000,0.000420935,2.703750000,0.260710905,2.703750000,0.000061019,2.703750000,0.000149370,2.703750000,0.598048782,2.703750000,0.000000000
2.756250000,0.001215158,2.756250000,0.189039427,2.756250000,0.000117434,2.756250000,0.000086241,2.756250000,0.597848699,2.756250000,0.000350809
2.808750000,0.003231863,2.808750000,0.143920259,2.808750000,0.000113085,2.808750000,0.000138411,2.808750000,0.576428473,2.808750000,0.000394121
2.861250000,0.007946973,2.861250000,0.108917212,2.861250000,0.000163460,2.861250000,0.000266758,2.861250000,0.546426700,2.861250000,0.000596814
2.913750000,0.018484840,2.913750000,0.091188663,2.913750000,0.000683032,2.913750000,0.000823142,2.913750000,0.502142153,2.913750000,0.001203321
2.966250000,0.038720296,2.966250000,0.073121793,2.966250000,0.001013952,2.966250000,0.001141752,2.966250000,0.453374986,2.966250000,0.001716415
3.018750000,0.075059930,3.018750000,0.059289172,3.018750000,0.001957984,3.018750000,0.002084947,3.018750000,0.410542775,3.018750000,0.002290882
3.071250000,0.139392466,3.071250000,0.052486974,3.071250000,0.003310331,3.071250000,0.004190623,3.071250000,0.369631479,3.071250000,0.004002655
3.123750000,0.224036872,3.123750000,0.045321388,3.123750000,0.005211424,3.123750000,0.005953328,3.123750000,0.338892082,3.123750000,0.004961739
3.176250000,0.322837633,3.176250000,0.041670856,3.176250000,0.008224093,3.176250000,0.009113470,3.176250000,0.305138909,3.176250000,0.008233273
3.228750000,0.455248236,3.228750000,0.039467846,3.228750000,0.014334439,3.228750000,0.013931060,3.228750000,0.274557112,3.228750000,0.010353758
3.281250000,0.595623262,3.281250000,0.037748474,3.281250000,0.017608215,3.281250000,0.019066934,3.281250000,0.250953320,3.281250000,0.012871727
3.333750000,0.741634701,3.333750000,0.035095170,3.333750000,0.022556702,3.333750000,0.027254759,3.333750000,0.229415522,3.333750000,0.016466160
3.386250000,0.863078780,3.386250000,0.034320135,3.386250000,0.027503438,3.386250000,0.035558096,3.386250000,0.209368062,3.386250000,0.020453015
3.438750000,0.994661590,3.438750000,0.037250936,3.438750000,0.035421770,3.438750000,0.046171212,3.438750000,0.193309645,3.438750000,0.025392602
3.491250000,1.069057893,3.491250000,0.034705673,3.491250000,0.043477110,3.491250000,0.057478469,3.491250000,0.175803857,3.491250000,0.029335665
3.543750000,1.127440067,3.543750000,0.036467439,3.543750000,0.050474764,3.543750000,0.069995916,3.543750000,0.162929635,3.543750000,0.036608033
3.596250000,1.159446707,3.596250000,0.038601990,3.596250000,0.055910048,3.596250000,0.082776442,3.596250000,0.154154670,3.596250000,0.041935164
3.648750000,1.166374376,3.648750000,0.040189380,3.648750000,0.062354094,3.648750000,0.096110028,3.648750000,0.143648330,3.648750000,0.051580307
3.701250000,1.140773136,3.701250000,0.041639929,3.701250000,0.064733124,3.701250000,0.104418654,3.701250000,0.135887735,3.701250000,0.056579806
3.753750000,1.118228058,3.753750000,0.044637067,3.753750000,0.066987259,3.753750000,0.111608162,3.753750000,0.128564055,3.753750000,0.065946850
3.806250000,1.066474704,3.806250000,0.045223137,3.806250000,0.066753199,3.806250000,0.121152778,3.806250000,0.122630075,3.806250000,0.073920663
3.858750000,1.009930532,3.858750000,0.050102432,3.858750000,0.068903640,3.858750000,0.124889401,3.858750000,0.117849254,3.858750000,0.078455954
3.911250000,0.946276076,3.911250000,0.052306869,3.911250000,0.067299594,3.911250000,0.128797094,3.911250000,0.113850242,3.911250000,0.087455563
3.963750000,0.887939644,3.963750000,0.057116056,3.963750000,0.066408806,3.963750000,0.131676899,3.963750000,0.112536287,3.963750000,0.090808567
4.016250000,0.824243196,4.016250000,0.060073467,4.016250000,0.063163000,4.016250000,0.130247178,4.016250000,0.113593960,4.016250000,0.099162075
4.068750000,0.770766723,4.068750000,0.064271757,4.068750000,0.064157240,4.068750000,0.134387595,4.068750000,0.110707840,4.068750000,0.101932201
4.121250000,0.712742088,4.121250000,0.068430862,4.121250000,0.062664410,4.121250000,0.129288291,4.121250000,0.108753897,4.121250000,0.108321944
4.173750000,0.664263816,4.173750000,0.071722313,4.173750000,0.060304071,4.173750000,0.124250973,4.173750000,0.106887687,4.173750000,0.109234800
4.226250000,0.618107111,4.226250000,0.078473801,4.226250000,0.059988964,4.226250000,0.123897631,4.226250000,0.110313283,4.226250000,0.115739226
4.278750000,0.569199473,4.278750000,0.084385283,4.278750000,0.057331983,4.278750000,0.118203808,4.278750000,0.111678688,4.278750000,0.114056785
4.331250000,0.541073064,4.331250000,0.090279867,4.331250000,0.053762945,4.331250000,0.115937738,4.331250000,0.111781729,4.331250000,0.113771037
4.383750000,0.504537914,4.383750000,0.094267192,4.383750000,0.053248941,4.383750000,0.111438704,4.383750000,0.112791068,4.383750000,0.113836001
4.436250000,0.473412411,4.436250000,0.101281911,4.436250000,0.051724090,4.436250000,0.108794546,4.436250000,0.117194948,4.436250000,0.115017115
4.488750000,0.448527295,4.488750000,0.107912072,4.488750000,0.048683720,4.488750000,0.103901675,4.488750000,0.116886683,4.488750000,0.114701259
4.541250000,0.435658848,4.541250000,0.113500827,4.541250000,0.046223537,4.541250000,0.102360417,4.541250000,0.120595955,4.541250000,0.111504566
4.593750000,0.413092278,4.593750000,0.119293776,4.593750000,0.045490126,4.593750000,0.097736651,4.593750000,0.123888767,4.593750000,0.112401463
4.646250000,0.400856982,4.646250000,0.125232406,4.646250000,0.044240621,4.646250000,0.093709325,4.646250000,0.128328064,4.646250000,0.109937423
4.698750000,0.394059994,4.698750000,0.131826928,4.698750000,0.041136079,4.698750000,0.091211530,4.698750000,0.130867435,4.698750000,0.106468414
4.751250000,0.388710179,4.751250000,0.135895266,4.751250000,0.037623663,4.751250000,0.086507825,4.751250000,0.136649867,4.751250000,0.102475710
4.803750000,0.382755865,4.803750000,0.144165471,4.803750000,0.036283859,4.803750000,0.083756605,4.803750000,0.137228345,4.803750000,0.101864970
4.856250000,0.379856059,4.856250000,0.146917898,4.856250000,0.033498593,4.856250000,0.080844198,4.856250000,0.143047010,4.856250000,0.097527230
4.908750000,0.380403691,4.908750000,0.152338965,4.908750000,0.030879083,4.908750000,0.077474621,4.908750000,0.147915991,4.908750000,0.097111339
4.961250000,0.371520359,4.961250000,0.158634586,4.961250000,0.030500865,4.961250000,0.075426621,4.961250000,0.152148663,4.961250000,0.093875922
5.013750000,0.368309968,5.013750000,0.164252227,5.013750000,0.028747495,5.013750000,0.070501786,5.013750000,0.157197708,5.013750000,0.092980456
5.066250000,0.362754358,5.066250000,0.169663712,5.066250000,0.027129394,5.066250000,0.067882499,5.066250000,0.165851813,5.066250000,0.090751896
5.118750000,0.358304341,5.118750000,0.174119626,5.118750000,0.027988813,5.118750000,0.064330073,5.118750000,0.166984809,5.118750000,0.089205030
5.171250000,0.359975925,5.171250000,0.177935867,5.171250000,0.026489271,5.171250000,0.060204845,5.171250000,0.172578522,5.171250000,0.085094150
5.223750000,0.351181759,5.223750000,0.182796807,5.223750000,0.025943156,5.223750000,0.057328086,5.223750000,0.178098838,5.223750000,0.082545867
5.276250000,0.353813028,5.276250000,0.189273556,5.276250000,0.026390863,5.276250000,0.055126009,5.276250000,0.182660322,5.276250000,0.079922096
5.328750000,0.351442749,5.328750000,0.192422864,5.328750000,0.026156182,5.328750000,0.050330356,5.328750000,0.186608420,5.328750000,0.077510333
5.381250000,0.351222473,5.381250000,0.196409350,5.381250000,0.025201583,5.381250000,0.049420974,5.381250000,0.193875333,5.381250000,0.075069639
5.433750000,0.347922617,5.433750000,0.200776136,5.433750000,0.026756555,5.433750000,0.047176177,5.433750000,0.203098706,5.433750000,0.074333112
5.486250000,0.348744405,5.486250000,0.203453159,5.486250000,0.027432553,5.486250000,0.044978819,5.486250000,0.208706377,5.486250000,0.072149891
5.538750000,0.351034602,5.538750000,0.205459169,5.538750000,0.026464209,5.538750000,0.042870138,5.538750000,0.213717122,5.538750000,0.069456531
5.591250000,0.352376166,5.591250000,0.209918126,5.591250000,0.028166990,5.591250000,0.042040908,5.591250000,0.220655399,5.591250000,0.067774686
5.643750000,0.356519401,5.643750000,0.210926404,5.643750000,0.028359637,5.643750000,0.041090982,5.643750000,0.226120406,5.643750000,0.064692786
5.696250000,0.359610739,5.696250000,0.209795697,5.696250000,0.030960042,5.696250000,0.039744740,5.696250000,0.231475264,5.696250000,0.063574243
5.748750000,0.362184350,5.748750000,0.210408910,5.748750000,0.031611954,5.748750000,0.038176263,5.748750000,0.238309243,5.748750000,0.061961398
5.801250000,0.374220128,5.801250000,0.204872252,5.801250000,0.031638844,5.801250000,0.036119189,5.801250000,0.240913577,5.801250000,0.061254160
5.853750000,0.377749683,5.853750000,0.203094064,5.853750000,0.031789868,5.853750000,0.036997458,5.853750000,0.244055770,5.853750000,0.059240006
5.906250000,0.387295318,5.906250000,0.199380622,5.906250000,0.033695230,5.906250000,0.035998321,5.906250000,0.247311612,5.906250000,0.058586273
5.958750000,0.400000687,5.958750000,0.193748498,5.958750000,0.035440861,5.958750000,0.036135631,5.958750000,0.248582405,5.958750000,0.055594401
6.011250000,0.412411873,6.011250000,0.189593354,6.011250000,0.036120711,6.011250000,0.036075317,6.011250000,0.248024617,6.011250000,0.055697008
6.063750000,0.419983220,6.063750000,0.182766777,6.063750000,0.038749307,6.063750000,0.036445254,6.063750000,0.246456885,6.063750000,0.055715259
6.116250000,0.429538230,6.116250000,0.177027189,6.116250000,0.039315168,6.116250000,0.035769731,6.116250000,0.246231439,6.116250000,0.053516115
6.168750000,0.444392222,6.168750000,0.171105597,6.168750000,0.040758861,6.168750000,0.036070257,6.168750000,0.244543157,6.168750000,0.053694650
6.221250000,0.461559354,6.221250000,0.167332760,6.221250000,0.042309784,6.221250000,0.036846497,6.221250000,0.240529210,6.221250000,0.053859562
6.273750000,0.475780080,6.273750000,0.160260421,6.273750000,0.044449302,6.273750000,0.036631903,6.273750000,0.235926783,6.273750000,0.051754396
6.326250000,0.483337950,6.326250000,0.156078161,6.326250000,0.046935815,6.326250000,0.038154621,6.326250000,0.232229161,6.326250000,0.053584874
6.378750000,0.499075622,6.378750000,0.151050538,6.378750000,0.047788959,6.378750000,0.039037400,6.378750000,0.228116267,6.378750000,0.053514299
6.431250000,0.515289311,6.431250000,0.145104295,6.431250000,0.048942439,6.431250000,0.039933908,6.431250000,0.222928695,6.431250000,0.053030782
6.483750000,0.526459847,6.483750000,0.144327651,6.483750000,0.051410662,6.483750000,0.041378219,6.483750000,0.216346021,6.483750000,0.053263776
6.536250000,0.539737720,6.536250000,0.138445249,6.536250000,0.052060333,6.536250000,0.042096392,6.536250000,0.211836622,6.536250000,0.053617632
6.588750000,0.551747498,6.588750000,0.135075587,6.588750000,0.054234463,6.588750000,0.044185059,6.588750000,0.207538488,6.588750000,0.055416673
6.641250000,0.558657005,6.641250000,0.134790424,6.641250000,0.056454976,6.641250000,0.044865770,6.641250000,0.203784984,6.641250000,0.055974055
6.693750000,0.573278849,6.693750000,0.130954041,6.693750000,0.057215580,6.693750000,0.046319135,6.693750000,0.197369341,6.693750000,0.057092100
6.746250000,0.579971116,6.746250000,0.129552402,6.746250000,0.058484839,6.746250000,0.047952334,6.746250000,0.193292112,6.746250000,0.057505029
6.798750000,0.589261274,6.798750000,0.129090153,6.798750000,0.061088255,6.798750000,0.049458885,6.798750000,0.189170327,6.798750000,0.058426978
6.851250000,0.595184030,6.851250000,0.126691307,6.851250000,0.060497745,6.851250000,0.050964984,6.851250000,0.184337485,6.851250000,0.061547288
6.903750000,0.595214431,6.903750000,0.125711118,6.903750000,0.063755366,6.903750000,0.052332664,6.903750000,0.181549128,6.903750000,0.061826321
6.956250000,0.595930147,6.956250000,0.125328184,6.956250000,0.062197452,6.956250000,0.053265266,6.956250000,0.177555411,6.956250000,0.064293025
7.008750000,0.600396879,7.008750000,0.124893668,7.008750000,0.062840153,7.008750000,0.056347084,7.008750000,0.175945716,7.008750000,0.063324403
7.061250000,0.595928181,7.061250000,0.124269830,7.061250000,0.062875418,7.061250000,0.057741756,7.061250000,0.170811891,7.061250000,0.066555463
7.113750000,0.590882682,7.113750000,0.123279594,7.113750000,0.064965477,7.113750000,0.059106534,7.113750000,0.169771618,7.113750000,0.068245084
7.166250000,0.587649664,7.166250000,0.123925172,7.166250000,0.063834683,7.166250000,0.060025522,7.166250000,0.166544786,7.166250000,0.069212230
7.218750000,0.582735335,7.218750000,0.123583455,7.218750000,0.064621617,7.218750000,0.061506739,7.218750000,0.164395168,7.218750000,0.073298009
7.271250000,0.572795961,7.271250000,0.126080554,7.271250000,0.064155867,7.271250000,0.061427246,7.271250000,0.161703488,7.271250000,0.074041273
7.323750000,0.572735407,7.323750000,0.124894255,7.323750000,0.062299595,7.323750000,0.063428396,7.323750000,0.160334032,7.323750000,0.076718448
7.376250000,0.564450045,7.376250000,0.126153239,7.376250000,0.061038791,7.376250000,0.063504098,7.376250000,0.160163119,7.376250000,0.077679398
7.428750000,0.558547392,7.428750000,0.127395942,7.428750000,0.062717216,7.428750000,0.065031605,7.428750000,0.158888768,7.428750000,0.078436588
7.481250000,0.542394283,7.481250000,0.128649991,7.481250000,0.061704574,7.481250000,0.064633253,7.481250000,0.157692818,7.481250000,0.080276035
7.533750000,0.539965320,7.533750000,0.129976115,7.533750000,0.061680678,7.533750000,0.065297806,7.533750000,0.157915270,7.533750000,0.081861117
7.586250000,0.528690756,7.586250000,0.130900422,7.586250000,0.059760284,7.586250000,0.065987167,7.586250000,0.158180992,7.586250000,0.081465241
7.638750000,0.520438994,7.638750000,0.132367257,7.638750000,0.058689384,7.638750000,0.067830450,7.638750000,0.156792662,7.638750000,0.085251708
7.691250000,0.513700144,7.691250000,0.133903813,7.691250000,0.059120055,7.691250000,0.067295247,7.691250000,0.158473154,7.691250000,0.085661192
7.743750000,0.507154227,7.743750000,0.136603091,7.743750000,0.057428477,7.743750000,0.067452963,7.743750000,0.159121409,7.743750000,0.086266588
7.796250000,0.494973116,7.796250000,0.138366201,7.796250000,0.056657637,7.796250000,0.067938093,7.796250000,0.157905414,7.796250000,0.087659148
7.848750000,0.490985387,7.848750000,0.140406863,7.848750000,0.055083955,7.848750000,0.067085443,7.848750000,0.160096798,7.848750000,0.087918062
7.901250000,0.482876883,7.901250000,0.142454714,7.901250000,0.053747026,7.901250000,0.067263866,7.901250000,0.160991812,7.901250000,0.087913352
7.953750000,0.475480991,7.953750000,0.143842663,7.953750000,0.053300736,7.953750000,0.067252233,7.953750000,0.162450005,7.953750000,0.087690463
8.006250000,0.470801857,8.006250000,0.146769770,8.006250000,0.053988870,8.006250000,0.065715567,8.006250000,0.163437161,8.006250000,0.088526074
8.058750000,0.471443133,8.058750000,0.149151295,8.058750000,0.051213365,8.058750000,0.066291330,8.058750000,0.165296213,8.058750000,0.088785367
8.111250000,0.464805500,8.111250000,0.150596013,8.111250000,0.049935565,8.111250000,0.065840941,8.111250000,0.166353363,8.111250000,0.087930075
8.163750000,0.464057405,8.163750000,0.153177580,8.163750000,0.049148124,8.163750000,0.064629828,8.163750000,0.169987959,8.163750000,0.088602287
8.216250000,0.454805265,8.216250000,0.154869060,8.216250000,0.048330412,8.216250000,0.063395667,8.216250000,0.169682739,8.216250000,0.088059224
8.268750000,0.459219910,8.268750000,0.158661441,8.268750000,0.047288040,8.268750000,0.063490766,8.268750000,0.173495230,8.268750000,0.086912082
8.321250000,0.450021683,8.321250000,0.159277243,8.321250000,0.046132756,8.321250000,0.062597531,8.321250000,0.176286795,8.321250000,0.087769000
8.373750000,0.447186345,8.373750000,0.161332143,8.373750000,0.045307998,8.373750000,0.061428864,8.373750000,0.177633860,8.373750000,0.085474636
8.426250000,0.447073609,8.426250000,0.161650340,8.426250000,0.044355648,8.426250000,0.061871531,8.426250000,0.180176432,8.426250000,0.084462902
8.478750000,0.443847389,8.478750000,0.164387757,8.478750000,0.043386107,8.478750000,0.060424164,8.478750000,0.183326135,8.478750000,0.084952509
8.531250000,0.446011880,8.531250000,0.164606233,8.531250000,0.043515698,8.531250000,0.059649765,8.531250000,0.185280663,8.531250000,0.083299860
8.583750000,0.444952076,8.583750000,0.165556986,8.583750000,0.042046620,8.583750000,0.058338420,8.583750000,0.186862579,8.583750000,0.082434735
8.636250000,0.444091290,8.636250000,0.165968889,8.636250000,0.041489123,8.636250000,0.058058803,8.636250000,0.189484642,8.636250000,0.081590382
8.688750000,0.444738562,8.688750000,0.166326956,8.688750000,0.041928758,8.688750000,0.057119201,8.688750000,0.193056838,8.688750000,0.080442632
8.741250000,0.442593979,8.741250000,0.166778801,8.741250000,0.040813630,8.741250000,0.057106824,8.741250000,0.193868820,8.741250000,0.078095696
8.793750000,0.445801085,8.793750000,0.166420086,8.793750000,0.040904612,8.793750000,0.055613627,8.793750000,0.196429761,8.793750000,0.077878263
8.846250000,0.446300198,8.846250000,0.168031176,8.846250000,0.040141227,8.846250000,0.054860600,8.846250000,0.199209461,8.846250000,0.076213068
8.898750000,0.448327588,8.898750000,0.167336794,8.898750000,0.040108372,8.898750000,0.054281379,8.898750000,0.198661254,8.898750000,0.075159393
8.951250000,0.449530685,8.951250000,0.165701289,8.951250000,0.040134764,8.951250000,0.053766445,8.951250000,0.200587067,8.951250000,0.074302520
9.003750000,0.449796840,9.003750000,0.165617228,9.003750000,0.040124800,9.003750000,0.054345466,9.003750000,0.201509002,9.003750000,0.072879663
9.056250000,0.452385032,9.056250000,0.166080504,9.056250000,0.039514083,9.056250000,0.053610688,9.056250000,0.203144394,9.056250000,0.072497486
9.108750000,0.459514647,9.108750000,0.164287371,9.108750000,0.039742712,9.108750000,0.053178736,9.108750000,0.203109987,9.108750000,0.071776617
9.161250000,0.460009031,9.161250000,0.162802744,9.161250000,0.040181436,9.161250000,0.052630835,9.161250000,0.204988605,9.161250000,0.069215095
9.213750000,0.464315019,9.213750000,0.162300759,9.213750000,0.040628626,9.213750000,0.052686196,9.213750000,0.205015687,9.213750000,0.069611078
9.266250000,0.464787416,9.266250000,0.161318944,9.266250000,0.040922859,9.266250000,0.052192618,9.266250000,0.205481740,9.266250000,0.068508954
9.318750000,0.470378200,9.318750000,0.160220629,9.318750000,0.042338011,9.318750000,0.052272644,9.318750000,0.204966120,9.318750000,0.068419506
9.371250000,0.475224200,9.371250000,0.157612308,9.371250000,0.041128443,9.371250000,0.052153634,9.371250000,0.205844231,9.371250000,0.068044512
9.423750000,0.480042218,9.423750000,0.156881643,9.423750000,0.041470126,9.423750000,0.051997136,9.423750000,0.204958836,9.423750000,0.067583573
9.476250000,0.480450889,9.476250000,0.156021256,9.476250000,0.041657676,9.476250000,0.051850624,9.476250000,0.202883818,9.476250000,0.066228384
9.528750000,0.485483917,9.528750000,0.153058407,9.528750000,0.042531311,9.528750000,0.052137126,9.528750000,0.204125186,9.528750000,0.066092553
9.581250000,0.490162591,9.581250000,0.152306330,9.581250000,0.042401780,9.581250000,0.052254860,9.581250000,0.202289246,9.581250000,0.065800878
9.633750000,0.492266605,9.633750000,0.150389643,9.633750000,0.043450114,9.633750000,0.052228102,9.633750000,0.201507067,9.633750000,0.065171807
9.686250000,0.490402719,9.686250000,0.146510604,9.686250000,0.042928089,9.686250000,0.052592235,9.686250000,0.198018134,9.686250000,0.064107446
9.738750000,0.487757707,9.738750000,0.143995743,9.738750000,0.042076123,9.738750000,0.051780346,9.738750000,0.193365191,9.738750000,0.063249522
9.791250000,0.482697004,9.791250000,0.139806322,9.791250000,0.042412480,9.791250000,0.051253887,9.791250000,0.189504307,9.791250000,0.061368398
9.843750000,0.476396042,9.843750000,0.137976455,9.843750000,0.042642612,9.843750000,0.050688354,9.843750000,0.185527501,9.843750000,0.060596364
9.896250000,0.472477039,9.896250000,0.133764620,9.896250000,0.042223255,9.896250000,0.049908908,9.896250000,0.179784470,9.896250000,0.059823609
9.948750000,0.466015754,9.948750000,0.130421488,9.948750000,0.042040203,9.948750000,0.049012865,9.948750000,0.175846599,9.948750000,0.059413794
10.001250000,0.461122867,10.001250000,0.127815665,10.001250000,0.041818520,10.001250000,0.050204873,10.001250000,0.170699637,10.001250000,0.058454165
10.053750000,0.458159248,10.053750000,0.124783835,10.053750000,0.041347609,10.053750000,0.048934327,10.053750000,0.167767747,10.053750000,0.058174863
